ID,name,name_eng,rank,kingdom,phylum,class,order,family,genus,genus_eng,family_eng,synonyms
2390297,Siganus stellatus,Brown-spotted rabbitfish,SPECIES,Animalia,Chordata,,Perciformes,Siganidae,Siganus,rabbitfishes,Rabbitfishes,
2390315,Siganus doliatus,Barred Spinefoot,SPECIES,Animalia,Chordata,,Perciformes,Siganidae,Siganus,rabbitfishes,Rabbitfishes,
2390749,Caranx,crevallies,GENUS,Animalia,Chordata,,Perciformes,Carangidae,Caranx,,Jacks And Pompanos,
2390750,Caranx melampygus,Bluefin Trevally,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Caranx,crevallies,Jacks And Pompanos,
2390776,Caranx sexfasciatus,Bigeye Trevally,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Caranx,crevallies,Jacks And Pompanos,
2390805,Caranx ignobilis,Giant Trevally,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Caranx,crevallies,Jacks And Pompanos,
2390854,Scomberoides,leatherjackets,GENUS,Animalia,Chordata,,Perciformes,Carangidae,Scomberoides,,Jacks And Pompanos,
2390871,Scomberoides lysan,Doublespotted Queenfish,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Scomberoides,leatherjackets,Jacks And Pompanos,Chorinemus tolooparah
2390863,Scomberoides commersonnianus,Talang queenfish,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Scomberoides,leatherjackets,Jacks And Pompanos,
2391007,Selar crumenophthalmus,Bigeye Scad,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Selar,gogglers,Jacks And Pompanos,Trachurops crumenophthalmus
2391064,Decapterus macarellus,Mackerel Scad,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Decapterus,round scads,Jacks And Pompanos,
2391203,Ulua mentalis,Longrakered Trevally,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Ulua,,Jacks And Pompanos,Ulua mandibularis
2391226,Selaroides leptolepis,Yellowstripe Scad,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Selaroides,,Jacks And Pompanos,
2391331,Gnathanodon speciosus,Golden Trevally,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Gnathanodon,,Jacks And Pompanos,
2390522,Atule mate,Yellowtail scad,SPECIES,Animalia,Chordata,,Perciformes,Carangidae,Atule,,Jacks And Pompanos,
2393274,Polydactylus plebeius,thread-fish,SPECIES,Animalia,Chordata,,Perciformes,Polynemidae,Polydactylus,barbus,Threadfins,
2393295,Polydactylus sexfilis,Sixfinger Threadfin,SPECIES,Animalia,Chordata,,Perciformes,Polynemidae,Polydactylus,barbus,Threadfins,
2393442,Bolbometopon,,GENUS,Animalia,Chordata,,Perciformes,Scaridae,Bolbometopon,,parrotfishes,
2393443,Bolbometopon muricatum,Green Humphead Parrotfish,SPECIES,Animalia,Chordata,,Perciformes,Scaridae,Bolbometopon,,parrotfishes,
2393457,Chlorurus,,GENUS,Animalia,Chordata,,Perciformes,Scaridae,Chlorurus,,parrotfishes,
2393569,Scarus frenatus,Bridled Parrotfish,SPECIES,Animalia,Chordata,,Perciformes,Scaridae,Scarus,parrotfishes,parrotfishes,
2393577,Scarus ghobban,Blue-barred Parrotfish,SPECIES,Animalia,Chordata,,Perciformes,Scaridae,Scarus,parrotfishes,parrotfishes,
2393629,Scarus flavipectoralis,Yellowfin Parrotfish,SPECIES,Animalia,Chordata,,Perciformes,Scaridae,Scarus,parrotfishes,parrotfishes,
2393750,Scarus altipinnis,Filament-finned Parrotfish,SPECIES,Animalia,Chordata,,Perciformes,Scaridae,Scarus,parrotfishes,parrotfishes,Scarus brevifilis
2393756,Scarus prasiognathos,Singapore Parrotfish,SPECIES,Animalia,Chordata,,Perciformes,Scaridae,Scarus,parrotfishes,parrotfishes,Scarus chlorodon
2393846,Hipposcarus longiceps,Pacific Longnose Parrotfish,SPECIES,Animalia,Chordata,,Perciformes,Scaridae,Hipposcarus,,parrotfishes,
2393848,Hipposcarus harid,Candelamoa Parrotfish,SPECIES,Animalia,Chordata,,Perciformes,Scaridae,Hipposcarus,,parrotfishes,
2393824,Leptoscarus vaigiensis,Petroleum Parrotfish,SPECIES,Animalia,Chordata,,Perciformes,Scaridae,Leptoscarus,,parrotfishes,
2394208,Sphyraena jello,Pickhandle Barracuda,SPECIES,Animalia,Chordata,,Perciformes,Sphyraenidae,Sphyraena,barracudas,barracudas,
2394210,Sphyraena qenie,Blackfin Barracuda,SPECIES,Animalia,Chordata,,Perciformes,Sphyraenidae,Sphyraena,barracudas,barracudas,Sphyraena genie
2394213,Sphyraena forsteri,Bigeye Barracuda,SPECIES,Animalia,Chordata,,Perciformes,Sphyraenidae,Sphyraena,barracudas,barracudas,
2394217,Sphyraena putnamae,Sawtooth Barracuda,SPECIES,Animalia,Chordata,,Perciformes,Sphyraenidae,Sphyraena,barracudas,barracudas,Sphyraena bleekeri
2394252,Sphyraena chrysotaenia,green-and-gold barracuda,SPECIES,Animalia,Chordata,,Perciformes,Sphyraenidae,Sphyraena,barracudas,barracudas,Sphyraenella chrysotaenia
2394307,Platax pinnatus,Longfin Batfish,SPECIES,Animalia,Chordata,,Perciformes,Ephippidae,Platax,,Spadefishes,
2394312,Platax teira,Longfin Batfish,SPECIES,Animalia,Chordata,,Perciformes,Ephippidae,Platax,,Spadefishes,
2396603,Parupeneus,,GENUS,Animalia,Chordata,,Perciformes,Mullidae,Parupeneus,,goatfishes,
2396624,Parupeneus trifasciatus,Doublebar Goatfish,SPECIES,Animalia,Chordata,,Perciformes,Mullidae,Parupeneus,,goatfishes,Parupeneus bifasciatus
2396675,Parupeneus jansenii,Jansen's goatfish,SPECIES,Animalia,Chordata,,Perciformes,Mullidae,Parupeneus,,goatfishes,
2396693,Parupeneus porphyreus,Whitesaddle Goatfish,SPECIES,Animalia,Chordata,,Perciformes,Mullidae,Parupeneus,,goatfishes,
2396749,Parupeneus forsskali,Dash-and-dot Goatfish,SPECIES,Animalia,Chordata,,Perciformes,Mullidae,Parupeneus,,goatfishes,Mulloides auriflamma
2396835,Mulloidichthys flavolineatus,Yellowstripe Goatfish,SPECIES,Animalia,Chordata,,Perciformes,Mullidae,Mulloidichthys,,goatfishes,
2396852,Mulloidichthys vanicolensis,Yellowfin goatfish,SPECIES,Animalia,Chordata,,Perciformes,Mullidae,Mulloidichthys,,goatfishes,
2397731,Ruvettus pretiosus,Oilfish,SPECIES,Animalia,Chordata,,Perciformes,Gempylidae,Ruvettus,escolars,Snake mackerels,
2397743,Promethichthys prometheus,Roudi Escolar,SPECIES,Animalia,Chordata,,Perciformes,Gempylidae,Promethichthys,,Snake mackerels,
2397850,Xiphias gladius,Swordfish,SPECIES,Animalia,Chordata,,Perciformes,Xiphiidae,Xiphias,swordfishes,Swordfish and billfishes,
2397866,Makaira,marlins,GENUS,Animalia,Chordata,,Perciformes,Istiophoridae,Makaira,,Billfishes,
2397867,Makaira mazara,Pacific blue marlin,SPECIES,Animalia,Chordata,,Perciformes,Istiophoridae,Makaira,marlins,Billfishes,
2397938,Kajikia audax,Striped Marlin,SPECIES,Animalia,Chordata,,Perciformes,Istiophoridae,Kajikia,,Billfishes,Tetrapturus audax
2398621,Abudefduf,sergeants,GENUS,Animalia,Chordata,,Perciformes,Pomacentridae,Abudefduf,,Damselfishes,
2398487,Amblyglyphidodon,,GENUS,Animalia,Chordata,,Perciformes,Pomacentridae,,,,
2400695,Neomyxus leuciscus,brown mullet,SPECIES,Animalia,Chordata,,Mugiliformes,Mugilidae,Neomyxus,yellowspot mullets,Grey Mullets,Neomyxus chaptalii
2400831,Ellochelon vaigiensis,Squaretail Mullet,SPECIES,Animalia,Chordata,,Mugiliformes,Mugilidae,Ellochelon,,Grey Mullets,Liza vaigiensis
2401010,Crenimugil crenilabis,Fringelip Mullet,SPECIES,Animalia,Chordata,,Mugiliformes,Mugilidae,Crenimugil,fringelip mullets,Grey Mullets,
2401132,Saurida,,GENUS,Animalia,Chordata,,Aulopiformes,Synodontidae,Saurida,,Bombay Ducks,
2403463,Gymnothorax,common morays,GENUS,Animalia,Chordata,,Anguilliformes,Muraenidae,Gymnothorax,,moray eels,
2403953,Gymnothorax cribroris,Australian Moray,SPECIES,Animalia,Chordata,,Anguilliformes,Muraenidae,Gymnothorax,common morays,moray eels,
2404489,Myrichthys colubrinus,Harlequin Snake Eel,SPECIES,Animalia,Chordata,,Anguilliformes,Ophichthidae,Myrichthys,,snake eels,
2406374,Chanos chanos,Milkfish,SPECIES,Animalia,Chordata,,Gonorynchiformes,Chanidae,Chanos,milkfishes,Milkfishes,
2406531,Diodon,porcupinefishes,GENUS,Animalia,Chordata,,Tetraodontiformes,Diodontidae,Diodon,,Burrfishes,
2406707,Aluterus,filefishes,GENUS,Animalia,Chordata,,Tetraodontiformes,Monacanthidae,Aluterus,,Filefishes,
2406708,Aluterus monoceros,Unicorn Leatherjacket Filefish,SPECIES,Animalia,Chordata,,Tetraodontiformes,Monacanthidae,Aluterus,filefishes,Filefishes,
2407129,Balistoides conspicillum,Clown Triggerfish,SPECIES,Animalia,Chordata,,Tetraodontiformes,Balistidae,Balistoides,,Triggerfishes,
2407133,Balistoides viridescens,Titan Triggerfish,SPECIES,Animalia,Chordata,,Tetraodontiformes,Balistidae,Balistoides,,Triggerfishes,Balistes viridescens
2407175,Pseudobalistes fuscus,Yellowspotted Triggerfish,SPECIES,Animalia,Chordata,,Tetraodontiformes,Balistidae,Pseudobalistes,,Triggerfishes,
2407181,Pseudobalistes flavimarginatus,Yellowmargin Triggerfish,SPECIES,Animalia,Chordata,,Tetraodontiformes,Balistidae,Pseudobalistes,,Triggerfishes,
2407210,Odonus niger,Redtooth Triggerfish,SPECIES,Animalia,Chordata,,Tetraodontiformes,Balistidae,Odonus,,Triggerfishes,
2407347,Arothron,fat puffers,GENUS,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Arothron,,Pufferfishes,
2407758,Lagocephalus sceleratus,Silver-cheeked toadfish,SPECIES,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Lagocephalus,,Pufferfishes,Pleuranacanthus sceleratus
2407378,Arothron hispidus,White-spotted Puffer,SPECIES,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Arothron,fat puffers,Pufferfishes,
2407394,Arothron nigropunctatus,Blackspotted Puffer,SPECIES,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Arothron,fat puffers,Pufferfishes,
2407418,Arothron meleagris,Guineafowl Puffer,SPECIES,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Arothron,fat puffers,Pufferfishes,
2407392,Arothron leopardus,Banded Leopardblowfish,SPECIES,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Arothron,fat puffers,Pufferfishes,
2407735,Canthigaster margaritata,Pearl toby,SPECIES,Animalia,Chordata,,Tetraodontiformes,Tetraodontidae,Canthigaster,,Pufferfishes,
2407938,Ostracion,trunkfishes,GENUS,Animalia,Chordata,,Tetraodontiformes,Ostraciidae,Ostracion,,Boxfishes,
2408106,Lactoria,Boxfishes,GENUS,Animalia,Chordata,,Tetraodontiformes,Ostraciidae,Lactoria,,Boxfishes,
2410478,Galaxias,galaxiids,GENUS,Animalia,Chordata,,Osmeriformes,Galaxiidae,Galaxias,,galaxiids,
2410910,Mallotus,capelins,GENUS,Animalia,Chordata,,Osmeriformes,Osmeridae,Mallotus,,smelts,
2412801,Sardinella fijiense,Fiji Sardinella,SPECIES,Animalia,Chordata,,Clupeiformes,Clupeidae,Sardinella,Sardinella,"Shads, Sardines, And Menhadens",
2412826,Sardinella marquesensis,Marquesan sardinella,SPECIES,Animalia,Chordata,,Clupeiformes,Clupeidae,Sardinella,Sardinella,"Shads, Sardines, And Menhadens",
2412833,Sardinella melanura,Blacktip Sardinella,SPECIES,Animalia,Chordata,,Clupeiformes,Clupeidae,Sardinella,Sardinella,"Shads, Sardines, And Menhadens",
2412987,Spratelloides delicatulus,Delicate Round Herring,SPECIES,Animalia,Chordata,,Clupeiformes,Clupeidae,Spratelloides,,"Shads, Sardines, And Menhadens",
2413096,Herklotsichthys quadrimaculatus,fourspot sardine,SPECIES,Animalia,Chordata,,Clupeiformes,Clupeidae,Herklotsichthys,,"Shads, Sardines, And Menhadens",
2413176,Hyperlophus vittatus,whitebait,SPECIES,Animalia,Chordata,,Clupeiformes,Clupeidae,Hyperlophus,,"Shads, Sardines, And Menhadens",
2414136,Thryssa baelama,Baelama Anchovy,SPECIES,Animalia,Chordata,,Clupeiformes,Engraulidae,Thryssa,,Anchovies,Thrissina baelama
2417963,Carcharhinus,gray sharks,GENUS,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,,Requiem Shark,
2417970,Carcharhinus limbatus,Blacktip Shark,SPECIES,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,gray sharks,Requiem Shark,
2417981,Carcharhinus melanopterus,Blacktip Reef Shark,SPECIES,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,gray sharks,Requiem Shark,
2418009,Carcharhinus plumbeus,Sandbar Shark,SPECIES,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,gray sharks,Requiem Shark,
2418052,Carcharhinus longimanus,Ocean Whitetip Shark,SPECIES,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,gray sharks,Requiem Shark,
2418234,Galeocerdo cuvier,Tiger Shark,SPECIES,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Galeocerdo,tiger shark,Requiem Shark,
2419231,Aetobatus narinari,Spotted Eagle Ray,SPECIES,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Aetobatus,bonnet rays,Eagle Ray,
2421520,Cornufer guppyi,Shortland Island Webbed Frog,SPECIES,Animalia,Chordata,Amphibia,Anura,Ceratobatrachidae,Cornufer,,,Rana guppyi
2432822,Dobsonia moluccensis,Moluccan Naked-backed Fruit Bat,SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,,Flying Foxes,
2432854,Pteropus,flying foxes,GENUS,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,,Flying Foxes,
2433377,Tachyglossus,short-nosed echidna,GENUS,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus,,ECHIDNAS,
2433384,Zaglossus,long-nosed echidna,GENUS,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus,,ECHIDNAS,
2435316,Echymipera,New Guinean spiny bandicoots,GENUS,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera,,bandicoots,
2435338,Microperoryctes,striped bandicoots,GENUS,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Microperoryctes,,bandicoots,
2435447,Phascogale,phascogale,GENUS,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Phascogale,,CARNIVOROUS MARSUPIALS,
2439229,Rattus praetor,Large Spiny Rat,SPECIES,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rat Spp.,Old World Mice And Rats,
2439244,Rattus exulans,Polynesian Rat,SPECIES,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rat Spp.,Old World Mice And Rats,
2439261,Rattus norvegicus,"brown rat, norway rat, common rat",SPECIES,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rat Spp.,Old World Mice And Rats,
2439262,Rattus tanezumi,Oriental House Rat,SPECIES,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rat Spp.,Old World Mice And Rats,
2439270,Rattus rattus,Black Rat,SPECIES,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rat Spp.,Old World Mice And Rats,
2440043,Petaurus breviceps,Sugar Glider,SPECIES,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus,wrist-winged glider,striped possums,
2440137,Dorcopsis,New Guinean forest wallabies,GENUS,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsis,,KANGAROOS AND WALLABIES,
2440159,Thylogale,pademelons,GENUS,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,,KANGAROOS AND WALLABIES,
2440169,Thylogale browni,New Guinea Pademelon,SPECIES,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Thylogale,pademelons,KANGAROOS AND WALLABIES,
2440202,Dorcopsulus,,GENUS,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dorcopsulus,,KANGAROOS AND WALLABIES,
2440205,Dendrolagus,tree kangaroos,GENUS,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,,KANGAROOS AND WALLABIES,
2440206,Dendrolagus matschiei,Huon Tree Kangaroo,SPECIES,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,tree kangaroos,KANGAROOS AND WALLABIES,
2440207,Dendrolagus scottae,Tenkile,SPECIES,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,tree kangaroos,KANGAROOS AND WALLABIES,
2440213,Dendrolagus dorianus,Doria's Tree Kangaroo,SPECIES,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,tree kangaroos,KANGAROOS AND WALLABIES,
2440217,Dendrolagus inustus,Grizzled Tree Kangaroo,SPECIES,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,tree kangaroos,KANGAROOS AND WALLABIES,
2440220,Dendrolagus pulcherrimus,Golden-mantled Tree Kangaroo,SPECIES,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,tree kangaroos,KANGAROOS AND WALLABIES,
2440222,Dendrolagus goodfellowi,Goodfellow's Tree Kangaroo,SPECIES,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Dendrolagus,tree kangaroos,KANGAROOS AND WALLABIES,
2440259,Phalanger orientalis,Northern Common Cuscus,SPECIES,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger,cuscuses,BRUSH-TAILED,
2441213,Sus,Boars And Warty Pigs,GENUS,Animalia,Chordata,Mammalia,Artiodactyla,Suidae,Sus,,Swines,
2441326,Crocodylus novaeguineae,New Guinea Crocodile,SPECIES,Animalia,Chordata,Crocodylia,Crocodylidae,Crocodylus,crocodile,Crocodiles,
2441333,Crocodylus porosus,Saltwater Crocodile,SPECIES,Animalia,Chordata,Crocodylia,Crocodylidae,Crocodylus,crocodile,Crocodiles,
2442225,Chelonia mydas,Green Turtle,SPECIES,Animalia,Chordata,Testudines,Cheloniidae,Chelonia,Green Sea Turtles,sea turtles,
2449552,Pseudechis papuanus,Papuan Blacksnake,SPECIES,Animalia,Chordata,Squamata,Elapidae,Pseudechis,,Cobras,
2449648,Acanthophis antarcticus,Common Death Adder,SPECIES,Animalia,Chordata,Squamata,Elapidae,Acanthophis,Death Adder,Cobras,
2462515,Tiliqua gigas,New Guinea Blue Tongue,SPECIES,Animalia,Chordata,Squamata,Scincidae,Tiliqua,,Skink,
2463387,Emoia cyanura,White-bellied Copper-striped Skink,SPECIES,Animalia,Chordata,Squamata,Scincidae,Emoia,Emoias,Skink,
2463481,Emoia sanfordi,Sanford's tree skink,SPECIES,Animalia,Chordata,Squamata,Scincidae,Emoia,Emoias,Skink,
2470752,Varanus indicus,Mangrove Monitor,SPECIES,Animalia,Chordata,Squamata,Varanidae,Varanus,Monitor Lizards,Monitor Lizards,
2472002,Dracaena,caiman lizard,GENUS,Animalia,Chordata,Squamata,Teiidae,Dracaena,,Whiptails,
2474416,Porphyrio porphyrio,Purple Swamphen,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,swamphens,"Rails, Crakes And Coots",
2474482,Rallina tricolor,Red-necked Crake,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallina,red-legged crakes,"Rails, Crakes And Coots",
2474523,Gallirallus pacificus,Tahiti Rail,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,,"Rails, Crakes And Coots",Rallus pacificus
2474535,Gallirallus australis,Weka,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,,"Rails, Crakes And Coots",
2474547,Gallirallus lafresnayanus,New Caledonian Rail,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,,"Rails, Crakes And Coots",
2474550,Gallirallus philippensis,buff-banded rail,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,,"Rails, Crakes And Coots",Rallus philippensis
2474607,Porzana tabuensis,spotless crake,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,Porzana Crakes,"Rails, Crakes And Coots",
2474612,Porzana cinerea,white-browed rail,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,Porzana Crakes,"Rails, Crakes And Coots",
2474681,Gymnocrex plumbeiventris,Bare-eyed Rail,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gymnocrex,rails,"Rails, Crakes And Coots",Eulabeornis plumbeiventris
2474738,Amaurornis olivacea,Philippine Bush-hen,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Waterhens,"Rails, Crakes And Coots",Amaurornis olivaceus
2475493,Alcedo,,GENUS,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,,Alcedinid Kingfishers,
2475532,Alcedo atthis,Common Kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,,Alcedinid Kingfishers,
2475567,Halcyon,Blue Kingfishers,GENUS,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,,Alcedinid Kingfishers,
2475639,Tanysiptera sylvia,Buff-breasted Paradise-kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Tanysiptera,,Alcedinid Kingfishers,
2475721,Todiramphus saurophagus,Beach Kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,,Alcedinid Kingfishers,Halcyon saurophaga
2475742,Todiramphus chloris,Collared Kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,,Alcedinid Kingfishers,Halcyon chloris
2475802,Todiramphus sanctus,Sacred Kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,,Alcedinid Kingfishers,Halcyon sancta
2475818,Ceyx,,GENUS,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,,Alcedinid Kingfishers,
2475908,Rhyticeros plicatus,Papuan Hornbill,SPECIES,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,,Hornbills,Aceros plicatus
2477185,Aerodramus vanikorensis,Uniform Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,
2477207,Aerodramus hirundinaceus,Mountain Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,Collocalia hirundinacea
2477238,Aerodramus whiteheadi,Whitehead's Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,Collocalia whiteheadi
2477244,Aerodramus leucophaeus,Polynesian Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,
2477247,Aerodramus sawtelli,Atiu Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,
2477248,Aerodramus spodiopygius,White-rumped Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,
2477292,Collocalia esculenta,Glossy Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Collocalia,,Swift,
2477444,Hemiprocne mystacea,Moustached Treeswift,SPECIES,Animalia,Chordata,Aves,Apodiformes,Hemiprocnidae,Hemiprocne,,Treeswifts,
2479238,Micropsitta,pygmy-parrots,GENUS,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Micropsitta,,New World And African Parrots,
2479251,Micropsitta bruijnii,Red-breasted Pygmy-parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Micropsitta,pygmy-parrots,New World And African Parrots,
2479260,Micropsitta finschii,Green Pygmy-parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Micropsitta,pygmy-parrots,New World And African Parrots,
2479295,Phigys solitarius,Collared Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Phigys,,New World And African Parrots,
2479354,Geoffroyus heteroclitus,Song Parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Geoffroyus,,New World And African Parrots,
2479381,Loriculus aurantiifrons,Orange-fronted Hanging-parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,,New World And African Parrots,
2479430,Lorius chlorocercus,Yellow-bibbed Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,lory,New World And African Parrots,
2479431,Lorius hypoinochrous,Purple-bellied Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,lory,New World And African Parrots,
2479484,Eos reticulata,Blue-streaked Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,,New World And African Parrots,
2479672,Trichoglossus rubiginosus,Pohnpei Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,lorikeets,New World And African Parrots,
2479686,Trichoglossus haematodus,Coconut Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,lorikeets,New World And African Parrots,
2479718,Chalcopsitta cardinalis,Cardinal Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,,New World And African Parrots,
2479736,Charmosyna,,GENUS,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,,New World And African Parrots,
2479752,Charmosyna palmarum,Palm Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,,New World And African Parrots,
2479769,Charmosyna margarethae,Duchess Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,,New World And African Parrots,
2479877,Cacatua ducorpsii,Solomons Corella,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,Cockatoos,New World And African Parrots,
2479881,Cacatua ophthalmica,Blue-eyed Cockatoo,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,Cockatoos,New World And African Parrots,
2479888,Cacatua galerita,Sulphur-crested Cockatoo,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,Cockatoos,New World And African Parrots,
2479941,Prosopeia tabuensis,Maroon Shining-parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,,New World And African Parrots,
2480015,Vini kuhlii,Rimatara Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,Vini Lories,New World And African Parrots,
2480016,Vini australis,Blue-crowned Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,Vini Lories,New World And African Parrots,
2480018,Vini peruviana,Blue Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,Vini Lories,New World And African Parrots,
