ID,name,name_eng,rank,kingdom,phylum,class,order,family,genus,genus_eng,family_eng,synonyms
2703912,Saccharum officinarum,Sugar Cane,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Saccharum,sugarcane,Grass,
2703935,Saccharum spontaneum,wild sugarcane,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Saccharum,sugarcane,Grass,
2705540,Paspalum,Paspalum,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,,Grass,
2705656,Paspalum conjugatum,Crab Grass,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paspalum,Paspalum,Grass,
2705751,Bambusa,Bamboo,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bambusa,,Grass,
2706020,Miscanthus,silvergrass,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Miscanthus,,Grass,
2706022,Miscanthus floridulus,miscanthus,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Miscanthus,silvergrass,Grass,Miscanthus japonicus; Saccharum floridulum
2706301,Coix lacryma-jobi,Job's-tears,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Coix,Job's Tears,Grass,
2713559,Cyperus laevigatus,Smooth Flatsedge,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Flatsedges,sedge family,
2716850,Eleocharis geniculata,Spike Rush,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Spikerushes,sedge family,
2732232,Drymophloeus,,GENUS,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Drymophloeus,,Mangrove Palm,
2733775,Metroxylon,metroxylon,GENUS,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Metroxylon,,Mangrove Palm,
2733776,Metroxylon warburgii,,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Metroxylon,metroxylon,Mangrove Palm,
2733778,Metroxylon salomonense,ivory-nut palm,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Metroxylon,metroxylon,Mangrove Palm,Metroxylon bougainvillense
2733781,Metroxylon sagu,sago palm,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Metroxylon,metroxylon,Mangrove Palm,Metroxylon oxybracteatum; Metroxylon rumphii
2733809,Metroxylon vitiense,Fiji Sago Palm,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Metroxylon,metroxylon,Mangrove Palm,Sagus vitiensis
2733813,Metroxylon amicarum,Caroline Ivory Nut,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Metroxylon,metroxylon,Mangrove Palm,
2733819,Metroxylon paulcoxii,,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Metroxylon,metroxylon,Mangrove Palm,
2735117,Cocos nucifera,Coconut,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Cocos,coconut palm,Mangrove Palm,
2736328,Licuala ramsayi,,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,,Mangrove Palm,
2736393,Licuala lauterbachii,,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,,Mangrove Palm,
2736413,Licuala rumphii,,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Licuala,,Mangrove Palm,
2736531,Areca catechu,Betel Nut Palm,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Areca,areca palm,Mangrove Palm,
2738422,Nypa fruticans,Nypa Palm,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Nypa,,Mangrove Palm,
2738528,Hydriastele macrospadix,,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Hydriastele,,Mangrove Palm,Gulubia macrospadix
2738880,Caryota,fishtail palm,GENUS,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Caryota,,Mangrove Palm,
2738893,Caryota rumphiana,fishtail palm,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Caryota,fishtail palm,Mangrove Palm,
2738902,Caryota mitis,tufted fishtail palm,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Caryota,fishtail palm,Mangrove Palm,
2738920,Caryota cumingii,,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Caryota,fishtail palm,Mangrove Palm,
2754367,Dioscorea,Cinnamon Vine,GENUS,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,,True Yams,
2754423,Dioscorea pentaphylla,fiveleaf yam,SPECIES,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Cinnamon Vine,True Yams,
2754476,Dioscorea alata,Yams,SPECIES,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Cinnamon Vine,True Yams,
2754680,Dioscorea glabra,,SPECIES,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Cinnamon Vine,True Yams,Dioscorea nummularia
2755195,Dioscorea esculenta,lesser yam,SPECIES,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Cinnamon Vine,True Yams,
2755784,Dioscorea hispida,intoxicating yam,SPECIES,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Cinnamon Vine,True Yams,
2755866,Tacca leontopetaloides,Arrowroot,SPECIES,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Tacca,tacca,True Yams,
2756693,Zingiber,ginger,GENUS,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Zingiber,,Ginger Family,
2757108,Zingiber zerumbet,Shampoo Ginger,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Zingiber,ginger,Ginger Family,
2757280,Zingiber officinale,Ginger,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Zingiber,ginger,Ginger Family,
2757624,Curcuma longa,Turmeric,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Curcuma,hidden-lily,Ginger Family,Curcuma domestica
2759722,Hornstedtia scottiana,,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Hornstedtia,,Ginger Family,Hornstedtia lycostoma
2760545,Heliconia,heliconia,GENUS,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,,,
2760563,Heliconia indica,,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,heliconia,,
2760869,Heliconia solomonensis,,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,heliconia,,
2760990,Musa,banana,GENUS,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,,Banana,
2762680,Musa acuminata,Wild Banana,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,banana,Banana,
2762752,Musa paradisiaca,plantain banana,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,banana,Banana,Musa sapientum
2762931,Musa schizocarpa,,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,banana,Banana,
2762936,Musa troglodytarum,fe'i banana,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,banana,Banana,Musa fehi
2762950,Musa balbisiana,Plantain,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Musa,banana,Banana,
2763038,Ensete glaucum,Snow Banana,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Musaceae,Ensete,ensete,Banana,
2766278,Cordyline fruticosa,tree-of-kings,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Cordyline,cordyline,Agave And Allies,Cordyline terminalis; Taetsia fruticosa
2781147,Geitonoplesium cymosum,,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Geitonoplesium,,Asphodel Family,
2853796,Crinum asiaticum,poisonbulb,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Crinum,swamplily,"Amaryllis, Onions, And Allies",
2866112,Enhalus,,GENUS,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Enhalus,,Frog-bit Family,
2868272,Epipremnum pinnatum,variegated-philodendron,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Epipremnum,tongavine,Aroids,
2871533,Amorphophallus paeoniifolius,whitespot giant arum,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Amorphophallus,amorphophallus,Aroids,Amorphophallus campanulatus
2871919,Cyrtosperma merkusii,giant swamp-taro,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Cyrtosperma,,Aroids,Cyrtosperma chamissonis; Cyrtosperma edule
2874211,Passiflora foetida,Passionflower,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,passionflower,Passion Flower Family,Passiflora foetida
2874484,Carica papaya,Papaya,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Caricaceae,Carica,papaya,papayas,
2874524,Benincasa hispida,winter-melon,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Benincasa,,Gourd Family,
2874569,Cucumis sativus,Cucumber,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,melon,Gourd Family,
2874672,Lagenaria siceraria,White-flowered Gourd,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Lagenaria,bottle gourd,Gourd Family,Cucurbita lagenaria; Cucurbita siceraria; Lagenaria leucantha
2885024,Manilkara,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Manilkara,,Sapodillas,
2885035,Manilkara hoshinoi,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Manilkara,,Sapodillas,
2885106,Manilkara vitiensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Manilkara,,Sapodillas,
2886411,Palaquium,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Palaquium,,Sapodillas,
2886482,Palaquium fidjiense,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Palaquium,,Sapodillas,
2886560,Palaquium stehlinii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Palaquium,,Sapodillas,
2887290,Burckella,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Burckella,,Sapodillas,
2887291,Burckella sorei,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Burckella,,Sapodillas,
2887300,Burckella richii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Burckella,,Sapodillas,
2887307,Burckella obovata,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Burckella,,Sapodillas,Bassia erskineana; Illipe hollrungii; Payena mentzelii
2889811,Ximenia americana,yellow-plum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Santalales,Ximeniaceae,Ximenia,,,
2891925,Casuarina,she-oak,GENUS,Plantae,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,Casuarina,,Beef Wood,
2891930,Casuarina equisetifolia,Casuarine,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Casuarinaceae,Casuarina,she-oak,Beef Wood,
2905224,Ixora,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Ixora,,bedstraw family,
2919489,Neonauclea forsteri,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Neonauclea,,bedstraw family,Nauclea forsteri
2925157,Ixora foetida,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Ixora,,bedstraw family,Wikstroemia foetida
2925344,Premna,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Premna,,Mint Family,
2925398,Avicennia,mangrove,GENUS,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Avicennia,,Acanthus Family,
2925403,Avicennia marina,Grey Mangrove,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Avicennia,mangrove,Acanthus Family,
2925558,Vitex rotundifolia,roundleaf chastetree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,chastetree,Mint Family,
2925561,Vitex trifolia,simpleleaf chastetree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,chastetree,Mint Family,
2925564,Vitex negundo,Five Leaved Chaste,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Vitex,chastetree,Mint Family,
2928386,Convolvulus,field bindweed,GENUS,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,,bindweed family,
2928509,Ipomoea,morning glory,GENUS,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,,bindweed family,
2928516,Ipomoea violacea,Sea Moonflower,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,morning glory,bindweed family,Calonyction grandiflorum; Convolvulus tuba; Ipomoea macrantha; Ipomoea tuba
2928551,Ipomoea batatas,Sweet Potato,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,morning glory,bindweed family,
2928631,Ipomoea alba,Lilac Bell,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,morning glory,bindweed family,
2928907,Physalis,Groundcherries,GENUS,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,,nightshade family,
2944683,Psophocarpus tetragonolobus,winged-bean,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Psophocarpus,,Legume Family,
2946798,Dendrolobium umbellatum,horsebush,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dendrolobium,,Legume Family,
2947465,Derris,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Derris,,Legume Family,
2951381,Mucuna gigantea,velvet-bean,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mucuna,mucuna,Legume Family,
2951846,Adenanthera pavonina,Red Sandalwood,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Adenanthera,beadtree,Legume Family,Adenanthera gersenii; Adenanthera polita
2951851,Adenanthera microsperma,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Adenanthera,beadtree,Legume Family,Corallaria parvifolia
2952236,Lablab purpureus,Lablab-bean,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lablab,hyacinth-bean,Legume Family,
2962021,Canavalia rosea,Bay Bean,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Canavalia,jackbean,Legume Family,
2962106,Canavalia sericea,Silky Jackbean,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Canavalia,jackbean,Legume Family,
2963211,Intsia bijuga,Moluccan Ironwood,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Intsia,,Legume Family,Intsia amboinensis
2965911,Pongamia pinnata,"Indian beech, Pongam oiltree",SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pongamia,,Legume Family,
2969284,Mimosa pudica,shameplant,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Mimosa,sensitive plant,Legume Family,
2970418,Leucaena leucocephala,Mimosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Leucaena,leadtree,Legume Family,
2972897,Albizia,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,,Legume Family,
2972960,Samanea saman,raintree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Samanea,raintree,Legume Family,Albizia saman
2974683,Pachyrhizus erosus,yam-bean,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pachyrhizus,,Legume Family,Pachyrrhizus trilobus
2976244,Entada phaseoloides,matchbox-bean,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Entada,callingcard vine,Legume Family,
2977636,Pueraria montana,kudzu,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pueraria,kudzu,Legume Family,Dolichos hirsutus; Dolichos lobatus; Pueraria lobata; Pueraria montanus; Pueraria thunbergiana; Pueraria triloba
2984461,Laportea,Wood Nettles,GENUS,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Laportea,,nettle family,
2984469,Laportea interrupta,Hawaiian wood-nettle,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Laportea,Wood Nettles,nettle family,
2984507,Trema cannabina,poisonbush,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Trema,,Hemp Family,
2984508,Trema orientale,Poison Peach,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Trema,,Hemp Family,Trema orientalis; Trema scaberrima
2984573,Artocarpus altilis,Breadfruit Tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Artocarpus,breadfruit,Fig Family,Artocarpus camansi; Artocarpus communis; Artocarpus incisus; Artocarpus mariannensis
2984588,Ficus,fig,GENUS,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,,Fig Family,
2984717,Maranthes corymbosa,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Maranthes,,,
2984937,Parinari,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Parinari,,,
2984938,Parinari insularum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Parinari,,,
2984987,Parinari papuana,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Chrysobalanaceae,Parinari,,,Parinari salomonensis
2986073,Suriana maritima,tassel plant,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Surianaceae,Suriana,,,
3011993,Cryptocarya,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,,Laurel Family,
3020559,Prunus,Cherry,GENUS,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,rose family,
3029010,Syzygium,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,,Myrtle Family,
3030169,Diospyros,persimmons,GENUS,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,,Ebony,
3032960,Diospyros ferrea,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,persimmons,Ebony,
3032979,Diospyros ebenum,Indian Ebony,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,persimmons,Ebony,
3032994,Diospyros maritima,sea ebony,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,persimmons,Ebony,
3033976,Litsea,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Litsea,,Laurel Family,
3033980,Cinnamomum,cinnamon,GENUS,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,,Laurel Family,
3035574,Polyscias,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Polyscias,,Ginseng Family,
3035652,Polyscias fruticosa,teatree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Polyscias,,Ginseng Family,Nothopanax fruticosum; Panax fruticosum
3035673,Polyscias macgillivrayi,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Polyscias,,Ginseng Family,
3035778,Polyscias scutellaria,shield aralia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Polyscias,,Ginseng Family,Crassula scutellaria; Nothopanax scutellarium
3035882,Polyscias verticillata,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Polyscias,,Ginseng Family,
3036415,Meryta sinclairii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Meryta,,Ginseng Family,
3036435,Meryta neoebudica,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Meryta,,Ginseng Family,
3039493,Alphitonia,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Alphitonia,,buckthorn family,
3039494,Alphitonia excelsa,whiteleaf,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Alphitonia,,buckthorn family,
3053215,Rorippa hybosperma,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa,Yellowcresses,Mustard Family,Nasturtium hybospermum
3054790,Pimelodendron amboinicum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Pimelodendron,,spurge family,
3055964,Acalypha,Three-seeded Mercuries,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,,spurge family,
3056240,Acalypha longispica,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Three-seeded Mercuries,spurge family,
3056375,Acalypha hispida,red-hot-cattail,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Three-seeded Mercuries,spurge family,
3056491,Acalypha repanda,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Three-seeded Mercuries,spurge family,
3056746,Acalypha insulana,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Three-seeded Mercuries,spurge family,
3056864,Acalypha grandis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Three-seeded Mercuries,spurge family,
3057069,Acalypha caturus,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Three-seeded Mercuries,spurge family,
3057201,Acalypha amentacea,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Three-seeded Mercuries,spurge family,
3057221,Acalypha wilkesiana,match-me-if-you-can,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Acalypha,Three-seeded Mercuries,spurge family,
3060998,Manihot esculenta,Sweet Cassava,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,cassava,spurge family,
3062219,Omphalea papuana,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Omphalea,,spurge family,Omphalea gageana
3063626,Endospermum,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Endospermum,,spurge family,
3063627,Endospermum macrophyllum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Endospermum,,spurge family,
3063648,Endospermum medullosum,Whitewood,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Endospermum,,spurge family,
3063652,Endospermum moluccanum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Endospermum,,spurge family,Endospermum formicarum
3071476,Codiaeum variegatum,garden croton,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Codiaeum,croton,spurge family,
3071702,Excoecaria agallocha,scrub poisontree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Excoecaria,,spurge family,
3073879,Macaranga,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Macaranga,,spurge family,
3074026,Macaranga aleuritoides,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Macaranga,,spurge family,
3074089,Macaranga quadriglandulosa,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Macaranga,,spurge family,
3074216,Macaranga grandifolia,coraltree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Macaranga,,spurge family,
3074251,Macaranga tanarius,parasol-leaf-tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Macaranga,,spurge family,
3074322,Macaranga dioica,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Macaranga,,spurge family,Macaranga urophylla
3074523,Macaranga involucrata,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Macaranga,,spurge family,
3075453,Mangifera,mango,GENUS,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,,Sumac Family,
3076079,Putranjiva roxburghii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Putranjivaceae,Putranjiva,,,Putranjiva roxburgii
3080069,Glochidion,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Glochidion,,leaf flower family,
3080180,Glochidion stipulare,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Glochidion,,leaf flower family,
3080198,Glochidion angulatum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Glochidion,,leaf flower family,
3080502,Glochidion philippicum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Glochidion,,leaf flower family,
3080562,Glochidion zeylanicum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Glochidion,,leaf flower family,Glochidion perakense
3080873,Glochidion gimi,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Glochidion,,leaf flower family,
3082139,Baccaurea seemannii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Baccaurea,,leaf flower family,
3082715,Barringtonia,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,
3082716,Barringtonia procera,cutnut,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,Barringtonia guppyana; Barringtonia magnifica; Barringtonia schuchardtiana
3082727,Barringtonia racemosa,powderpuff-tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Barringtonia,,Brazil-Nut,
