ID,GBIF_ID,name,name_eng,rank,kingdom,phylum,class,order,family,genus,genus_eng,family_eng,synonyms,sections
2474535,2474535,Gallirallus australis,Weka,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,,"Rails, Crakes And Coots",,[]
2474547,2474547,Gallirallus lafresnayanus,New Caledonian Rail,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,,"Rails, Crakes And Coots",,[]
2474550,2474550,Gallirallus philippensis,buff-banded rail,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallirallus,,"Rails, Crakes And Coots",Rallus philippensis,"[[""4-6"", ""s-5-7""]]"
2474607,2474607,Porzana tabuensis,spotless crake,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,Porzana Crakes,"Rails, Crakes And Coots",,"[[""4-6"", ""s-5-7""]]"
2474612,2474612,Porzana cinerea,white-browed rail,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porzana,Porzana Crakes,"Rails, Crakes And Coots",,"[[""4-6"", ""s-5-7""]]"
2474681,2474681,Gymnocrex plumbeiventris,Bare-eyed Rail,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gymnocrex,rails,"Rails, Crakes And Coots",Eulabeornis plumbeiventris,"[[""4-6"", ""s-5-7""]]"
2474738,2474738,Amaurornis olivacea,Philippine Bush-hen,SPECIES,Animalia,Chordata,Aves,Gruiformes,Rallidae,Amaurornis,Waterhens,"Rails, Crakes And Coots",Amaurornis olivaceus,"[[""4-6"", ""s-5-7""]]"
2475493,2475493,Alcedo,,GENUS,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,,Alcedinid Kingfishers,,[]
2475532,2475532,Alcedo atthis,Common Kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,,Alcedinid Kingfishers,,[]
2475567,2475567,Halcyon,Blue Kingfishers,GENUS,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Halcyon,,Alcedinid Kingfishers,,"[[""4-6"", ""s-5-13""]]"
2475639,2475639,Tanysiptera sylvia,Buff-breasted Paradise-kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Tanysiptera,,Alcedinid Kingfishers,,"[[""4-6"", ""s-5-13""]]"
2475721,2475721,Todiramphus saurophagus,Beach Kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,,Alcedinid Kingfishers,Halcyon saurophaga,"[[""4-6"", ""s-5-13""]]"
2475742,2475742,Todiramphus chloris,Collared Kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,,Alcedinid Kingfishers,Halcyon chloris,"[[""4-6"", ""s-5-13""]]"
2475802,2475802,Todiramphus sanctus,Sacred Kingfisher,SPECIES,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Todiramphus,,Alcedinid Kingfishers,Halcyon sancta,"[[""4-6"", ""s-5-13""]]"
2475818,2475818,Ceyx,,GENUS,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Ceyx,,Alcedinid Kingfishers,,[]
2475908,2475908,Rhyticeros plicatus,Papuan Hornbill,SPECIES,Animalia,Chordata,Aves,Bucerotiformes,Bucerotidae,Rhyticeros,,Hornbills,Aceros plicatus,"[[""4-6"", ""s-5-15""]]"
2477185,2477185,Aerodramus vanikorensis,Uniform Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,,"[[""4-6"", ""s-5-12""]]"
2477207,2477207,Aerodramus hirundinaceus,Mountain Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,Collocalia hirundinacea,"[[""4-6"", ""s-3""]]"
2477238,2477238,Aerodramus whiteheadi,Whitehead's Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,Collocalia whiteheadi,"[[""4-6"", ""s-3""]]"
2477244,2477244,Aerodramus leucophaeus,Polynesian Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,,[]
2477247,2477247,Aerodramus sawtelli,Atiu Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,,[]
2477248,2477248,Aerodramus spodiopygius,White-rumped Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Aerodramus,Edible-nest Swiftlets,Swift,,"[[""4-6"", ""s-5-12""]]"
2477292,2477292,Collocalia esculenta,Glossy Swiftlet,SPECIES,Animalia,Chordata,Aves,Apodiformes,Apodidae,Collocalia,,Swift,,"[[""4-6"", ""s-3""], [""4-6"", ""s-5-12""]]"
2477444,2477444,Hemiprocne mystacea,Moustached Treeswift,SPECIES,Animalia,Chordata,Aves,Apodiformes,Hemiprocnidae,Hemiprocne,,Treeswifts,,"[[""4-6"", ""s-5-12""]]"
2479238,2479238,Micropsitta,pygmy-parrots,GENUS,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Micropsitta,,New World And African Parrots,,"[[""4-6"", ""s-5-9""]]"
2479251,2479251,Micropsitta bruijnii,Red-breasted Pygmy-parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Micropsitta,pygmy-parrots,New World And African Parrots,,[]
2479260,2479260,Micropsitta finschii,Green Pygmy-parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Micropsitta,pygmy-parrots,New World And African Parrots,,[]
2479295,2479295,Phigys solitarius,Collared Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Phigys,,New World And African Parrots,,"[[""4-6"", ""s-5-9-5""]]"
2479354,2479354,Geoffroyus heteroclitus,Song Parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Geoffroyus,,New World And African Parrots,,"[[""4-6"", ""s-5-9""]]"
2479381,2479381,Loriculus aurantiifrons,Orange-fronted Hanging-parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,,New World And African Parrots,,"[[""4-6"", ""s-5-9""]]"
2479430,2479430,Lorius chlorocercus,Yellow-bibbed Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,lory,New World And African Parrots,,[]
2479431,2479431,Lorius hypoinochrous,Purple-bellied Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,lory,New World And African Parrots,,"[[""4-6"", ""s-5-9""]]"
2479484,2479484,Eos reticulata,Blue-streaked Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,,New World And African Parrots,,[]
2479672,2479672,Trichoglossus rubiginosus,Pohnpei Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,lorikeets,New World And African Parrots,,[]
2479686,2479686,Trichoglossus haematodus,Coconut Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,lorikeets,New World And African Parrots,,"[[""4-6"", ""s-5-9""]]"
2479718,2479718,Chalcopsitta cardinalis,Cardinal Lory,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,,New World And African Parrots,,"[[""4-6"", ""s-5-9""]]"
2479736,2479736,Charmosyna,,GENUS,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,,New World And African Parrots,,"[[""4-6"", ""s-5-9-4""]]"
2479752,2479752,Charmosyna palmarum,Palm Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,,New World And African Parrots,,[]
2479769,2479769,Charmosyna margarethae,Duchess Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,,New World And African Parrots,,[]
2479877,2479877,Cacatua ducorpsii,Solomons Corella,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,Cockatoos,New World And African Parrots,,[]
2479881,2479881,Cacatua ophthalmica,Blue-eyed Cockatoo,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,Cockatoos,New World And African Parrots,,"[[""4-6"", ""s-5-9""]]"
2479888,2479888,Cacatua galerita,Sulphur-crested Cockatoo,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,Cockatoos,New World And African Parrots,,[]
2479941,2479941,Prosopeia tabuensis,Maroon Shining-parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,,New World And African Parrots,,[]
2480015,2480015,Vini kuhlii,Rimatara Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,Vini Lories,New World And African Parrots,,[]
2480016,2480016,Vini australis,Blue-crowned Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,Vini Lories,New World And African Parrots,,[]
2480018,2480018,Vini peruviana,Blue Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,Vini Lories,New World And African Parrots,,[]
2480070,2480070,Neopsittacus pullicauda,Orange-billed Lorikeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neopsittacus,,New World And African Parrots,,[]
2480075,2480075,Eclectus roratus,Eclectus Parrot,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,Eclectus Parrots,New World And African Parrots,,"[[""4-6"", ""s-5-9""], [""4-6"", ""s-5-9-2""]]"
2480144,2480144,Eunymphicus cornutus,Horned Parakeet,SPECIES,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eunymphicus,,New World And African Parrots,Psittacus cornutus,[]
2480186,2480186,Fregata ariel,Lesser Frigatebird,SPECIES,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,Frigatebirds,Frigatebirds,,"[[""4-6"", ""s-7-4""]]"
2480187,2480187,Fregata minor,Great Frigatebird,SPECIES,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,Frigatebirds,Frigatebirds,,"[[""4-6"", ""s-7-4""]]"
2480297,2480297,Charadrius leschenaultii,Greater Sand Plover,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,Typical Plovers,Plovers And Lapwings,,[]
2480331,2480331,Pluvialis fulva,Pacific Golden Plover,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Golden Plovers And Black-bellied Plover,Plovers And Lapwings,,"[[""4-6"", ""s-7-5""]]"
2480436,2480436,Haliastur,,GENUS,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliastur,,"Hawks, Eagles, And Kites",,"[[""4-6"", ""s-5-4-1""]]"
2480437,2480437,Haliastur indus,Brahminy Kite,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliastur,,"Hawks, Eagles, And Kites",,"[[""4-6"", ""s-5-4""]]"
2480444,2480444,Haliaeetus,Sea-eagles And Fish-eagles,GENUS,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,,"Hawks, Eagles, And Kites",,"[[""4-6"", ""s-5-4-1""]]"
2480455,2480455,Haliaeetus leucogaster,White-bellied Sea-eagle,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Sea-eagles And Fish-eagles,"Hawks, Eagles, And Kites",,"[[""4-6"", ""s-5-4""], [""4-6"", ""s-5-4-1""]]"
2480456,2480456,Haliaeetus sanfordi,Sanford's Sea-eagle,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Sea-eagles And Fish-eagles,"Hawks, Eagles, And Kites",,"[[""4-6"", ""s-5-4-1""]]"
2480465,2480465,Henicopernis infuscatus,Black Honey Buzzard,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Henicopernis,,"Hawks, Eagles, And Kites",Henicopernis infuscata,"[[""4-6"", ""s-5-4""]]"
2480617,2480617,Accipiter albogularis,Pied Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",,[]
2480618,2480618,Accipiter imitator,Imitator Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",,[]
2480622,2480622,Accipiter haplochrous,White-bellied Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",,[]
2480626,2480626,Accipiter fasciatus,Brown Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",,"[[""4-6"", ""s-3""]]"
2480629,2480629,Accipiter novaehollandiae,Grey Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",,[]
2480634,2480634,Accipiter melanochlamys,Black-mantled Goshawk,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiters,"Hawks, Eagles, And Kites",,"[[""4-6"", ""s-3""]]"
2480707,2480707,Aviceda subcristata,Pacific Baza,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aviceda,,"Hawks, Eagles, And Kites",,"[[""4-6"", ""s-5-4""]]"
2480725,2480725,Pandion,osprey,GENUS,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,,Osprey,,"[[""4-6"", ""s-5-4-1""]]"
2480726,2480726,Pandion haliaetus,Osprey,SPECIES,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,osprey,Osprey,,"[[""4-6"", ""s-5-4""]]"
2480824,2480824,Butorides striata,Green-backed Heron,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,Green-backed Herons,"Herons, Egrets, And Bitterns",Butorides striatus,"[[""4-6"", ""s-5-2""]]"
2480843,2480843,Ixobrychus,Small Bitterns,GENUS,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,,"Herons, Egrets, And Bitterns",,"[[""4-6"", ""s-5-2""]]"
2480850,2480850,Ixobrychus minutus,Common Little Bittern,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ixobrychus,Small Bitterns,"Herons, Egrets, And Bitterns",,[]
2480856,2480856,Nycticorax,night heron,GENUS,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,,"Herons, Egrets, And Bitterns",,[]
2480857,2480857,Nycticorax caledonicus,Nankeen Night Heron,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,night heron,"Herons, Egrets, And Bitterns",,"[[""4-6"", ""s-5-2""]]"
2480863,2480863,Nycticorax nycticorax,Black-crowned Night Heron,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,night heron,"Herons, Egrets, And Bitterns",,[]
2480871,2480871,Dupetor flavicollis,Black Bittern,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Dupetor,,"Herons, Egrets, And Bitterns",Ixobrychus flavicollis,[]
2480872,2480872,Egretta,Typical Egrets,GENUS,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,,"Herons, Egrets, And Bitterns",,"[[""4-6"", ""s-5-2""]]"
2480880,2480880,Egretta intermedia,yellow-billed egret,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Typical Egrets,"Herons, Egrets, And Bitterns",,[]
2480899,2480899,Egretta sacra,Pacific Reef-egret,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Typical Egrets,"Herons, Egrets, And Bitterns",,"[[""4-6"", ""s-5-2""]]"
2480912,2480912,Botaurus poiciloptilus,Australasian Bittern,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,Large Bitterns,"Herons, Egrets, And Bitterns",,[]
2480967,2480967,Sula dactylatra,Masked Booby,SPECIES,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,Typical Boobies,Boobies And Gannets,,"[[""4-6"", ""s-7-3""]]"
2480972,2480972,Sula sula,Red-footed Booby,SPECIES,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,Typical Boobies,Boobies And Gannets,,"[[""4-6"", ""s-7-3""]]"
2480975,2480975,Sula leucogaster,Brown Booby,SPECIES,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,Typical Boobies,Boobies And Gannets,,"[[""4-6"", ""s-7-3""]]"
2481003,2481003,Falco novaeseelandiae,New Zealand Falcon,SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Typical Falcons,Falcons,,[]
2481047,2481047,Falco peregrinus,Peregrine,SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Typical Falcons,Falcons,,"[[""4-6"", ""s-5-4""]]"
2481060,2481060,Falco severus,Oriental Hobby,SPECIES,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,Typical Falcons,Falcons,,"[[""4-6"", ""s-5-4""]]"
2481213,2481213,Gygis alba,Atlantic White Tern,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Laridae,Gygis,White Terns,"Gulls, Terns, And Skimmers",,"[[""4-6"", ""s-7-6""]]"
2481227,2481227,Sterna,Tern Species,GENUS,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,,"Gulls, Terns, And Skimmers",,[]
2481360,2481360,Phaethon,Tropicbirds,GENUS,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,,Tropic Birds,,"[[""4-6"", ""s-7-2""]]"
2481361,2481361,Phaethon rubricauda,Red-tailed Tropicbird,SPECIES,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,Tropicbirds,Tropic Birds,,"[[""4-6"", ""s-7-2""]]"
2481364,2481364,Phaethon lepturus,White-tailed Tropicbird,SPECIES,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,Tropicbirds,Tropic Birds,,"[[""4-6"", ""s-7-2""]]"
2481499,2481499,Procellaria parkinsoni,Black Petrel,SPECIES,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Procellaria,petrel,"Petrels, Shearwaters",,[]
2481506,2481506,Pseudobulweria rostrata,Tahiti Petrel,SPECIES,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pseudobulweria,,"Petrels, Shearwaters",,[]
2481515,2481515,Macronectes giganteus,Southern Giant Petrel,SPECIES,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Macronectes,giant petrel,"Petrels, Shearwaters",,[]
2481681,2481681,Limosa lapponica,Bar-tailed Godwit,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,godwits,Sandpipers And Allies,,"[[""4-6"", ""s-7-5""]]"
2481748,2481748,Calidris alba,Sanderling,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,Calidris Sandpipers,Sandpipers And Allies,,[]
2481776,2481776,Arenaria interpres,Ruddy Turnstone,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,Turnstones,Sandpipers And Allies,,"[[""4-6"", ""s-7-5""]]"
2481781,2481781,Numenius,curlews,GENUS,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,,Sandpipers And Allies,,[]
2481784,2481784,Numenius phaeopus,Eurasian Whimbrel,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,curlews,Sandpipers And Allies,,"[[""4-6"", ""s-7-5""]]"
2481790,2481790,Numenius tahitiensis,Bristle-thighed Curlew,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,curlews,Sandpipers And Allies,,[]
2482054,2482054,Podiceps cristatus,Great Crested Grebe,SPECIES,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Typical Grebes,grebes,,[]
2482091,2482091,Esacus magnirostris,Beach Thick-knee,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Burhinidae,Esacus,,Stone-curlews,Burhinus neglectus,[]
2482139,2482139,Megapodius layardi,Vanuatu Scrubfowl,SPECIES,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Megapodius,scrubfowl,Megapodes,,[]
2482140,2482140,Megapodius pritchardii,Tongan Scrubfowl,SPECIES,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Megapodius,scrubfowl,Megapodes,,[]
2482143,2482143,Megapodius eremita,Melanesian Scrubfowl,SPECIES,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Megapodius,scrubfowl,Megapodes,,"[[""4-6"", ""s-5-5""]]"
2482147,2482147,Megapodius freycinet,Dusky Scrubfowl,SPECIES,Animalia,Chordata,Aves,Galliformes,Megapodiidae,Megapodius,scrubfowl,Megapodes,,[]
2482359,2482359,Coracina,Cuckoo-Shrikes,GENUS,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,,Cuckoo-Shrikes,,"[[""4-6"", ""s-6-1""]]"
2482475,2482475,Corvus moneduloides,New Caledonian Crow,SPECIES,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Crows And Ravens,"Crows, Jays, And Magpies",,[]
2482491,2482491,Corvus orru,Torresian Crow,SPECIES,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,Crows And Ravens,"Crows, Jays, And Magpies",,"[[""4-6"", ""s-6-9""]]"
2484498,2484498,Heteralocha acutirostris,Huia,SPECIES,Animalia,Chordata,Aves,Passeriformes,Callaeatidae,Heteralocha,,Wattled Crows,,[]
2484717,2484717,Dicaeum aeneum,Midget Flowerpecker,SPECIES,Animalia,Chordata,Aves,Passeriformes,Dicaeidae,Dicaeum,,flowerpeckers,,[]
2486630,2486630,Clytorhynchus vitiensis,Fiji Shrikebill,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Clytorhynchus,Shrikebills,Monarchs,,[]
2486632,2486632,Clytorhynchus hamlini,Rennell Shrikebill,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Clytorhynchus,Shrikebills,Monarchs,,[]
2486633,2486633,Myiagra,Flycatchers,GENUS,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,,Monarchs,,[]
2486640,2486640,Myiagra oceanica,Chuuk Flycatcher,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Flycatchers,Monarchs,,[]
2486643,2486643,Myiagra caledonica,Melanesian Flycatcher,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Flycatchers,Monarchs,,[]
2486644,2486644,Myiagra ferrocyanea,Steel-blue Flycatcher,SPECIES,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Myiagra,Flycatchers,Monarchs,,[]
2486700,2486700,Monarcha,Monarchs,GENUS,Animalia,Chordata,Aves,Passeriformes,Monarchidae,Monarcha,,Monarchs,,[]
2486752,2486752,Coracina lineata,Barred Cuckooshrike,SPECIES,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,Cuckoo-Shrikes,Cuckoo-Shrikes,,"[[""4-6"", ""s-5-14""]]"
2486756,2486756,Coracina caledonica,South Melanesian Cuckooshrike,SPECIES,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,Cuckoo-Shrikes,Cuckoo-Shrikes,,[]
2486768,2486768,Coracina tenuirostris,Common Cicadabird,SPECIES,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,Cuckoo-Shrikes,Cuckoo-Shrikes,,[]
2486777,2486777,Coracina papuensis,White-bellied Cuckooshrike,SPECIES,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Coracina,Cuckoo-Shrikes,Cuckoo-Shrikes,,[]
2486798,2486798,Lalage,,GENUS,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Lalage,,Cuckoo-Shrikes,,"[[""4-6"", ""s-6-1""]]"
2487067,2487067,Philemon cockerelli,New Britain Friarbird,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Philemon,,Honeyeaters,,"[[""4-6"", ""s-6-6""]]"
2487134,2487134,Glycifohia undulata,New Caledonian Honeyeater,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Glycifohia,,Honeyeaters,Phylidonyris undulata,[]
2487136,2487136,Glycifohia notabilis,White-bellied Honeyeater,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Glycifohia,,Honeyeaters,Phylidonyris notabilis,[]
2487206,2487206,Foulehaio carunculatus,Polynesian Wattled Honeyeater,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Foulehaio,Wattled Honeyeaters,Honeyeaters,Foulehaio carunculata,[]
2487238,2487238,Myzomela jugularis,Sulphur-breasted Myzomela,SPECIES,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,Myzomela,Cardinal Honeyeaters,Honeyeaters,,[]
2487488,2487488,Daphoenositta miranda,Black Sittella,SPECIES,Animalia,Chordata,Aves,Passeriformes,Neosittidae,Daphoenositta,,Sittellas,,"[[""4-6"", ""s-3""]]"
2489013,2489013,Mino dumontii,Yellow-faced Myna,SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Mino,,Starling,,"[[""4-6"", ""s-6-7""]]"
2489019,2489019,Aplonis,,GENUS,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Aplonis,,Starling,,[]
2489023,2489023,Aplonis tabuensis,Polynesian Starling,SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Aplonis,,Starling,,[]
2489042,2489042,Aplonis metallica,Metallic Starling,SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Aplonis,,Starling,,"[[""4-6"", ""s-6-7""]]"
2489323,2489323,Petroica australis,South Island Robin,SPECIES,Animalia,Chordata,Aves,Passeriformes,Petroicidae,Petroica,,Australasian Robins,,[]
2489409,2489409,Zosterops novaeguineae,New Guinea White-eye,SPECIES,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,white-eye,White-Eyes,,"[[""4-6"", ""s-3""]]"
2489413,2489413,Zosterops meeki,Tagula White-eye,SPECIES,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,white-eye,White-Eyes,,"[[""4-6"", ""s-6-5""]]"
2495181,2495181,Gymnophaps,,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gymnophaps,,Pigeons And Doves,,"[[""4-6"", ""s-5-8""]]"
2495185,2495185,Gymnophaps solomonensis,Pale Mountain-pigeon,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gymnophaps,,Pigeons And Doves,,[]
2495214,2495214,Gallicolumba,Island Ground-Doves,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Gallicolumba,,Pigeons And Doves,,"[[""4-6"", ""s-5-8""], [""4-6"", ""s-5-8-3""]]"
2495404,2495404,Columba,Old World Pigeons,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,,Pigeons And Doves,,"[[""4-6"", ""s-5-8""]]"
2495499,2495499,Ptilinopus,fruit dove,GENUS,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,,Pigeons And Doves,,"[[""4-6"", ""s-5-8""], [""4-6"", ""s-5-8-2""]]"
2495510,2495510,Ptilinopus perousii,Many-coloured Fruit-dove,SPECIES,Animalia,Chordata,Aves,Columbiformes,Columbidae,Ptilinopus,fruit dove,Pigeons And Doves,,[]
