ID,GBIF_ID,name,name_eng,rank,kingdom,phylum,class,order,family,genus,genus_eng,family_eng,synonyms,sections
5294558,5294558,Calamus vestitus,,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,calamus,Mangrove Palm,,[]
5294627,5294627,Pritchardia pacifica,Fiji fan palm,SPECIES,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Pritchardia,pritchardia,Mangrove Palm,Eupritchardia pacifica,"[[""3-3"", ""s-3-1""], [""3-3"", ""s-4-3""], [""3-3"", ""s-4-3""], [""3-7"", ""s-5-11-2""]]"
5295353,5295353,Smilax vitiensis,,SPECIES,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,Greenbriers,Catbrier Family,,"[[""3-3"", ""s-3-1""]]"
5301932,5301932,Alpinia boia,,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Alpinia,ginger-lily,Ginger Family,,[]
5302997,5302997,Donax canniformis,,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Marantaceae,Donax,,Arrowroot,Actoplanes cannaeformis; Actoplanes canniformis; Clinogyne grandis; Donax arundastrum; Donax cannaeformis; Maranta grandis; Thalia cannaeformis,"[[""3-7"", ""s-6-1-3""], [""3-7"", ""s-6-1-3""], [""3-7"", ""s-6-1-3""], [""3-7"", ""s-6-1-3""], [""3-7"", ""s-6-1-3""], [""3-7"", ""s-6-1-3""], [""3-14"", ""s-3""]]"
5303061,5303061,Phrynium giganteum,,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,Marantaceae,Phrynium,,Arrowroot,Cominsia gigantea,"[[""3-7"", ""s-6-1-5""]]"
5304502,5304502,Dracaena angustifolia,,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dracaena,dracaena,Agave And Allies,,"[[""3-2"", ""s-7-1-4""], [""3-13"", ""s-6""], [""3-13"", ""s-6-3""], [""3-13"", ""s-6-4""], [""3-14"", ""s-3""]]"
5327748,5327748,Pandanus whitmeeanus,,SPECIES,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,screw-pine,,,[]
5327756,5327756,Pandanus lamekotensis,,SPECIES,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,screw-pine,,,"[[""3-11"", ""s-2-5""], [""3-11"", ""s-2-5-4""], [""3-14"", ""s-3""]]"
5328028,5328028,Pandanus dubius,Knob-fruited Screwpine,SPECIES,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,screw-pine,,Pandanus compressus,"[[""3-2"", ""s-3-1-1""], [""3-5"", ""s-1""], [""3-11"", ""s-2-5""], [""3-11"", ""s-2-5-1""], [""3-11"", ""s-2-5-2""], [""3-11"", ""s-2-5-2""], [""3-14"", ""s-3""]]"
5328074,5328074,Pandanus conoideus,,SPECIES,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,screw-pine,,Pandanus cominsii,"[[""3-4"", ""s-2-5""], [""3-11"", ""s-2-5""], [""3-11"", ""s-2-5-3""], [""3-14"", ""s-3""]]"
5329904,5329904,Alocasia macrorrhizos,pai,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Alocasia,taro,Aroids,Alocasia macrorrhiza,"[[""1-5"", ""s-7""], [""3-9"", ""s-2-2-3""], [""3-9"", ""s-2-2-3""], [""3-9"", ""s-2-3-2""], [""3-9"", ""s-6""], [""3-14"", ""s-3""]]"
5329925,5329925,Alocasia indica,,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Alocasia,taro,Aroids,,"[[""3-9"", ""s-2-2-3""]]"
5330776,5330776,Colocasia esculenta,Taro,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Colocasia,,Aroids,Colocasia antiquorum,"[[""1-5"", ""s-2""], [""1-5"", ""s-7""], [""3-9"", ""s-2""], [""3-9"", ""s-2-2""], [""3-9"", ""s-2-2-1""], [""3-9"", ""s-2-2-1""], [""3-9"", ""s-6""], [""3-10"", ""s-1""], [""3-11"", ""s-4-2""], [""3-14"", ""s-3""], [""6-11"", ""s-2""]]"
5330901,5330901,Xanthosoma sagittifolium,Callaloo,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Xanthosoma,elephant's ear,Aroids,,"[[""3-9"", ""s-2""], [""3-9"", ""s-6""]]"
5331160,5331160,Flacourtia rukam,rukam,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Flacourtia,,willow family,,"[[""3-11"", ""s-4""]]"
5333166,5333166,Castanopsis acuminatissima,Papua New Guinea Oak,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Castanopsis,chinkapin,beech family,,"[[""3-11"", ""s-4""]]"
5333997,5333997,Planchonella sandwicensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Planchonella,,Sapodillas,,[]
5334060,5334060,Planchonella tahitensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Planchonella,,Sapodillas,Planchonella grayana,"[[""3-3"", ""s-3-1""], [""3-7"", ""s-4-10""]]"
5334064,5334064,Planchonella chartacea,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Planchonella,,Sapodillas,Planchonella linggensis,"[[""3-7"", ""s-4-10""]]"
5334082,5334082,Planchonella garberi,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Planchonella,,Sapodillas,,"[[""3-3"", ""s-2""], [""3-3"", ""s-3-1""]]"
5334093,5334093,Planchonella costata,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Planchonella,,Sapodillas,Sideroxylon costatum,"[[""3-7"", ""s-4-10""]]"
5334107,5334107,Planchonella peekelii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Planchonella,,Sapodillas,Sideroxylon peekelii,"[[""3-7"", ""s-4-10""], [""3-7"", ""s-4-10""]]"
5334167,5334167,Planchonella torricellensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Planchonella,,Sapodillas,Planchonella samoensis,[]
5335073,5335073,Gardenia taitensis,Tahitian gardenia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Gardenia,,bedstraw family,,[]
5335125,5335125,Gardenia jasminoides,jasmin,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Gardenia,,bedstraw family,Gardenia augusta,[]
5339879,5339879,Morinda citrifolia,Noni,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Morinda,,bedstraw family,,"[[""3-2"", ""s-3-1-1""], [""3-3"", ""s-5""], [""3-5"", ""s-1""], [""3-9"", ""s-6""], [""3-10"", ""s-1""], [""3-11"", ""s-1""], [""3-13"", ""s-1""], [""3-13"", ""s-3-4""], [""3-14"", ""s-3""]]"
5341267,5341267,Cordia subcordata,sea trumpet,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,,,,"[[""3-2"", ""s-7-1-2""], [""3-5"", ""s-1""], [""3-5"", ""s-4-1-1""], [""3-5"", ""s-4-1-7""], [""3-14"", ""s-3""]]"
5342239,5342239,Tephrosia purpurea,wild indigo,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Tephrosia,Hoary-pea,Legume Family,Tephrosia piscatoria,[]
5349226,5349226,Schleinitzia novoguineensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Schleinitzia,strand tangantangan,Legume Family,,[]
5349581,5349581,Erythrina variegata,Indian Coral Tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erythrina,coraltrees,Legume Family,Erythrina orientalis,"[[""3-5"", ""s-4-1-8""], [""3-5"", ""s-5-5""], [""3-5"", ""s-5-13""], [""3-9"", ""s-2-1""], [""3-14"", ""s-3""], [""6-11"", ""s-4-6""]]"
5349620,5349620,Erythrina fusca,swamp immortelle,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erythrina,coraltrees,Legume Family,,"[[""3-5"", ""s-5-5""]]"
5349636,5349636,Erythrina subumbrans,December-tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Erythrina,coraltrees,Legume Family,,"[[""3-5"", ""s-5-5""]]"
5350305,5350305,Derris elliptica,oiltree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Derris,,Legume Family,,"[[""1-8"", ""s-7""], [""3-13"", ""s-4-1""]]"
5350336,5350336,Derris trifoliata,threeleaf derris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Derris,,Legume Family,Derris heterophylla,"[[""3-13"", ""s-4-1""], [""3-13"", ""s-4-1""]]"
5361898,5361898,Ficus prolixa,fig,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,"[[""3-10"", ""s-4-1""], [""3-10"", ""s-4-4""]]"
5361919,5361919,Ficus benghalensis,horn fig,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,Ficus bengalensis,"[[""3-10"", ""s-4-4""]]"
5361932,5361932,Ficus benjamina,Ficus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,"[[""3-10"", ""s-4-1""]]"
5361944,5361944,Broussonetia papyrifera,Paper Mulberry,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Broussonetia,paper mulberry,Fig Family,,"[[""1-4"", ""s-5-1""], [""3-13"", ""s-1""], [""3-13"", ""s-3-3""], [""3-14"", ""s-3""]]"
5380873,5380873,Melanolepis multiglandulosa,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Melanolepis,,spurge family,,"[[""3-2"", ""s-3-2-2""]]"
5382874,5382874,Flueggea flexuosa,poumuli,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Flueggea,bushweed,leaf flower family,Flueggea samoana; Securinega flexuosa,"[[""3-5"", ""s-5-6""], [""3-5"", ""s-5-7""], [""3-5"", ""s-5-7""], [""3-14"", ""s-3""]]"
5383085,5383085,Bischofia javanica,kainfal,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Bischofia,bishopwood,leaf flower family,,"[[""3-2"", ""s-7-1-3""], [""3-7"", ""s-5-1""], [""3-8"", ""s-2-5""], [""3-14"", ""s-3""]]"
5383511,5383511,Aporosa papuana,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Aporosa,,leaf flower family,,"[[""3-2"", ""s-7-1-1""]]"
5383895,5383895,Dillenia philippinensis,Philippine dillenia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Dillenia,,,,"[[""3-7"", ""s-4-3""]]"
5384334,5384334,Amaranthus viridis,slender amaranth,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranths,Amaranth Family,,"[[""3-10"", ""s-2-1""]]"
5384397,5384397,Amaranthus tricolor,Tampala,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranths,Amaranth Family,,"[[""1-5"", ""s-8-4""], [""3-10"", ""s-1""], [""3-10"", ""s-2-2""]]"
5386813,5386813,Wollastonia biflora,Beach Sunflower,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Wollastonia,,Aster Family,,"[[""3-5"", ""s-3-2""]]"
5406998,5406998,Sonneratia alba,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Sonneratia,,Loosestrife Family,,"[[""3-2"", ""s-3-1-2""], [""3-6"", ""s-1""]]"
5407582,5407582,Cananga,ilang-ilang,GENUS,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Cananga,,Custard-apple Family,,"[[""3-2"", ""s-3-2-2""]]"
5407583,5407583,Cananga odorata,Cananga tree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Cananga,ilang-ilang,Custard-apple Family,,"[[""3-2"", ""s-3-2-2""], [""3-7"", ""s-4-2""], [""3-7"", ""s-5-1""], [""3-7"", ""s-5-2""], [""3-13"", ""s-6-4""], [""3-14"", ""s-3""]]"
5414410,5414410,Alstonia scholaris,White Cheesewood,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Alstonia,,Dogbane Family,,"[[""3-7"", ""s-3-1""], [""3-14"", ""s-3""]]"
5415454,5415454,Acanthus ebracteatus,Sea Holly,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,bear's-breeches,Acanthus Family,,"[[""3-2"", ""s-3-1-2""]]"
5421047,5421047,Lumnitzera littorea,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,,white mangrove,,"[[""3-2"", ""s-3-1-2""], [""3-6"", ""s-1""], [""3-6"", ""s-4""]]"
5421345,5421345,Canarium indicum,galipnut,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,,Burseras,Canarium mehenbethene; Canarium moluccanum,"[[""1-5"", ""s-7""], [""1-5"", ""s-14""], [""3-2"", ""s-3-2-1""], [""3-2"", ""s-4""], [""3-2"", ""s-7-1-4""], [""3-3"", ""s-5""], [""3-11"", ""s-2""], [""3-11"", ""s-2-1""], [""3-11"", ""s-4-2""], [""3-14"", ""s-3""]]"
5524374,5524374,Phaleria disperma,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Phaleria,,Mezereum Family,,[]
5529558,5529558,Sphaeropteris propinqua,,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Sphaeropteris,,Scaly Tree Ferns,Cyathea propinqua,[]
5529662,5529662,Sphaeropteris lunulata,balabala,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Sphaeropteris,,Scaly Tree Ferns,Cyathea lunulata,"[[""3-2"", ""s-3-2-2""], [""3-3"", ""s-3-2""]]"
5529804,5529804,Sphaeropteris brackenridgei,,SPECIES,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Sphaeropteris,,Scaly Tree Ferns,Cyathea brackenridgei,"[[""3-2"", ""s-3-2-2""]]"
5535887,5535887,Cerbera floribunda,rubbertree,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Cerbera,,Dogbane Family,,"[[""3-6"", ""s-4-1""]]"
5555960,5555960,Mammea odorata,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Calophyllaceae,Mammea,mammee,,,[]
5564467,5564467,Myristica schleinitzii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,nutmeg,,,"[[""3-2"", ""s-7-1-1""], [""3-7"", ""s-5-9""]]"
5564499,5564499,Myristica chartacea,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,nutmeg,,,"[[""3-2"", ""s-7-1-1""]]"
5564667,5564667,Horsfieldia irya,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Horsfieldia,,,,"[[""3-2"", ""s-7-1-1""]]"
5564687,5564687,Myristica hollrungii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,nutmeg,,,"[[""3-2"", ""s-3-1-2""], [""3-6"", ""s-1""], [""3-6"", ""s-4""]]"
5564739,5564739,Myristica grandifolia,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,nutmeg,,Myristica grandiflora,[]
5569109,5569109,Scaevola cylindrica,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,naupaka,,,[]
5569896,5569896,Ficus subulata,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,[]
5569909,5569909,Ficus subtrinervia,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,Ficus pachystemon,[]
5570907,5570907,Ficus scabra,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,"[[""3-10"", ""s-4-1""]]"
5570909,5570909,Ficus mutabilis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,"[[""3-10"", ""s-4-1""]]"
5570965,5570965,Ficus granatum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,"[[""3-10"", ""s-4-1""], [""3-10"", ""s-4-3""]]"
5571444,5571444,Ficus wassa,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,"[[""3-10"", ""s-4-1""], [""3-10"", ""s-4-2""], [""3-11"", ""s-4""], [""3-14"", ""s-3""]]"
5571527,5571527,Ficus vitiensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,"[[""3-10"", ""s-4-1""]]"
5571756,5571756,Ficus austrina,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,"[[""3-2"", ""s-3-1-1""], [""3-5"", ""s-1""]]"
5571764,5571764,Ficus racemifera,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,Ficus nodosa,"[[""3-10"", ""s-4-1""], [""3-14"", ""s-3""]]"
5572126,5572126,Ficus pritchardii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,fig,Fig Family,,"[[""3-10"", ""s-4-1""]]"
5577338,5577338,Pometia pinnata,Oceanic Lychee,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Pometia,,Soapberry Family,,"[[""1-5"", ""s-7""], [""1-5"", ""s-14""], [""3-2"", ""s-3-1-4""], [""3-2"", ""s-3-2-2""], [""3-2"", ""s-4""], [""3-7"", ""s-4""], [""3-7"", ""s-4-4""], [""3-11"", ""s-1""], [""3-11"", ""s-2""], [""3-11"", ""s-2-1""], [""3-11"", ""s-3-5""], [""3-14"", ""s-3""]]"
5588844,5588844,Cyrtandra samoensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Cyrtandra,,gesnerias,,[]
5594453,5594453,Clymenia polyandra,clymenia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Clymenia,,rue family,Citrus flaviflora; Citrus polyandra,"[[""3-11"", ""s-3-2""], [""3-14"", ""s-3""]]"
5594509,5594509,Euodia hortensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Euodia,,rue family,,"[[""3-3"", ""s-3-3""], [""3-7"", ""s-5-6""], [""3-13"", ""s-7-4""]]"
5607645,5607645,Gmelina moluccana,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Gmelina,,Mint Family,,"[[""3-2"", ""s-3-1-4""], [""3-7"", ""s-4""], [""3-7"", ""s-4-1""]]"
5609366,5609366,Callicarpa pentandra,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa,beautyberry,Mint Family,,"[[""3-7"", ""s-5-7""]]"
5635606,5635606,Sonneratia caseolaris,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Sonneratia,,Loosestrife Family,,"[[""3-2"", ""s-3-1-2""], [""3-6"", ""s-1""]]"
5635774,5635774,Canarium harveyi,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,,Burseras,,"[[""1-4"", ""s-5-4""], [""3-2"", ""s-7-1-4""], [""3-11"", ""s-2-1""], [""3-11"", ""s-4-2""]]"
5635879,5635879,Canarium decumanum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,,Burseras,,"[[""3-11"", ""s-4-2""]]"
5635923,5635923,Canarium salomonense,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,,Burseras,Canarium salomonensis,"[[""3-2"", ""s-3-2-1""], [""3-2"", ""s-4""], [""3-2"", ""s-7-1-4""], [""3-11"", ""s-2-1""], [""3-11"", ""s-4-2""]]"
5635932,5635932,Canarium chinare,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,,Burseras,,[]
5636034,5636034,Canarium asperum,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,,Burseras,Canarium commune,"[[""3-2"", ""s-7-1-4""]]"
5636202,5636202,Canarium lamii,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Canarium,,Burseras,,"[[""3-11"", ""s-4-2""]]"
5636779,5636779,Finschia chloroxantha,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Finschia,,Proteas,Finschia densiflora; Finschia waterhousiana; Grevillea densiflora,"[[""3-11"", ""s-4-1""], [""3-11"", ""s-4-1""], [""3-11"", ""s-4-1""], [""3-11"", ""s-4-1""], [""3-11"", ""s-4-2""], [""3-14"", ""s-3""]]"
5638587,5638587,Knightia excelsa,New Zealand-honeysuckle,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Knightia,,Proteas,,[]
5651040,5651040,Aristotelia serrata,wineberry,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Aristotelia,,,,[]
5680986,5680986,Dillenia schlechteri,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Dillenia,,,,"[[""3-7"", ""s-4-3""], [""3-14"", ""s-3""]]"
5681004,5681004,Dillenia salomonensis,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Dillenia,,,,"[[""3-2"", ""s-3-1-4""], [""3-7"", ""s-7""], [""3-13"", ""s-4-1""]]"
5681248,5681248,Dillenia megalantha,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Dillenia,,,,"[[""3-7"", ""s-4-3""], [""3-7"", ""s-5-4""]]"
5681344,5681344,Dillenia ingens,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Dillenia,,,,[]
5681458,5681458,Dillenia excelsa,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Dillenia,,,,"[[""3-7"", ""s-5-4""]]"
5728295,5728295,Conus litteratus,lettered cone,SPECIES,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,cones,Cone Shell,,"[[""4-4"", ""s-4-1""]]"
5782038,5782038,Eunice viridis,Samoan Palolo Worm,SPECIES,Animalia,Annelida,Polychaeta,Eunicida,Eunicidae,Eunice,,,Leodis viridis,"[[""4-4"", ""s-7-3""], [""4-4"", ""s-7-3""], [""6-11"", ""s-4-3""], [""6-11"", ""s-4-3""], [""6-11"", ""s-5-8-2""]]"
5788952,5788952,Rhipidura verreauxi,Streaked Fantail,SPECIES,Animalia,Chordata,Aves,Passeriformes,Rhipiduridae,Rhipidura,Fantails,Fantails,Rhipidura spilodera,[]
5789283,5789283,Thalasseus bergii,Greater Crested Tern,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,crested terns,"Gulls, Terns, And Skimmers",,[]
5794215,5794215,Semele australis,,SPECIES,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Semele,,,Amphidesma australe,[]
5797903,5797903,Trochus stellatus,,SPECIES,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Trochus,,top snail,Trochus incrassatus,[]
5856009,5856009,Callistoctopus ornatus,white-striped octopus,SPECIES,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Callistoctopus,,,Octopus ornatus,"[[""4-4"", ""s-4-6-1""]]"
5959188,5959188,Pachycephala pectoralis,Golden Whistler,SPECIES,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,Pachycephala,,Whistlers & Allies,,"[[""4-6"", ""s-6-4""]]"
6065811,6065811,Chroicocephalus novaehollandiae,Silver Gull,SPECIES,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,Masked Gulls,"Gulls, Terns, And Skimmers",Larus novaehollandiae,[]
6066403,6066403,Egretta picata,Pied Heron,SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,Typical Egrets,"Herons, Egrets, And Bitterns",,"[[""4-6"", ""s-5-2""]]"
6358362,6358362,Scaevola taccada,Beach Naupaca,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Goodeniaceae,Scaevola,naupaka,,Scaevola frutescens; Scaevola koenigii; Scaevola sericea,"[[""3-2"", ""s-3-1-1""], [""3-5"", ""s-1""], [""3-5"", ""s-4-1-5""], [""3-5"", ""s-4-1-5""], [""3-5"", ""s-4-1-5""], [""3-5"", ""s-4-1-5""], [""3-5"", ""s-4-1-7""], [""3-14"", ""s-3""]]"
6388630,6388630,Fagraea berteroana,Cape jitta,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Fagraea,,Gentian family,Fagraea peekelii; Fagraea schlechteri,"[[""3-5"", ""s-5-3""], [""3-5"", ""s-5-5""], [""3-5"", ""s-5-6""], [""3-5"", ""s-5-6""], [""3-5"", ""s-5-8""]]"
6411486,6411486,Premna serratifolia,creek premna,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Premna,,Mint Family,Premna divaricata; Premna gaudichaudii; Premna integrifolia,"[[""3-3"", ""s-3-1""], [""3-5"", ""s-5-13""], [""3-5"", ""s-5-13""], [""3-5"", ""s-5-13""]]"
6414479,6414479,Dendrocnide,,GENUS,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Dendrocnide,,nettle family,,"[[""3-7"", ""s-6-3-2""], [""3-14"", ""s-3""]]"
6414892,6414892,Pipturus argenteus,,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pipturus,,nettle family,Pipturus incanus; Urtica argentea; Urtica incana,"[[""3-2"", ""s-3-2-2""], [""3-8"", ""s-2-6""], [""3-8"", ""s-2-6""], [""3-8"", ""s-2-6""], [""3-8"", ""s-2-6""], [""3-14"", ""s-3""]]"
6514825,6514825,Turbo smithi,,SPECIES,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,,turban snails,Turbo necnivosus,[]
