ID,Name,qualifier,Form_ID,Comment,Source,Part_Of_Speech,Taxon_IDs
5981,bird sp.,,marquesan-kua-1,,,,
5982,bird sp. highly prized for its plumage,,tuamotuan-kura-1,,,,
5983,"Tahitian Lory, _Vini peruviana_",,rarotongan-kuramoo-1,,,,2480018
5984,"Kuhl’s Lory, _Vini kuhlii_",,kiribati-kura-1,,,,2480015
5985,"cuckoo, possibly _Centropus_ sp.",,poc-seke-1,,,,2496524
5986,cuckoo,,patpatar-sek-1,,,,
5987,_Centropus_ sp.,,nduke-heehee-1,,,,2496524
5988,"Buff-headed Coucal, _Centropus milo_ (imm)",,malango-sege-1,,,,5231937
5989,cuckoo,,psoc-lvvusi-1,"John Lynch, pers. comm.",,,
5990,"Long-tailed Koel, _Urodynamis taitensis_",,raga-livusiala-1,,,,2496499
5991,"Golden-Bronze Cuckoo, _Chalcites lucidus_",,tolomako-ririsivere-1,metathesis,,,2496325
5992,_Urodynamis taitensis_,,kwamera-iarovs-1,metathesis,,,2496499
5993,"Long-tailed Koel, _Urodynamis taitensis_",,pcp-kalewa-1,,,,2496499
5994,? _Urodynamis taitensis_,,rotuman-sialeva-1,,,,2496499
5995,"Long-tailed Koel, _Urodynamis taitensis_",,tongan-kaleva-1,,,,2496499
5996,"Long-tailed Koel, _Urodynamis taitensis_",,niuean-kalue-1,,,,2496499
5997,"Long-tailed Koel, _Urodynamis taitensis_",,eastfutunan-kaleva-1,,,,2496499
5998,"Long-tailed Koel, _Urodynamis taitensis_",,samoan-aleva-1,,,,2496499
5999,"Long-tailed Koel, _Urodynamis taitensis_",,pukapukan-kaleva-1,,,,2496499
6000,"Long-tailed Koel, _Urodynamis taitensis_",,tuvalu-kaleva-1,,,,2496499
6001,"Long-tailed Koel, _Urodynamis taitensis_",,takuu-kareva-1,,,,2496499
6002,"Long-tailed Koel, _Urodynamis taitensis_",,sikaiana-kaleva-1,,,,2496499
6003,a large dove or pheasant,,rennellese-kageva-1,,,,
6004,"Long-tailed Koel, _Urodynamis taitensis_",,tikopia-kareva-1,,,,2496499
6005,"Long-tailed Koel, _Urodynamis taitensis_",,marquesan-kaevaeva-1,,,,2496499
6006,"Long-tailed Koel, _Urodynamis taitensis_",,tahitian-arevareva-1,,,,2496499
6007,"New Zealand Falcon, _Falco novaeseelandiae_",,maori-kareareakarewarewa-1,,,,2481003
6008,"Long-tailed Koel, _Urodynamis taitensis_",,pcp-kawekawesa-1,,,,2496499
6009,long-tailed bird sp.,,bauanfijian-kawakasa-1,,,,
6010,_Urodynamis taitensis_,,laueasternfijian-kawakawasa-1,,,,2496499
6011,_Urodynamis taitensis_,,tahitian-oovea-1,,,,2496499
6012,_Urodynamis taitensis_,,tongareva-koekoea-1,,,,2496499
6013,_Urodynamis taitensis_,,maori-koekoea-1,,,,2496499
6014,cuckoo,,pmic-likapilei-1,,,,
6015,_Urodynamis taitensis_,,kiribati-kapenei-1,,,,2496499
6016,a bird,,pchk-likapi-1,,,,
6017,bird sp.,,woleaian-rixapirai-1,,,,
6018,"Long-tailed Koel, _Urodynamis taitensis_",,namoluk-likapilei-1,,,,2496499
6019,"land bird sp. (brown, long tail, afraid of other birds)",,chuukese-nikp-1,,,,
6020,owl,,poc-kurudrdu-1,,,,
6021,owl,,dami-kurumin-1,,,,
6022,owl,,yabem-kululupo-1,,,,
6023,owl spp.,,mengen-kukulo-1,,,,
6024,"owl; Papuan Frogmouth, _Podargus papuensis_",,gapapaiwa-gudugudu-1,,,,2497120
6025,owl,,kilivila-kuru-1,,,,
6026,owl,,patpatar-kurkuru-1,,,,
6027,small owl sp.,,tolai-kurukur-1,,,,
6028,"Solomon Islands Hawk-Owl, _Ninox jacquinoti_",,halia-kurou-1,,,,2497782
6029,_Ninox jacquinoti_,,teop-kuroi-1,,,,2497782
6030,"Fearful Owl, _Nesasio solomonensis_",,teop-totokururu-1,,,,2497892
6031,_Ninox jacquinoti_,,tinputz-kuro-1,,,,2497782
6032,_Ninox jacquinoti_,,banoni-kuru-1,,,,2497782
6033,_Ninox jacquinoti_,,torau-kuru-1,,,,2497782
6034,owl,,babatana-kururu-1,,,,
6035,_Ninox jacquinoti_ or _Nesasio solomonensis_,,marovo-orodo-1,,,,2497782 2497892
6036,_Ninox jacquinoti_,,maringe-nakrudu-1,,,,2497782
6037,owl,,tolo-kuru-1,,,,
6038,owl,,longgu-kuru-1,,,,
6039,owl (as pet),,toabaita-nookurudu-1,,,,
6040,owl,,mangap-uloto-1,,,,
6041,owl,,kia-kikituru-1,,,,
6042,owl,,poc-drudrurr-1,,,,
6043,owl,,madak-dudu-1,,,,
6044,"owl taxon, includes Sooty Owl, Grass Owl",,sursurunga-durdur-1,,,,
6045,owl (generic),,nduke-duduru-1,,,,
6046,owl sp.,,roviana-duduru-1,,,,
6047,owl,,bugotu-duru-1,,,,
6048,an owl,,gela-duru-1,,,,
6049,"Fearful Owl, _Nesasio solomonensis_",,halia-tutul-1,,,,2497892
6050,owl,,tinputz-toruruen-1,,,,
6051,"Barn Owl, _Tyto alba_",,proc-lulu-1,,,,2497921
6052,"Barn Owl, _Tyto alba_",,kiai-lulu-1,,,,2497921
6053,"Barn Owl, _Tyto alba_",,araki-lulu-1,,,,2497921
6054,the night hawk,,atchin-lul-1,,,,
6055,owl,,maskelynes-narur-1,,,,
6056,owl,,lewo-kialulu-1,,,,
6057,"Barn Owl, _Tyto alba_",,bauanfijian-lulu-1,,,,2497921
6058,"Barn Owl, _Tyto alba_",,tongan-lulu-1,,,,2497921
6059,"Barn Owl, _Tyto alba_",,eastfutunan-lulu-1,,,,2497921
6060,"Barn Owl, _Tyto alba_",,samoan-lulu-1,,,,2497921
6061,owl,,pileni-lulu-1,,,,
6062,"Barn Owl, _Tyto alba_",,rennellese-gugu-1,,,,2497921
6063,"Barn Owl, _Tyto alba_",,tikopia-ruru-1,,,,2497921
6064,"Barn Owl, _Tyto alba_",,westuvean-lulu-1,,,,2497921
6065,"Boobook Owl, _Ninox novaeseelandiae_",,maori-ruru-1,,,,2497817
6066,owl spp,,rotuman-ruru-1,,,,
6067,"Barn Owl, _Tyto alba_",,burna-eluro-1,,,,2497921
6068,owl,,poc-pora-1,,,,
6069,owl,,kaulong-ekivoh-1,,,,
6070,"nocturnal bird, said to call just before daylight",,nduke-poporo-1,,,,
6071,owl,,mota-manwara-1,,,,
6072,owl,,rerep-nubur-1,,,,
6073,owl,,portsandwich-navandr-1,,,,
6074,owl,,southwestbay-nivinbant-1,,,,
6075,"Barn Owl, _Tyto alba_",,seambrym-vuei-1,,,,2497921
6076,_Tyto alba_,,paamese-voiaasue-1,,,,2497921
6077,owl,,peoc-wisi-1,,,,
6078,bird sp.,,lau-kisi-1,,,,
6079,bird believed to announce events,,kwaio-kisi-1,,,,
6080,an owl,,mota-wis-1,,,,
6081,"Barn Owl, _Tyto alba_",,lakon-wis-1,,,,2497921
6082,owl,,ambae-wisi-1,,,,
6083,_Tyto alba_,,raga-batvisi-1,expected †_-wisi_,,,2497921
6084,"owl, _Tyto alba_",,bignambas-nuvis-1,expected †_-wis_,,,2497921
6085,"Barn Owl, _Tyto alba_",,psv-sumit-1,,,,2497921
6086,"Barn Owl, _Tyto alba_",,ura-nemit-1,,,,2497921
6087,"Barn Owl, _Tyto alba_",,sye-nomit-1,,,,2497921
6088,owl,,ntanna-kasm-1,,,,
6089,"Barn Owl, _Tyto alba_",,kwamera-ksumi-1,,,,2497921
6090,"Barn Owl, _Tyto alba_",,lenakel-himir-1,,,,2497921
6091,"Barn Owl, _Tyto alba_",,pncal-men-1,,,,2497921
6092,"Barn Owl, _Tyto alba_",,nelemwa-men-1,,,,2497921
6093,"Barn Owl, _Tyto alba_",,caaac-men-1,,,,2497921
6094,"Barn Owl, _Tyto alba_",,fwai-men-1,,,,2497921
6095,"Barn Owl, _Tyto alba_",,cemuhi-min-1,,,,2497921
6096,"Barn Owl, _Tyto alba_",,xaracuu-madooya-1,,,,2497921
6097,"Barn Owl, _Tyto alba_",,drubea-me-1,,,,2497921
6098,"Barn Owl, _Tyto alba_",,iaai-mun-1,,,,2497921
6099,"Barn Owl, _Tyto alba_",,dehu-men-1,,,,2497921
6100,"Barn Owl, _Tyto alba_",,nengone-meni-1,,,,2497921
6101,"swiftlet, Aerodramus or _Collocalia_ spp.",,poc-kabakabal-1,"cf. _*kaba_ etc. ‘wing, flap’",,,
6102,birdsp.,,northwatut-kobakob-1,,,,
6103,_Collocalia esculenta_,,tolai-kbkbl-1,,,,2477292
6104,swallow or swift sp.,,tolai-kubkubal-1,expected †_kabəkabal_,,,
6105,"a small greenish bird, frequents _qema_ [Nephelium] trees",,roviana-kapakapagema-1,,,,
6106,_Collocalia_ spp.,,maringe-gaable-1,,,,
6107,"Whiskered Tree-swift, _Hemiprocne mystacea_",,malango-habahabaviso-1,,,,2477444
6108,_Hemiprocne mystacea_,,kwaio-kabai-1,,,,2477444
6109,swallow,,arosi-apaapa-1,,,,
6110,swallow (swift),,arosi-kapakapa-1,,,,
6111,_Collocalia_ spp.,,bauro-apaapa-1,,,,
6112,_Hemiprocne mystacea_,,bauro-apaapausu-1,,,,2477444
6113,_Collocalia esculenta_,,mota-apaapa-1,,,,2477292
6114,"White-rumped Swiftlet, _Aerodramus spodiopygius_",,mwotlap-nababalo-1,metathesis,,,2477248
6115,_Collocalia_ spp.,,raga-abaaba-1,,,,
6116,_Hirundo tahitica_,,portsandwich-xubaxab-1,metathesis,,,5230787
6117,"swiftlets and bats, esp. _Aerodramus vanikorensis_",,seambrym-avp-1,,,,2477185
6118,swiftlet,,nisvai-navixabxabel-1,"John Lynch, pers. comm.",,,
6119,swiftlet,,southefate-kapkap-1,,,,
6120,_Aerodramus spodiopygius_,,bauanfijian-kakabae-1,,,,2477248
6121,"Uniform Swiftlet, _Aerodramus vanikorensis_",,tikopia-pakalili-1,,,,2477185
6122,"White-bellied Swiftlet, _Collocalia esculenta_",,iduna-manuyayabama-1,,,,2477292
6123,white-rumped swiftlet,,ura-nibem-1,,,,
6124,_Aerodramus spodiopygius_,,sye-nimpem-1,,,,2477248
6125,swiftlet,,pcp-bekabeka-2,"cf. POc _*bʷeka_ ‘fruit bat, flying fox’, ch. 5, §2.9",,,
6126,"White-rumped Swiftlet, _Aerodramus spodiopygius_",,laueasternfijian-bekabekaniai-1,,,,2477248
6127,_Aerodramus spodiopygius_,,tongan-pekepekatea-1,,,,2477248
6128,"Pacific Swallow, _Hirundo tahitica_",,tongan-pekepeka-2,,,,5230787
6129,_Aerodramus spodiopygius_,,niuean-pekapeka-2,,,,2477248
6130,_Aerodramus spodiopygius_,,eastfutunan-pekapeka-2,,,,2477248
6131,swiftlet,,pileni-pekapeka-1,,,,
6132,"White-bellied Swiftlet, _Collocalia esculenta_",,rennellese-pekapeka-2,,,,2477292
6133,_Collocalia_ spp.,,emae-pekapeka-1,,,,
6134,"Marquesan Swiftlet, Aerodramus ocista",,marquesan-kopekapeka-1,,,,
6135,"_Hirundo tahitica_ or Tahitian Swiftlet, _Aerodramus leucophaeus_",,tahitian-opea-1,,,,2477244 5230787
6136,"Cook Islands Swiftlet, _Aerodramus sawtelli_",,rarotongan-kopeka-1,,,,2477247
6137,swiftlet,,protomalaitamakira-sisiri-1,,,,
6138,_Collocalia_ sp.,,toabaita-sisiri-1,,,,
6139,swallow,,lau-sisiru-1,,,,
6140,_Collocalia_ sp.,,kwaio-sisili-1,,,,
6141,a small swallow,,areare-sisirihapa-1,,,,
6142,swallow,,saa-sisirihapa-1,,,,
6143,_Collocalia_ sp.,,ukinimasi-sisirihapa-1,,,,
6144,"swallow, blue with red head, comes in houses",,arosi-sisirihioha-1,,,,
6145,"Pacific Swallow, _Hirundo tahitica_",,bauro-sisirioha-1,,,,5230787
6146,swiftlet,,pncal-bivilok-1,,,,
6147,"White-rumped Swiftlet, _Aerodramus spodiopygius_",,nyelayu-pivilo-1,,,,2477248
6148,"White-bellied Swiftlet, _Collocalia esculenta_",,nelemwa-pivilo-1,,,,2477292
6149,"swallow, white-rumped swiftlet",,caaac-biviloc-1,,,,
6150,_Aerodramus spodiopygius_,,jawe-biviloc-1,,,,2477248
6151,_Aerodramus spodiopygius_,,cemuhi-hiilo-1,,,,2477248
6152,swiftlet,,proc-karlakarla-1,,,,
6153,"Uniform Swiftlet, _Aerodramus vanikorensis_",,mwotlap-nekeykeybeye-1,,,,2477185
6154,"White-bellied Swiftlet, _Collocalia esculenta_",,tolomako-natextitkarakara-1,,,,2477292
6155,_Aerodramus vanikorensis_,,tolomako-nakarakarapoi-1,,,,2477185
6156,"Pacific Swallow, _Hirundo tahitica_",,tolomako-nakarakararuhumele-1,,,,5230787
6157,_Aerodramus vanikorensis_,,sakao-harahara-1,,Flux1993,,2477185
6158,swiftlet,,kiai-karakara-1,,,,
6159,"small bird resembling swallow, inabiting the mainland",,atchin-kirkiriel-1,,,,
6160,"White-rumped Swiftlet, _Aerodramus spodiopygius_",,lomaiviti-kalakalamadrau-1,,,,2477248
6161,_Collocalia esculenta_,,takuu-karakaratavori-1,,,,2477292
6162,_Aerodramus_ spp.,,rennellese-kagamua-1,,,,
6163,kingfisher,,poc-sjiko-1,,,,
6164,"bird sp. (short body, red beak and head, black wings, long white tail)",,manam-siko-1,,,,
6165,kingfisher,,lukep-siki-1,,,,
6166,kingfisher,,tawala-diko-1,,,,
6167,"Dwarf Kingfisher, _Ceyx lepidus_",,banoni-sisika-1,,,,5228396
6168,"River Kingfisher, _Alcedo atthis_",,marovo-cige-1,,,,2475532
6169,River Kingfisher. _Alcedo atthis_ and possibly other spp.,,nduke-hige-1,,,,2475532
6170,"kingfisher sp. (small, swift-flying)",,roviana-sige-1,,,,
6171,"White-collared Kingfisher, _Halcyon chloris_",,kia-sukeneo-1,,,,2475742
6172,_Halcyon_ spp.,,bauro-asigo-1,,,,2475567
6173,kingfisher,,mota-sio-1,,,,
6174,_Halcyon_ spp.,,dorig-s-1,,,,2475567
6175,_Halcyon_ spp.,,lakon-t-2,,,,2475567
6176,_Halcyon chloris_,,raga-bathio-1,,,,2475742
6177,_Halcyon chloris_,,tolomako-nasiho-1,,,,2475742
6178,kingfisher,,kiai-siko-1,,,,
6179,_Halcyon chloris_,,avava-asik-1,,,,2475742
6180,_Halcyon chloris_,,portsandwich-nasix-1,,,,2475742
6181,_Halcyon chloris_,,seambrym-si-1,,,,2475742
6182,_Halcyon chloris_,,paamese-asio-1,,,,2475742
6183,kingfisher,,southefate-sik-1,,,,
6184,kingfisher,,ura-ue-1,,,,
6185,_Halcyon chloris_,,sye-uki-1,,,,2475742
6186,_Halcyon_ sp.,,anejom-nee-1,,,,2475567
6187,"Sacred Kingfisher, _Halcyon sancta_",,nelemwa-ixemen-1,,,,2475802
6188,_Halcyon sancta_,,paici-jooca-1,,,,2475802
6189,kingfisher,,sonsorolese-tagadik-1,,,,
6190,_Halcyon chloris_,,tongan-sikota-1,,,,2475742
6191,_Halcyon chloris_,,eastfutunan-tikotala-1,,,,2475742
6192,"White-headed Kingfisher, _Halcyon saurophaga_",,nukuria-tehiko-1,,,,2475721
6193,mythical bird sp.,,takuu-tikotala-1,,,,
6194,_Halcyon chloris_,,tikopia-sikotara-1,,,,2475742
6195,_Halcyon chloris_,,ifiramele-sikotara-1,,,,2475742
6196,"Borabora Kingfisher, (_Halcyon tuta_) and Tahitian Kingfisher, _Halcyon venerata_ also Long-billed Reed Warbler, _Acrocephalus caffer_",,tahitian-otatare-1,,,,
6197,_Halcyon tuta_,,rarotongan-kotare-1,,,,
6198,_Halcyon sancta_,,maori-kotare-1,,,,2475802
6199,_Halcyon chloris_,,rennellese-lio-1,,,,2475742
6200,kingfisher,,poc-kiokio-1,cf. PAn _*kiaw_ ‘puling sound of a bird’; Blust 1995,,,
6201,kingfisher,,nauna-kikiw-1,,,,
6202,kingfisher,,seimat-kioki-1,,,,
6203,kingfisher,,wuvulu-ioio-1,,,,
6204,kingfisher,,mangap-kiakiagada-1,"cf. _gadgāda_ ‘foolish, crazy’",,,
6205,kingfisher,,misima-kiokio-1,,,,
6206,kingfisher,,nimoa-kiokio-1,,,,
6207,kingfisher,,roro-heoheo-1,,,,
6208,"White-collared Kingfisher, _Halcyon chloris_",,tolai-kikitabu-1,,,,2475742
6209,"_Halcyon chloris_ or White-tailed Kingfisher, _Tanysiptera sylvia_",,ramoaaina-giagiautam-1,,,,2475639 2475742
6210,"White-headed Kingfisher, _Halcyon saurophaga_",,nehan-kekio-1,,,,2475721
6211,_Halcyon saurophaga_,,halia-kikio-1,,,,2475721
6212,kingfisher,,halia-kiukiu-1,,,,
6213,kingfisher,,petats-keukeuo-1,,,,
6214,_Halcyon saurophaga_,,banoni-kiokio-1,,,,2475721
6215,_Halcyon saurophaga_,,marovo-kikio-1,,,,2475721
6216,"_Halcyon saurophaga_, Beach Kingfisher",,nduke-kikio-1,,,,2475721
6217,the largest of the three kingfishers,,roviana-kikio-1,i.e. _Halcyon_ sp.,,,
6218,bird sp. found on reef,,simbo-kikio-1,,,,
6219,"Ultramarine Kingfisher, _Halcyon leucopygia_",,kia-kiokio-1,,,,
6220,_Halcyon saurophaga_,,maringe-kiokio-1,,,,2475721
6221,"kingfisher sp. with white belly, blue wings and back",,maringe-ciocio-1,,,,
6222,_Halcyon chloris_,,maringe-kiakia-1,,,,2475742
6223,a kingfisher,,gela-giogio-1,,,,
6224,kingfisher,,longgu-kiokio-1,,,,
6225,_Halcyon saurophaga_,,kwaio-kiokio-1,,,,2475721
6226,_Halcyon saurophaga_,,bauro-kiokio-1,,,,2475721
6227,"_Halcyon chloris_., also Island Grey-headed Monarch, _Monarcha cinerascens_",,sikaiana-kiokio-1,,,,2475742 5230444
6228,kingfisher,,poc-kiki-1,,,,
6229,kingfisher,,mussau-sokiki-1,,,,
6230,kingfisher,,vitu-kiki-1,,,,
6231,_Halcyon_ spp.,,tolai-kik-1,,,,2475567
6232,kingfisher,,nakanai-kiki-1,,,,
6233,"White-collared Kingfisher, _Halcyon chloris_",,kwaio-ii-1,,,,2475742
6234,"Sacred Kingfisher, _Halcyon sancta_)",,xaracuu-cicd-1,,,,2475802
6235,_Halcyon sancta_,,drubea-ceca-1,,,,2475802
6236,_Halcyon sancta_,,iaai-jiji-1,,,,2475802
6237,kingfisher,,dehu-ciciat-1,,,,
6238,kingfisher,,nengone-wazeze-1,,,,
6239,"Dollar Bird, _Eurystomus orientalis_",,pwoc-uleo-1,,,,5228280
6240,"Dollar Bird, _Eurystomus orientalis_",,iduna-ulekakamota-1,,,,5228280
6241,"Dollar Bird, _Eurystomus orientalis_",,nduke-uleo-1,,,,5228280
6242,"bird sp., (Graucalus sublineatus) with a rather shrill note",,roviana-uleo-1,,,,
6243,"Dollar Bird, _Eurystomus orientalis_",,poc-kikiroakikiora-1,,,,5228280
6244,_Eurystomus orientalis_,,roviana-kikiora-1,,,,5228280
6245,"dark coloured bird with yellow markings around eyes and beak, possibly the dollar bird",,maringe-kikiloa-1,White 1988,,,
6246,"Yellow-faced Mynah, _Mino dumontii_",,maringe-kikiloa-1,,Webb1992,,2489013
6247,_Eurystomus orientalis_,,malango-kikirau-1,,,,5228280
6248,_Eurystomus orientalis_,,toabaita-kekeora-1,,,,5228280
6249,hornbill,,poc-binam-1,,Blust1995,,
6250,hornbill,,tubetube-binam-1,,,,
6251,hornbill,,dobu-binama-1,,,,
6252,hornbill,,iduna-binama-1,,,,
6253,hornbill,,wedau-binama-1,,,,
6254,a large-beaked bird,,balawaia-bina-1,,,,
6255,hornbill,,motu-bina-1,,,,
6256,toucan,,bugotu-bina-1,,,,
6257,toucan,,gela-bina-1,,,,
6258,hornbill,,malango-bina-1,,,,
6259,hornbill,,toabaita-bina-1,,,,
6260,hornbill,,kwaio-bina-1,,,,
6261,,,arosi-bina-1,awa,,,
6262,hornbill,,poc-kook-1,,,,
6263,hornbill,,amara-akok-1,,,,
6264,hornbill,,kilenge-akok-1,,,,
6265,hornbill,,sengseng-kaka-1,,,,
6266,hornbill,,mengen-gogo-1,,,,
6267,hornbill,,nehan-oo-1,,,,
6268,hornbill,,halia-uu-1,,,,
6269,hornbill,,petats-oo-1,,,,
6270,hornbill,,kia-koo-1,,,,
6271,hornbill,,maringe-nakoo-1,,,,
6272,toucan,,bugotu-koo-1,,,,
6273,hornbill,,pwoc-komo-1,,,,
6274,hornbill,,kairiru-wom-1,,,,
6275,head of hornbill (as decoration),,nakanai-kokomo-1,,,,
6276,hornbill,,tolai-kokomo-1,,,,
6277,hornbill,,banoni-komo-1,,,,
6278,hornbill,,nduke-kogomo-1,,,,
6279,"Melanesian Graybird, _Coracina caledonica_",,pncal-tiak-1,,,,2486756
6280,"Melanesian Graybird, _Coracina caledonica_",,nyelayu-jia-1,,,,2486756
6281,"Melanesian Graybird, _Coracina caledonica_",,nelemwa-jiac-1,,,,2486756
6282,"Melanesian Graybird, _Coracina caledonica_",,caaac-jiak-1,,,,2486756
6283,"Melanesian Graybird, _Coracina caledonica_",,jawe-jiak-1,,,,2486756
6284,"Melanesian Graybird, _Coracina caledonica_",,fwai-jiwak-1,,,,2486756
6285,"Melanesian Graybird, _Coracina caledonica_",,pije-jiya-1,,,,2486756
6286,"Melanesian Graybird, _Coracina caledonica_",,cemuhi-jia-1,,,,2486756
6287,"Melanesian Graybird, _Coracina caledonica_",,paici-cio-1,,,,2486756
6288,"Melanesian Graybird, _Coracina caledonica_",,tiri-tio-1,,,,2486756
6289,"Melanesian Graybird, _Coracina caledonica_",,xaracuu-cio-1,,,,2486756
6290,"Melanesian Graybird, _Coracina caledonica_",,drubea-ciko-1,,,,2486756
6291,"Spotted Triller, _Lalage maculosa_",,pcp-jeajea-1,,,,5230455
6292,"Spotted Triller, _Lalage maculosa_",,rotuman-jea-1,,,,5230455
6293,"Spotted Triller, _Lalage maculosa_",,lomaiviti-seasea-1,,,,5230455
6294,"Spotted Triller, _Lalage maculosa_",,laueasternfijian-seasea-1,,,,5230455
6295,"Spotted Triller, _Lalage maculosa_",,wayan-sese-1,,,,5230455
6296,"Spotted Triller, _Lalage maculosa_",,niuean-heahea-1,,,,5230455
6297,"Cuckoo-shrike, _Coracina_ sp.",,poc-pisu-1,,,,2482359
6298,"Common Cicadabird, _Coracina tenuirostris_",,maringe-fisa-1,,,,2486768
6299,_Coracina tenuirostris_ (f),,bauro-hisu-1,,,,2486768
6300,"Spotted Triller, _Lalage maculosa_",,dorig-wavsuvsar-1,,,,5230455
6301,"Melanesian Greybird, _Coracina caledonica_",,raga-veu-1,,,,2486756
6302,_Lalage maculosa_,,tongan-sikiviu-1,,,,5230455
6303,"Papuan Cuckoo Shrike, _Coracina papuensis_",,teop-kuisau-1,,,,2486777
6304,_Coracina papuensis_,,banoni-kuisa-1,,,,2486777
6305,_Coracina_ spp.,,malango-koiso-1,,,,2482359
6306,"Island Thrush, _Turdus poliocephalus_",,psoc-wasie-1,"John Lynch, pers. comm.",,,9512424
6307,"a bird, merula",,mota-wasia-1,,,,
6308,"Cuckoo-shrike, _Coracina_ sp.",,lakon-swsw-1,metathesis,,,2482359
6309,"Island Thrush, _Turdus poliocephalus_",,raga-esiesi-1,,,,9512424
6310,sp. of bird that feeds in the creeks,,atchin-niwas-1,,,,
6311,"Island Thrush, _Turdus poliocephalus_",,sye-wasep-1,,,,9512424
6312,"Island Thrush, _Turdus poliocephalus_",,nengone-wasase-1,,,,9512424
6313,"Fantail, _Rhipidura_ sp.",,poc-takere-1,,,,
6314,willie wag tail,,bing-teykilkilahang-1,,,,
6315,wagtail,,wedau-tagirigirim-1,,,,
6316,a small grass bird with long tail,,balawaia-sikerekoio-1,,,,
6317,willie wagtail,,hula-tikere-1,,,,
6318,"Sunbird, _Nectarinia_ sp.",,tolai-taene-1,,,,
6319,"a bird, flycatcher",,mota-taere-1,,,,
6320,"Collared Grey Fantail, _Rhipidura fuliginosa_",,lakon-takk-1,,,,5231730
6321,_Rhipidura fuliginosa_,,raga-taere-1,,,,5231730
6322,"Spotted Fantail, _Rhipidura spilodera_",,seambrym-tailel-1,,,,5788952
6323,_Rhipidura spilodera_,,paamese-talele-1,,,,5788952
6324,"Fantail, _Rhipidura_ sp.",,nguna-takerekere-1,,,,
6325,"Fantail, _Rhipidura_ sp.",,nyelayu-dagin-1,,,,
6326,_Rhipidura spilodera_,,nelemwa-dagin-1,,,,5788952
6327,"Fantail, _Rhipidura_ sp.",,caaac-dagin-1,,,,
6328,_Rhipidura spilodera_,,jawe-dagin-1,,,,5788952
6329,"Fantail, _Rhipidura_ sp.",,tiri-dari-1,,,,
6330,"Fiji Shrikebill, _Clytorhynchus vitiensis_",,rotuman-fere-1,,,,2486630
6331,"Fantail, _Rhipidura_ sp.",,emae-takerokero-1,,,,
6332,fantail,,poc-laki-1,,,,
6333,"fantail, possibly Cockerell’s Fantail, _Rhipidura cockerelli_",,nduke-irei-1,,,,5231754
6334,fantail,,lau-lai-1,,,,
6335,willy wagtail,,kwaraae-lae-1,,,,
6336,"Willie Wagtail, _Rhipidura leucophrys_",,kwaio-lae-1,,,,5231722
6337,"Spotted Fantail, _Rhipidura spilodera_",,tolomako-liilii-1,,,,5788952
6338,_Rhipidura_ spp.,,paici-ndineti-1,,,,
6339,_Rhipidura_ spp.,,xaracuu-nadi-1,,,,
6340,_Rhipidura spilodera_,,drubea-nati-1,,,,5788952
6341,fantail,,protonorthwestsolomonic-pitikole-1,,,,
6342,"Willie Wagtail, _Rhipidura leucophrys_",,marovo-pitikole-1,,,,5231722
6343,_Rhipidura leucophrys_,,nduke-pitikole-1,,,,5231722
6344,_Rhipidura_ sp.,,roviana-pitikole-1,,,,
6345,bird sp. like a wagtail,,simbo-pitikole-1,,,,
6346,_Rhipidura leucophrys_,,maringe-pipituale-1,,,,5231722
6347,Willy Wagtail,,halia-pipikula-1,,,,
6348,fantail,,pncv-vetevete-1,,,,
6349,"Spotted Fantail, _Rhipidura spilodera_",,raga-vetvetererea-1,,,,5788952
6350,fantail,,naman-novivetevet-1,,,,
6351,fantail,,neveei-navivetevet-1,,,,
6352,fantail,,psoc-sora-1,"John Lynch, pers. comm.",,,
6353,"Spotted Fantail, _Rhipidura spilodera_",,sakao-nusora-1,,Flux1993,,5788952
6354,"Collared Grey Fantail, _Rhipidura fuliginosa_",,kiai-sarkele-1,,,,5231730
6355,fantail sp.,,nguna-soropito-1,,,,
6356,_Rhipidura fuliginosa_,,kwamera-kasrasr-1,,,,5231730
6357,wagtail,,arosi-tatarapera-1,,,,
6358,"Willie Wagtail, _Rhipidura leucophrys_",,pses-riuriukabe-1,,,,5231722
6359,"Willie Wagtail, _Rhipidura leucophrys_",,bugotu-riuriuabi-1,,,,5231722
6360,fantail,,gela-riuriupege-1,,,,
6361,"Willie Wagtail, _Rhipidura leucophrys_",,malango-riuriuhabe-1,,,,5231722
6362,fantail,,longgu-ririukabi-1,,,,
6363,"Willie Wagtail, _Rhipidura leucophrys_",,areare-riuriuapi-1,,,,5231722
6364,"Willie Wagtail, _Rhipidura leucophrys_",,saa-hiuhiupote-1,,,,5231722
6365,"Willie Wagtail, _Rhipidura leucophrys_",,ulawa-hiuhiukape-1,,,,5231722
6366,"Willie Wagtail, _Rhipidura leucophrys_",,ukinimasi-kiukiurape-1,,,,5231722
6367,"Willie Wagtail, _Rhipidura leucophrys_",,arosi-rurukape-1,,,,5231722
6368,"Willie Wagtail, _Rhipidura leucophrys_",,bauro-riuriugape-1,,,,5231722
6369,"Rennell Fantail, _Rhipidura rennelliana_",,rennellese-maiape-1,,,,5231757
6370,"Willie Wagtail, _Rhipidura leucophrys_",,rennellese-maiape-2,,,,5231722
6371,"Willie Wagtail, _Rhipidura leucophrys_",,rennellese-mauape-1,,,,5231722
6372,flycatcher,,peoc-parapara-1,,,,
