ID,Name,Description,Category,Comment,Cognateset_ID,CognatesetReference_ID,Chapter_ID
5-3-4-3-109-POc-drama-a-1,,,,,5-3-4-3-109-POc-drama-a,5-3-4-3-109-POc-drama-a,5-3
5-3-4-4-110-POc-qutok-a-1,,,,,3-12-4-3-374-POc-qutok-a,5-3-4-4-110-POc-qutok-a,5-3
5-3-4-6-113-POc-manawa-a-1,,,,,5-3-4-6-113-POc-manawa-a,5-3-4-6-113-POc-manawa-a,5-3
5-3-4-7-114-POc-nako-a-1,,,,,5-3-4-7-114-POc-nako-a,5-3-4-7-114-POc-nako-a,5-3
5-3-4-8-116-POc-papara-a-1,,,,,2-8-2-3-254-POc-papara-a,5-3-4-8-116-POc-papara-a,5-3
5-3-4-8-116-POc-babarli-a-1,,,,,2-8-2-3-254-POc-papara-a,5-3-4-8-116-POc-babarli-a,5-3
5-3-4-9-120-PEOc-pinupinunimata-a-1,,,,,5-3-4-9-120-PEOc-pinupinunimata-a,5-3-4-9-120-PEOc-pinupinunimata-a,5-3
5-3-4-11-124-POc-balrusu-a-1,,,,,5-3-4-11-124-POc-balrusu-a,5-3-4-11-124-POc-balrusu-a,5-3
5-3-4-12-127-POc-bibiri-a-1,,,,,5-3-4-12-127-POc-bibiri-a,5-3-4-12-127-POc-bibiri-a,5-3
5-3-4-12-128-POc-papaq-a-1,,,,,5-3-4-12-128-POc-papaq-a,5-3-4-12-128-POc-papaq-a,5-3
5-3-4-12-131-POc-nipo-a-1,,,,,5-3-4-12-131-POc-nipo-a,5-3-4-12-131-POc-nipo-a,5-3
5-3-4-12-133-POc-para-a-1,,,,,5-3-4-12-133-POc-para-a,5-3-4-12-133-POc-para-a,5-3
5-3-4-12-134-POc-bati-a-1,,,,,4-5-7-1-266-POc-bati-a,5-3-4-12-134-POc-bati-a,5-3
5-3-4-13-136-POc-kumi-a-1,,,,,5-3-4-13-136-POc-kumi-a,5-3-4-13-136-POc-kumi-a,5-3
5-3-4-14-140-PPn-korokoro-a-1,,,,,5-3-4-14-140-PPn-korokoro-a,5-3-4-14-140-PPn-korokoro-a,5-3
5-3-5-1-141-POc-takuru-a-1,,,,,5-3-5-1-141-POc-takuru-a,5-3-5-1-141-POc-takuru-a,5-3
5-3-5-3-143-POc-qapara-a-1,,,,,5-3-5-3-143-POc-qapara-a,5-3-5-3-143-POc-qapara-a,5-3
5-3-5-6-146-PSES-garogaro-a-1,,,,,5-3-5-6-146-PSES-garogaro-a,5-3-5-6-146-PSES-garogaro-a,5-3
5-3-5-6-147-POc-ragerage-a-1,,,,,5-3-5-6-147-POc-ragerage-a,5-3-5-6-147-POc-ragerage-a,5-3
5-3-5-6-147-PPn-kasokaso-a-1,,,,,5-3-5-6-147-PPn-kasokaso-a,5-3-5-6-147-PPn-kasokaso-a,5-3
5-3-5-9-150-POc-kapa-a-1,,,,,5-3-5-9-150-POc-kapa-a,5-3-5-9-150-POc-kapa-a,5-3
5-3-5-12-155-POc-bisi-a-1,,,,,5-3-5-12-155-POc-bisi-a,5-3-5-12-155-POc-bisi-a,5-3
5-3-5-12-155-POc-bboto-a-1,,,,,5-3-5-12-155-POc-bboto-a,5-3-5-12-155-POc-bboto-a,5-3
5-3-5-13-159-POc-tole-a-1,,,,,5-3-5-13-159-POc-tole-a,5-3-5-13-159-POc-tole-a,5-3
5-3-6-3-164-POc-mauri-a-1,,,,,5-3-6-3-164-POc-mauri-a,5-3-6-3-164-POc-mauri-a,5-3
5-3-6-5-168-POc-paqal-a-1,,,,,5-3-6-5-168-POc-paqal-a,5-3-6-5-168-POc-paqal-a,5-3
5-3-6-8-177-PWOc-kappa-a-1,,,,,5-3-6-8-177-PWOc-kappa-a,5-3-6-8-177-PWOc-kappa-a,5-3
5-3-7-2-182-PWOc-busaq-a-1,,,,,5-3-7-2-182-PWOc-busaq-a,5-3-7-2-182-PWOc-busaq-a,5-3
5-3-7-3-182-POc-paraq-a-1,,,,,5-3-7-3-182-POc-paraq-a,5-3-7-3-182-POc-paraq-a,5-3
5-3-7-3-183-POc-qatemaraqan-a-1,,,,,5-3-7-3-183-POc-qatemaraqan-a,5-3-7-3-183-POc-qatemaraqan-a,5-3
5-3-7-4-184-POc-toba-a-1,,,,,5-3-7-4-184-POc-toba-a,5-3-7-4-184-POc-toba-a,5-3
5-3-7-4-186-POc-manawa-a-1,,,,,5-3-4-6-113-POc-manawa-a,5-3-7-4-186-POc-manawa-a,5-3
5-3-8-3-199-POc-orok-a-1,,,,,5-3-8-3-199-POc-orok-a,5-3-8-3-199-POc-orok-a,5-3
5-4-2-1-212-PPn-ola-a-1,,,,,5-4-2-1-212-PPn-ola-a,5-4-2-1-212-PPn-ola-a,5-4
5-4-2-2-216-POc-qait-a-1,,,,,5-4-2-2-216-POc-qait-a,5-4-2-2-216-POc-qait-a,5-4
5-4-2-2-217-PEOc-pais-a-1,,,,,5-4-2-2-217-PEOc-pais-a,5-4-2-2-217-PEOc-pais-a,5-4
5-4-2-2-221-POc-pusa-a-1,,,,,5-4-2-2-221-POc-pusa-a,5-4-2-2-221-POc-pusa-a,5-4
5-4-2-2-222-POc-puta-a-1,,,,,5-4-2-2-222-POc-puta-a,5-4-2-2-222-POc-puta-a,5-4
5-4-2-2-222-PMM-poda-a-1,,,,,5-4-2-2-222-PMM-poda-a,5-4-2-2-222-PMM-poda-a,5-4
5-4-3-1-233-POc-kamu-a-1,,,,,5-4-3-1-233-POc-kamu-a,5-4-3-1-233-POc-kamu-a,5-4
5-4-3-1-233-POc-au-a-1,,,,,5-4-3-1-233-POc-au-a,5-4-3-1-233-POc-au-a,5-4
5-4-3-1-234-POc-aris-a-1,,,,,5-4-3-1-234-POc-aris-a,5-4-3-1-234-POc-aris-a,5-4
5-4-3-1-236-POc-as-a-1,,,,,5-4-3-1-236-POc-as-a,5-4-3-1-236-POc-as-a,5-4
5-4-3-1-238-POc-mamaq-a-1,,,,,5-4-3-1-238-POc-mamaq-a,5-4-3-1-238-POc-mamaq-a,5-4
5-4-3-1-239-POc-jamu-a-1,,,,,5-2-5-2-70-POc-jamu-a,5-4-3-1-239-POc-jamu-a,5-4
5-4-3-2-245-POc-gkaga-a-1,,,,,5-4-3-2-245-POc-gkaga-a,5-4-3-2-245-POc-gkaga-a,5-4
5-4-3-2-248-POc-sorop-a-1,,,,,5-4-3-2-248-POc-sorop-a,5-4-3-2-248-POc-sorop-a,5-4
5-4-3-2-250-PPn-momi-a-1,,,,,5-4-3-2-250-PPn-momi-a,5-4-3-2-250-PPn-momi-a,5-4
5-4-3-3-254-PCP-viakani-a-1,,,,,5-4-3-3-254-PCP-viakani-a,5-4-3-3-254-PCP-viakani-a,5-4
5-4-3-3-256-PCP-viainu-a-1,,,,,5-4-3-3-256-PCP-viainu-a,5-4-3-3-256-PCP-viainu-a,5-4
5-4-3-4-258-POc-polom-a-1,,,,,5-4-3-4-258-POc-polom-a,5-4-3-4-258-POc-polom-a,5-4
5-4-3-4-263-POc-tolom-b-1,,,,,5-4-3-4-259-POc-tilom-a,5-4-3-4-263-POc-tolom-b,5-4
5-4-3-5-272-POc-mumur-a-1,,,,,5-4-3-5-272-POc-mumur-a,5-4-3-5-272-POc-mumur-a,5-4
5-4-3-6-273-POc-misik-a-1,,,,,5-4-3-6-273-POc-misik-a,5-4-3-6-273-POc-misik-a,5-4
5-4-4-3-283-POc-kasupati-a-1,,,,,5-4-4-3-283-POc-kasupati-a,5-4-4-3-283-POc-kasupati-a,5-4
5-4-4-7-288-POc-mimis-a-1,,,,,5-4-4-7-288-POc-mimis-a,5-4-4-7-288-POc-mimis-a,5-4
5-4-4-7-290-PNGOc-bajurriu-a-1,,,,,5-4-4-7-290-PNGOc-bajurriu-a,5-4-4-7-290-PNGOc-bajurriu-a,5-4
5-4-4-8-291-POc-pekas-a-1,,,,,5-4-4-8-291-POc-pekas-a,5-4-4-8-291-POc-pekas-a,5-4
5-4-5-2-296-POc-ara-a-1,,,,,5-4-5-2-296-POc-ara-a,5-4-5-2-296-POc-ara-a,5-4
5-4-5-3-296-POc-orok-a-1,,,,,5-4-5-3-296-POc-orok-a,5-4-5-3-296-POc-orok-a,5-4
5-4-5-6-300-POc-mawap-a-1,,,,,5-4-5-6-300-POc-mawap-a,5-4-5-6-300-POc-mawap-a,5-4
5-4-5-8-304-POc-paus-a-1,,,,,5-4-5-8-304-POc-paus-a,5-4-5-8-304-POc-paus-a,5-4
5-4-5-9-305-POc-kasipe-a-1,,,,,5-4-5-9-305-POc-kasipe-a,5-4-5-9-305-POc-kasipe-a,5-4
5-4-5-9-306-POc-kasiek-a-1,,,,,5-4-5-9-306-POc-kasiek-a,5-4-5-9-306-POc-kasiek-a,5-4
5-4-5-9-307-POc-tise-a-1,,,,,5-4-5-9-307-POc-tise-a,5-4-5-9-307-POc-tise-a,5-4
5-4-5-9-307-PROc-matiua-a-1,,,,,5-4-5-9-307-PROc-matiua-a,5-4-5-9-307-PROc-matiua-a,5-4
5-4-6-2-311-PCP-viamoze-a-1,,,,,5-4-6-2-311-PCP-viamoze-a,5-4-6-2-311-PCP-viamoze-a,5-4
5-4-6-2-312-POc-malumalumu-a-1,,,,,5-4-6-2-312-POc-malumalumu-a,5-4-6-2-312-POc-malumalumu-a,5-4
5-4-6-2-313-PPn-fitaqa-a-1,,,,,5-4-6-2-313-PPn-fitaqa-a,5-4-6-2-313-PPn-fitaqa-a,5-4
5-4-6-3-313-POc-mipi-a-1,,,,,5-4-6-3-313-POc-mipi-a,5-4-6-3-313-POc-mipi-a,5-4
5-4-6-4-316-PCP-qadra-a-1,,,,,5-4-6-4-316-PCP-qadra-a,5-4-6-4-316-PCP-qadra-a,5-4
5-4-6-5-317-POc-kimo-a-1,,,,,5-4-6-5-317-POc-kimo-a,5-4-6-5-317-POc-kimo-a,5-4
5-4-7-2-319-POc-ii-a-1,,,,,5-4-7-2-319-POc-ii-a,5-4-7-2-319-POc-ii-a,5-4
5-4-7-2-320-POc-iisa-a-1,,,,,5-4-7-2-320-POc-iisa-a,5-4-7-2-320-POc-iisa-a,5-4
5-4-7-6-324-POc-riri-a-1,,,,,5-4-7-6-324-POc-riri-a,5-4-7-6-324-POc-riri-a,5-4
5-4-7-6-325-POc-dridri-a-1,,,,,5-4-7-6-325-POc-dridri-a,5-4-7-6-325-POc-dridri-a,5-4
5-4-7-6-327-PROc-drudru-a-1,,,,,5-4-7-6-327-PROc-drudru-a,5-4-7-6-327-PROc-drudru-a,5-4
5-5-3-1-336-POc-masakit-a-1,,,,,5-5-3-1-336-POc-masakit-a,5-5-3-1-336-POc-masakit-a,5-5
5-5-3-2-340-POc-paraoq-a-1,,,,,5-5-3-2-340-POc-paraoq-a,5-5-3-2-340-POc-paraoq-a,5-5
5-5-3-2-341-PNCV-vosa-a-1,,,,,5-5-3-2-341-PNCV-vosa-a,5-5-3-2-341-PNCV-vosa-a,5-5
5-5-3-2-344-POc-makato-a-1,,,,,5-5-3-2-344-POc-makato-a,5-5-3-2-344-POc-makato-a,5-5
5-5-3-2-345-PPn-maesho-a-1,,,,,5-5-3-2-345-PPn-maesho-a,5-5-3-2-345-PPn-maesho-a,5-5
5-5-3-3-346-POc-kurikuri-a-1,,,,,5-5-3-3-346-POc-kurikuri-a,5-5-3-3-346-POc-kurikuri-a,5-5
5-5-3-3-348-POc-pano-a-1,,,,,2-8-3-4-290-POc-pano-a,5-5-3-3-348-POc-pano-a,5-5
5-5-3-3-349-PROc-tani-a-1,,,,,5-5-3-3-349-PROc-tani-a,5-5-3-3-349-PROc-tani-a,5-5
5-5-3-4-350-POc-luka-a-1,,,,,5-5-3-4-350-POc-luka-a,5-5-3-4-350-POc-luka-a,5-5
5-5-3-4-350-PCP-jona-a-1,,,,,5-5-3-4-350-PCP-jona-a,5-5-3-4-350-PCP-jona-a,5-5
5-5-3-6-351-POc-uul-a-1,,,,,5-5-3-6-351-POc-uul-a,5-5-3-6-351-POc-uul-a,5-5
5-5-3-7-352-POc-ara-a-1,,,,,5-4-5-2-296-POc-ara-a,5-5-3-7-352-POc-ara-a,5-5
5-5-3-9-353-POc-sana-a-1,,,,,5-5-3-9-353-POc-sana-a,5-5-3-9-353-POc-sana-a,5-5
5-5-3-11-355-POc-tubuq-a-1,,,,,1-5-9-2-134-POc-tubuq-a,5-5-3-11-355-POc-tubuq-a,5-5
5-5-3-11-356-PEOc-tubua-a-1,,,,,5-5-3-11-356-PEOc-tubua-a,5-5-3-11-356-PEOc-tubua-a,5-5
5-5-3-13-357-POc-pular-a-1,,,,,5-5-3-13-357-POc-pular-a,5-5-3-13-357-POc-pular-a,5-5
5-5-3-14-358-POc-bool-a-1,,,,,5-5-3-14-358-POc-bool-a,5-5-3-14-358-POc-bool-a,5-5
5-5-3-16-360-PPn-ninimo-a-1,,,,,5-5-3-16-360-PPn-ninimo-a,5-5-3-16-360-PPn-ninimo-a,5-5
5-5-4-1-361-POc-mapo-a-1,,,,,5-5-4-1-361-POc-mapo-a,5-5-4-1-361-POc-mapo-a,5-5
5-5-4-2-362-POc-puras-a-1,,,,,5-5-4-2-362-POc-puras-a,5-5-4-2-362-POc-puras-a,5-5
5-5-4-2-363-POc-puruk-a-1,,,,,5-5-4-2-363-POc-puruk-a,5-5-4-2-363-POc-puruk-a,5-5
5-5-4-2-363-PROc-amosi-a-1,,,,,5-5-4-2-363-PROc-amosi-a,5-5-4-2-363-PROc-amosi-a,5-5
5-6-2-1-370-POc-nopoq-a-1,,,,,5-6-2-1-370-POc-nopoq-a,5-6-2-1-370-POc-nopoq-a,5-6
5-6-2-2-374-POc-tuqur-a-1,,,,,5-6-2-2-374-POc-tuqur-a,5-6-2-2-374-POc-tuqur-a,5-6
5-6-2-2-377-POc-madriri-a-1,,,,,5-6-2-2-377-POc-madriri-a,5-6-2-2-377-POc-madriri-a,5-6
5-6-2-2-377-PNGOc-midi-a-1,,,,,5-6-2-2-377-PNGOc-midi-a,5-6-2-2-377-PNGOc-midi-a,5-6
5-6-2-3-378-POc-qenop-a-1,,,,,5-6-2-3-378-POc-qenop-a,5-6-2-3-378-POc-qenop-a,5-6
5-6-2-4-382-POc-tuku-a-1,,,,,2-7-2-2-205-POc-tuku-a,5-6-2-4-382-POc-tuku-a,5-6
5-6-2-4-383-POc-sorop-a-1,,,,,5-6-2-4-383-POc-sorop-a,5-6-2-4-383-POc-sorop-a,5-6
5-6-2-4-384-POc-paralat-a-1,,,,,5-6-2-4-384-POc-paralat-a,5-6-2-4-384-POc-paralat-a,5-6
5-6-3-1-387-POc-la-a-1,,,,,5-6-3-1-386-POc-lako-a,5-6-3-1-387-POc-la-a,5-6
5-6-3-1-393-POc-rakat-a-1,,,,,5-6-3-1-393-POc-rakat-a,5-6-3-1-393-POc-rakat-a,5-6
5-6-3-2-400-POc-ropok-a-1,,,,,4-6-2-None-281-POc-ropok-a,5-6-3-2-400-POc-ropok-a,5-6
5-6-3-2-402-POc-ppukka-a-1,,,,,5-6-3-2-402-POc-ppukka-a,5-6-3-2-402-POc-ppukka-a,5-6
5-6-3-3-403-POc-palaur-a-1,,,,,5-6-3-3-403-POc-palaur-a,5-6-3-3-403-POc-palaur-a,5-6
5-6-4-1-409-POc-uliq-a-1,,,,,5-6-4-1-409-POc-uliq-a,5-6-4-1-409-POc-uliq-a,5-6
5-6-4-2-412-POc-liu-a-1,,,,,5-6-4-2-412-POc-liu-a,5-6-4-2-412-POc-liu-a,5-6
5-6-4-2-414-POc-likot-a-1,,,,,5-6-4-2-414-POc-likot-a,5-6-4-2-414-POc-likot-a,5-6
5-6-4-4-419-POc-paka-a-1,,,,,5-6-4-4-419-POc-paka-a,5-6-4-4-419-POc-paka-a,5-6
5-6-6-1-428-POc-kau-a-1,,,,,5-6-6-1-428-POc-kau-a,5-6-6-1-428-POc-kau-a,5-6
5-6-6-1-431-POc-qusur-a-1,,,,,5-6-6-1-431-POc-qusur-a,5-6-6-1-431-POc-qusur-a,5-6
5-6-6-2-434-POc-puat-a-1,,,,,5-6-6-2-434-POc-puat-a,5-6-6-2-434-POc-puat-a,5-6
5-6-6-2-435-POc-suqun-a-1,,,,,5-6-6-2-435-POc-suqun-a,5-6-6-2-435-POc-suqun-a,5-6
5-6-6-2-436-PWOc-kudru-a-1,,,,,5-6-6-2-436-PWOc-kudru-a,5-6-6-2-436-PWOc-kudru-a,5-6
5-6-6-2-441-POc-qappis-a-1,,,,,5-6-6-2-441-POc-qappis-a,5-6-6-2-441-POc-qappis-a,5-6
5-6-6-2-442-POc-qapin-a-1,,,,,5-3-5-4-144-POc-qapia-a,5-6-6-2-442-POc-qapin-a,5-6
5-6-6-3-449-POc-taruq-a-1,,,,,5-6-6-3-449-POc-taruq-a,5-6-6-3-449-POc-taruq-a,5-6
5-7-4-2-471-POc-kiris-a-1,,,,,5-7-4-2-471-POc-kiris-a,5-7-4-2-471-POc-kiris-a,5-7
5-7-6-1-476-POc-susup-a-1,,,,,5-7-6-1-476-POc-susup-a,5-7-6-1-476-POc-susup-a,5-7
5-7-6-1-481-POc-kaya-a-1,,,,,5-7-6-1-481-POc-kaya-a,5-7-6-1-481-POc-kaya-a,5-7
5-7-6-2-483-POc-puqi-a-1,,,,,5-7-6-2-483-POc-puqi-a,5-7-6-2-483-POc-puqi-a,5-7
5-8-2-None-494-POc-taddraq-a-1,,,,,5-8-2-None-494-POc-taddraq-a,5-8-2-None-494-POc-taddraq-a,5-8
5-8-4-None-503-POc-saoin-a-1,,,,,5-8-4-None-503-POc-saoin-a,5-8-4-None-503-POc-saoin-a,5-8
5-8-4-None-504-POc-quru-a-1,,,,,5-8-4-None-504-POc-quru-a,5-8-4-None-504-POc-quru-a,5-8
5-8-4-None-505-POc-asok-a-1,,,,,5-8-4-None-505-POc-asok-a,5-8-4-None-505-POc-asok-a,5-8
5-8-4-None-508-POc-qaor-a-1,,,,,5-8-4-None-508-POc-qaor-a,5-8-4-None-508-POc-qaor-a,5-8
5-8-5-None-512-POc-topo-a-1,,,,,5-8-5-None-512-POc-topo-a,5-8-5-None-512-POc-topo-a,5-8
5-8-5-None-515-PNCV-tiqeli-a-1,,,,,5-8-5-None-515-PNCV-tiqeli-a,5-8-5-None-515-PNCV-tiqeli-a,5-8
5-9-2-2-523-POc-lalo-a-1,,,,,5-9-2-2-523-POc-lalo-a,5-9-2-2-523-POc-lalo-a,5-9
5-10-2-None-540-POc-taqu-a-1,,,,,5-10-2-None-540-POc-taqu-a,5-10-2-None-540-POc-taqu-a,5-10
5-10-2-None-540-POc-mataqu-a-1,,,,,5-10-2-None-540-POc-mataqu-a,5-10-2-None-540-POc-mataqu-a,5-10
5-10-3-None-544-POc-nonom-a-1,,,,,5-10-3-None-544-POc-nonom-a,5-10-3-None-544-POc-nonom-a,5-10
5-10-3-None-547-POc-manacam-a-1,,,,,5-10-3-None-547-POc-manacam-a,5-10-3-None-547-POc-manacam-a,5-10
5-10-4-None-550-POc-tutuna-a-1,,,,,5-10-4-None-550-POc-tutuna-a,5-10-4-None-550-POc-tutuna-a,5-10
5-10-4-None-551-POc-tonuq-a-1,,,,,2-7-5-1-219-POc-tonuq-a,5-10-4-None-551-POc-tonuq-a,5-10
5-10-4-None-552-POc-maqoli-a-1,,,,,5-10-4-None-552-POc-maqoli-a,5-10-4-None-552-POc-maqoli-a,5-10
5-10-4-None-554-PSES-utu-a-1,,,,,5-10-4-None-554-PSES-utu-a,5-10-4-None-554-PSES-utu-a,5-10
5-10-11-None-565-POc-usuri-a-1,,,,,5-10-11-None-565-POc-usuri-a,5-10-11-None-565-POc-usuri-a,5-10
5-10-11-None-566-POc-nanau-a-1,,,,,5-10-11-None-566-POc-nanau-a,5-10-11-None-566-POc-nanau-a,5-10
5-11-2-2-568-POc-lapuat-a-1,,,,,2-7-2-None-197-POc-lapuat-a,5-11-2-2-568-POc-lapuat-a,5-11
5-11-2-3-570-POc-tubutubuka-a-1,,,,,5-11-2-3-570-POc-tubutubuka-a,5-11-2-3-570-POc-tubutubuka-a,5-11
5-11-2-4-572-PEOc-kaila-a-1,,,,,5-11-2-4-572-PEOc-kaila-a,5-11-2-4-572-PEOc-kaila-a,5-11
5-11-3-None-575-PPn-aa-a-1,,,,,5-11-3-None-575-PPn-aa-a,5-11-3-None-575-PPn-aa-a,5-11
5-11-3-1-578-POc-wasi-a-1,,,,,1-5-8-1-129-POc-wasi-a,5-11-3-1-578-POc-wasi-a,5-11
5-11-3-2-579-POc-qateppatu-a-1,,,,,5-11-3-2-579-POc-qateppatu-a,5-11-3-2-579-POc-qateppatu-a,5-11
5-11-4-2-585-POc-mayaq-a-1,,,,,5-11-4-2-585-POc-mayaq-a,5-11-4-2-585-POc-mayaq-a,5-11
5-11-4-3-587-POc-qarop-a-1,,,,,5-11-4-3-587-POc-qarop-a,5-11-4-3-587-POc-qarop-a,5-11
5-11-4-3-588-PWOc-qudu-a-1,,,,,5-11-4-3-588-PWOc-qudu-a,5-11-4-3-588-PWOc-qudu-a,5-11
5-11-5-None-593-POc-pian-a-1,,,,,5-11-5-None-593-POc-pian-a,5-11-5-None-593-POc-pian-a,5-11
5-11-6-1-596-POc-puia-a-1,,,,,5-11-6-1-596-POc-puia-a,5-11-6-1-596-POc-puia-a,5-11
5-11-6-2-598-POc-saqati-a-1,,,,,5-11-6-2-598-POc-saqati-a,5-11-6-2-598-POc-saqati-a,5-11
6-2-4-1-96-POc-wawa-a-1,,,,,6-2-4-1-96-POc-wawa-a,6-2-4-1-96-POc-wawa-a,6-2
6-2-4-1-99-POc-natu-a-1,,,,,6-2-4-1-99-POc-natu-a,6-2-4-1-99-POc-natu-a,6-2
6-2-4-1-102-POc-qalawa-a-1,,,,,6-2-4-1-102-POc-qalawa-a,6-2-4-1-102-POc-qalawa-a,6-2
6-2-4-1-103-POc-pascu-a-1,,,,,6-2-4-1-103-POc-pascu-a,6-2-4-1-103-POc-pascu-a,6-2
6-2-4-1-109-POc-bubui-a-1,,,,,6-2-4-1-109-POc-bubui-a,6-2-4-1-109-POc-bubui-a,6-2
6-2-4-1-110-POc-makubu-a-1,,,,,6-2-4-1-110-POc-makubu-a,6-2-4-1-110-POc-makubu-a,6-2
6-2-4-1-116-POc-kaka-a-1,,,,,6-2-4-1-116-POc-kaka-a,6-2-4-1-116-POc-kaka-a,6-2
6-2-4-1-118-POc-papine-a-1,,,,,6-2-4-1-118-POc-papine-a,6-2-4-1-118-POc-papine-a,6-2
6-2-4-1-120-PNCal-mane-a-1,,,,,6-2-4-1-120-PNCal-mane-a,6-2-4-1-120-PNCal-mane-a,6-2
6-2-4-1-122-PNGOc-lipu-a-1,,,,,6-2-4-1-122-PNGOc-lipu-a,6-2-4-1-122-PNGOc-lipu-a,6-2
6-2-4-2-134-PNCV-balika-a-1,,,,,6-2-4-2-134-PNCV-balika-a,6-2-4-2-134-PNCV-balika-a,6-2
6-4-2-2-154-PCPPPn-sau-a-1,,,,,6-4-2-2-154-PCPPPn-sau-a,6-4-2-2-154-PCPPPn-sau-a,6-4
6-5-4-None-181-POc-pera-a-1,,,,,1-3-3-7-63-POc-pera-a,6-5-4-None-181-POc-pera-a,6-5
6-5-4-None-182-POc-malaqai-a-1,,,,,6-5-4-None-182-POc-malaqai-a,6-5-4-None-182-POc-malaqai-a,6-5
6-6-2-2-198-POc-qaur-a-1,,,,,1-4-6-2-108-POc-kaur-a,6-6-2-2-198-POc-qaur-a,6-6
6-6-2-2-200-POc-paus-a-1,,,,,5-4-5-8-304-POc-paus-a,6-6-2-2-200-POc-paus-a,6-6
6-6-2-5-202-PEOc-parage-a-1,,,,,3-11-2-7-336-PEOc-parage-a,6-6-2-5-202-PEOc-parage-a,6-6
6-6-2-7-204-POc-koko-a-1,,,,,6-6-2-7-204-POc-koko-a,6-6-2-7-204-POc-koko-a,6-6
6-6-2-7-204-POc-garamut-a-1,,,,,1-4-6-4-109-POc-garamut-a,6-6-2-7-204-POc-garamut-a,6-6
6-6-2-7-205-POc-rali-a-1,,,,,6-6-2-7-205-POc-rali-a,6-6-2-7-205-POc-rali-a,6-6
6-6-3-1-208-POc-wari-a-1,,,,,6-6-3-1-208-POc-wari-a,6-6-3-1-208-POc-wari-a,6-6
6-6-3-1-208-POc-kanam-a-1,,,,,6-6-3-1-208-POc-kanam-a,6-6-3-1-208-POc-kanam-a,6-6
6-6-3-2-209-POc-rai-a-1,,,,,6-6-3-2-209-POc-rai-a,6-6-3-2-209-POc-rai-a,6-6
6-6-3-2-210-PChk-uru-a-1,,,,,6-6-3-2-210-PChk-uru-a,6-6-3-2-210-PChk-uru-a,6-6
6-6-3-2-211-PPn-siwa-a-1,,,,,6-6-3-2-211-PPn-siwa-a,6-6-3-2-211-PPn-siwa-a,6-6
6-6-3-3-212-POc-sarup-a-1,,,,,6-6-3-3-212-POc-sarup-a,6-6-3-3-212-POc-sarup-a,6-6
6-6-3-6-214-POc-roroor-a-1,,,,,6-6-3-6-214-POc-roroor-a,6-6-3-6-214-POc-roroor-a,6-6
6-6-3-7-216-PPn-tala-a-1,,,,,4-6-7-6-368-PPn-tala-a,6-6-3-7-216-PPn-tala-a,6-6
6-6-3-7-216-PNPn-kakai-a-1,,,,,6-6-3-7-216-PNPn-kakai-a,6-6-3-7-216-PNPn-kakai-a,6-6
6-6-4-1-220-POc-sagar-a-1,,,,,6-6-4-1-220-POc-sagar-a,6-6-4-1-220-POc-sagar-a,6-6
6-6-4-1-221-POc-mako-a-1,,,,,6-6-4-1-221-POc-mako-a,6-6-4-1-221-POc-mako-a,6-6
6-6-4-1-222-PNCV-sale-a-1,,,,,6-6-4-1-222-PNCV-sale-a,6-6-4-1-222-PNCV-sale-a,6-6
6-6-4-1-223-POc-pajar-a-1,,,,,5-7-4-1-470-POc-pajar-a,6-6-4-1-223-POc-pajar-a,6-6
6-6-6-3-229-POc-sikop-a-1,,,,,6-6-6-3-229-POc-sikop-a,6-6-6-3-229-POc-sikop-a,6-6
6-7-2-None-236-POc-qanitu-a-1,,,,,6-7-2-None-236-POc-qanitu-a,6-7-2-None-236-POc-qanitu-a,6-7
6-7-2-None-237-PNCV-qatamate-a-1,,,,,6-7-2-None-237-PNCV-qatamate-a,6-7-2-None-237-PNCV-qatamate-a,6-7
6-7-2-None-238-PNGOc-baraqum-a-1,,,,,6-7-2-None-238-PNGOc-baraqum-a,6-7-2-None-238-PNGOc-baraqum-a,6-7
6-7-4-None-243-POc-qata-a-1,,,,,5-3-9-1-205-POc-qata-a,6-7-4-None-243-POc-qata-a,6-7
6-7-5-None-245-POc-qatuan-a-1,,,,,6-7-5-None-245-POc-qatuan-a,6-7-5-None-245-POc-qatuan-a,6-7
6-7-5-None-246-POc-tubuqan-a-1,,,,,6-7-5-None-246-POc-tubuqan-a,6-7-5-None-246-POc-tubuqan-a,6-7
6-8-4-None-266-PNGOc-naba-a-1,,,,,6-8-4-None-266-PNGOc-naba-a,6-8-4-None-266-PNGOc-naba-a,6-8
6-10-2-None-285-POc-tabu-a-1,,,,,6-10-2-None-285-POc-tabu-a,6-10-2-None-285-POc-tabu-a,6-10
6-11-5-7-341-PROc-ucunu-a-1,,,,,6-11-5-7-341-PROc-ucunu-a,6-11-5-7-341-PROc-ucunu-a,6-11
6-11-5-7-341-POc-manuk-a-1,,,,,2-6-5-2-168-POc-manuk-a,6-11-5-7-341-POc-manuk-a,6-11
6-11-5-7-342-PChk-icci-a-1,,,,,6-11-5-7-342-PChk-icci-a,6-11-5-7-342-PChk-icci-a,6-11
6-11-5-7-342-ProtoChuukicPonapeic-tarobolu-a-1,,,,,6-11-5-7-342-ProtoChuukicPonapeic-tarobolu-a,6-11-5-7-342-ProtoChuukicPonapeic-tarobolu-a,6-11
