ID,Name,Description,Category,Comment,Cognateset_ID,CognatesetReference_ID,Chapter_ID
5-11-3-4-581-ses-lau-liororodoa,5-11-3-4-581-ses-lau-liororodoa,,,,,,5-11
5-11-3-4-581-ses-toabaita-rorodoa,5-11-3-4-581-ses-toabaita-rorodoa,,,,,,5-11
5-11-3-4-583-nng-poeng-lomatana,5-11-3-4-583-nng-poeng-lomatana,,,,,,5-11
5-11-3-4-583-pt-dobu-sinasinapu,5-11-3-4-583-pt-dobu-sinasinapu,,,,,,5-11
5-11-4-1-585-nng-mangap-kuliimozoro,5-11-4-1-585-nng-mangap-kuliimozoro,,,,,,5-11
5-11-4-3-588-adm-nyindrou-adehadruinta,5-11-4-3-588-adm-nyindrou-adehadruinta,,,,,,5-11
5-11-4-4-588-nng-takia-ilouyan,5-11-4-4-588-nng-takia-ilouyan,,,,,,5-11
5-11-4-5-589-nng-yabem-allmwapa,5-11-4-5-589-nng-yabem-allmwapa,,,,,,5-11
5-11-4-5-589-pn-tongan-mafasia,5-11-4-5-589-pn-tongan-mafasia,,,,,,5-11
5-11-4-5-589-nng-takia-ilosaian,5-11-4-5-589-nng-takia-ilosaian,,,,,,5-11
5-11-4-5-589-nng-takia-tiaesaian,5-11-4-5-589-nng-takia-tiaesaian,,,,,,5-11
5-11-4-5-589-nng-takia-ilomadai,5-11-4-5-589-nng-takia-ilomadai,,,,,,5-11
5-11-4-6-591-nng-yabem-ttagoau,5-11-4-6-591-nng-yabem-ttagoau,,,,,,5-11
5-11-4-6-591-adm-nyindrou-drineibukujih,5-11-4-6-591-adm-nyindrou-drineibukujih,,,,,,5-11
5-11-4-7-591-nng-takia-iloibalkaluk,5-11-4-7-591-nng-takia-iloibalkaluk,,,,,,5-11
5-11-4-8-592-mm-nakanai-lahatelaraga,5-11-4-8-592-mm-nakanai-lahatelaraga,,,,,,5-11
5-11-5-None-593-nng-takia-leo,5-11-5-None-593-nng-takia-leo,,,,,,5-11
5-11-5-None-593-ses-longgu-taliinu,5-11-5-None-593-ses-longgu-taliinu,,,,,,5-11
5-11-5-None-593-ses-areare-siri,5-11-5-None-593-ses-areare-siri,,,,,,5-11
5-11-5-None-594-nng-takia-youomat,5-11-5-None-594-nng-takia-youomat,,,,,,5-11
5-11-6-2-599-pt-motu-karadika,5-11-6-2-599-pt-motu-karadika,,,,,,5-11
6-2-3-6-77-yap-yapese-citinio,6-2-3-6-77-yap-yapese-citinio,,,,,,6-2
6-2-4-1-91-adm-pak-hirino,6-2-4-1-91-adm-pak-hirino,,,,,,6-2
6-2-4-1-91-ncv-mota-raveve,6-2-4-1-91-ncv-mota-raveve,,,,,,6-2
6-2-4-1-93-pn-rapa-metuavahine,6-2-4-1-93-pn-rapa-metuavahine,,,,,,6-2
6-2-4-1-93-pn-niue-matuafifine,6-2-4-1-93-pn-niue-matuafifine,,,,,,6-2
6-2-4-1-111-ses-saa-wauehaarua,6-2-4-1-111-ses-saa-wauehaarua,,,,,,6-2
6-2-4-1-123-pn-anuta-kave,6-2-4-1-123-pn-anuta-kave,,,,,,6-2
6-4-2-2-157-mic-trukese-kaia,6-4-2-2-157-mic-trukese-kaia,,,,,,6-4
6-4-2-2-158-pn-tongan-tua,6-4-2-2-158-pn-tongan-tua,,,,,,6-4
6-4-5-2-171-mic-marshallese-iroijlabalap,6-4-5-2-171-mic-marshallese-iroijlabalap,,,,,,6-4
6-4-5-2-172-ses-kwaraae-sarii,6-4-5-2-172-ses-kwaraae-sarii,,,,,,6-4
6-4-5-2-172-adm-nyindrou-lauleleyah,6-4-5-2-172-adm-nyindrou-lauleleyah,,,,,,6-4
6-4-5-2-173-ses-gela-mala,6-4-5-2-173-ses-gela-mala,,,,,,6-4
6-5-5-1-184-adm-mussau-anua,6-5-5-1-184-adm-mussau-anua,,,,,,6-5
6-5-5-1-185-wmp-belau-beluu,6-5-5-1-185-wmp-belau-beluu,,,,,,6-5
6-5-5-3-193-pn-tongan-taataifonua,6-5-5-3-193-pn-tongan-taataifonua,,,,,,6-5
6-6-2-7-205-pt-tawala-pate,6-6-2-7-205-pt-tawala-pate,,,,,,6-6
6-8-2-2-254-nng-manam-dimate,6-8-2-2-254-nng-manam-dimate,,,,,,6-8
6-8-3-None-261-pn-tahitian-tahua,6-8-3-None-261-pn-tahitian-tahua,,,,,,6-8
6-8-4-None-265-adm-lou-palop,6-8-4-None-265-adm-lou-palop,,,,,,6-8
6-8-4-None-265-ncv-raga-barahuva,6-8-4-None-265-ncv-raga-barahuva,,,,,,6-8
6-9-3-2-275-mm-nehan-mana,6-9-3-2-275-mm-nehan-mana,,,,,,6-9
6-9-3-2-276-mm-varisi-mana,6-9-3-2-276-mm-varisi-mana,,,,,,6-9
6-9-5-None-279-sv-lenakel-emnait,6-9-5-None-279-sv-lenakel-emnait,,,,,,6-9
6-9-5-None-279-ses-gela-mana,6-9-5-None-279-ses-gela-mana,,,,,,6-9
6-11-4-3-311-ses-gela-odu,6-11-4-3-311-ses-gela-odu,,,,,,6-11
6-11-4-3-311-fij-bauan-balololailai,6-11-4-3-311-fij-bauan-balololailai,,,,,,6-11
6-11-4-3-312-pn-efutunan-palolomua,6-11-4-3-312-pn-efutunan-palolomua,,,,,,6-11
6-11-5-1-322-nng-wogeo-rakum,6-11-5-1-322-nng-wogeo-rakum,,,,,,6-11
6-11-5-1-323-nng-maenge-vegapana,6-11-5-1-323-nng-maenge-vegapana,,,,,,6-11
6-11-5-1-325-nng-mangap-bui,6-11-5-1-325-nng-mangap-bui,,,,,,6-11
6-11-5-2-330-pt-motu-guiraura,6-11-5-2-330-pt-motu-guiraura,,,,,,6-11
6-11-5-2-331-pt-balawaia-manubada,6-11-5-2-331-pt-balawaia-manubada,,,,,,6-11
6-11-5-3-332-mm-nakanai-etolobubu,6-11-5-3-332-mm-nakanai-etolobubu,,,,,,6-11
6-11-5-4-334-ses-saa-huleilade,6-11-5-4-334-ses-saa-huleilade,,,,,,6-11
6-11-5-6-339-fij-bauan-vulaiwerewere,6-11-5-6-339-fij-bauan-vulaiwerewere,,,,,,6-11
6-11-6-1-359-nng-manam-kaleazomzom,6-11-6-1-359-nng-manam-kaleazomzom,,,,,,6-11
6-11-6-1-360-pt-iduna-vaikohigivivilina,6-11-6-1-360-pt-iduna-vaikohigivivilina,,,,,,6-11
6-11-6-1-360-mm-teop-sivaoabera,6-11-6-1-360-mm-teop-sivaoabera,,,,,,6-11
6-11-6-1-360-pt-motu-matoa,6-11-6-1-360-pt-motu-matoa,,,,,,6-11
6-11-6-2-360-adm-drehet-pulokxop,6-11-6-2-360-adm-drehet-pulokxop,,,,,,6-11
6-11-6-2-361-nng-mangap-puluipet,6-11-6-2-361-nng-mangap-puluipet,,,,,,6-11
6-11-6-2-361-mm-nehan-koburubialoko,6-11-6-2-361-mm-nehan-koburubialoko,,,,,,6-11
6-11-6-2-361-pt-iduna-vaikohibakabakalina,6-11-6-2-361-pt-iduna-vaikohibakabakalina,,,,,,6-11
6-11-6-3-361-adm-drehet-kisiepu,6-11-6-3-361-adm-drehet-kisiepu,,,,,,6-11
6-11-6-4-362-pt-kilivila-kapatu,6-11-6-4-362-pt-kilivila-kapatu,,,,,,6-11
6-11-6-4-363-pt-motu-doai,6-11-6-4-363-pt-motu-doai,,,,,,6-11
6-11-6-4-363-ses-toabaita-siki,6-11-6-4-363-ses-toabaita-siki,,,,,,6-11
6-11-6-4-363-ncv-mwotlap-nowoltgyw,6-11-6-4-363-ncv-mwotlap-nowoltgyw,,,,,,6-11
6-11-6-4-363-sv-lenakel-moukvi,6-11-6-4-363-sv-lenakel-moukvi,,,,,,6-11
6-11-6-4-365-nng-bariai-taikoitaldodom,6-11-6-4-365-nng-bariai-taikoitaldodom,,,,,,6-11
6-11-6-4-365-ses-owa-karenafaaifa,6-11-6-4-365-ses-owa-karenafaaifa,,,,,,6-11
6-12-3-3-387-mm-ramoaaina-tiri,6-12-3-3-387-mm-ramoaaina-tiri,,,,,,6-12
6-12-6-None-400-adm-baluan-pa,6-12-6-None-400-adm-baluan-pa,,,,,,6-12
6-13-5-1-414-adm-titan-kanian,6-13-5-1-414-adm-titan-kanian,,,,,,6-13
6-13-6-None-421-adm-wuvulu-inawarefanau,6-13-6-None-421-adm-wuvulu-inawarefanau,,,,,,6-13
6-14-4-1-449-sj-yamna-tes,6-14-4-1-449-sj-yamna-tes,,,,,,6-14
6-14-4-1-454-nng-dami-takale,6-14-4-1-454-nng-dami-takale,,,,,,6-14
6-14-5-1-477-ncv-tirax-nmlnan,6-14-5-1-477-ncv-tirax-nmlnan,,,,,,6-14
6-14-5-1-478-pt-lala-ivanmlna,6-14-5-1-478-pt-lala-ivanmlna,,,,,,6-14
6-15-5-None-527-nng-malalamai-nimandaainda,6-15-5-None-527-nng-malalamai-nimandaainda,,,,,,6-15
6-15-5-None-527-adm-seimat-seilontel,6-15-5-None-527-adm-seimat-seilontel,,,,,,6-15
6-15-5-None-528-pt-gumawana-korototayamoikavava,6-15-5-None-528-pt-gumawana-korototayamoikavava,,,,,,6-15
6-16-4-None-553-nng-kove-walaravarexe,6-16-4-None-553-nng-kove-walaravarexe,,,,,,6-16
6-16-5-1-556-nng-bariai-leoa,6-16-5-1-556-nng-bariai-leoa,,,,,,6-16
6-16-5-2-557-ses-bugotu-posileo,6-16-5-2-557-ses-bugotu-posileo,,,,,,6-16
6-16-5-3-558-ses-ulawa-kaoisao,6-16-5-3-558-ses-ulawa-kaoisao,,,,,,6-16
6-16-6-1-561-nng-mbula-reo,6-16-6-1-561-nng-mbula-reo,,,,,,6-16
6-16-6-2-562-nng-kove-vataa,6-16-6-2-562-nng-kove-vataa,,,,,,6-16
6-16-6-3-563-nng-kove-walaravarexe,6-16-6-3-563-nng-kove-walaravarexe,,,,,,6-16
6-16-6-3-563-pt-kilivila-lipoi,6-16-6-3-563-pt-kilivila-lipoi,,,,,,6-16
6-16-6-3-564-pt-kilivila-tomaidona,6-16-6-3-564-pt-kilivila-tomaidona,,,,,,6-16
6-16-6-4-565-nng-mangap-yok,6-16-6-4-565-nng-mangap-yok,,,,,,6-16
