ID,Cfset_ID,Form_ID,Comment,Source,Footnote_Number,Ordinal,Gloss_IDs,Subgroup
1-9-3-8-261-POc-botak-a-1-2,1-9-3-8-261-POc-botak-a-1,bauanfijian-bete-1,,,,2,12231,
1-9-3-8-261-POc-kakas-a-1-1,1-9-3-8-261-POc-kakas-a-1,lau-kakari-1,,,,1,12241,
1-9-3-8-261-POc-kakas-a-1-2,1-9-3-8-261-POc-kakas-a-1,marshallese-kek-1,,,,2,12242,
1-9-3-9-263-POc-sika-a-1-1,1-9-3-9-263-POc-sika-a-1,arosi-sigo-1,,,,1,12294,
1-9-4-2-266-POc-buru-a-1-1,1-9-4-2-266-POc-buru-a-1,tawala-buhu-1,,,,1,12364,
1-9-4-2-266-POc-buru-a-1-2,1-9-4-2-266-POc-buru-a-1,motu-budu-1,,,,2,12365,
1-9-4-2-266-POc-buru-a-1-3,1-9-4-2-266-POc-buru-a-1,motu-ibudu-1,,,,3,12366,
1-9-5-2-276-PEOc-porak-a-1-1,1-9-5-2-276-PEOc-porak-a-1,tolai-vatabora-1,,,,1,12710,
1-9-6-1-278-POc-saput-a-1-1,1-9-6-1-278-POc-saput-a-1,roviana-zapu-1,,,,1,9938,
1-9-6-1-279-POc-sapaki-a-1-1,1-9-6-1-279-POc-sapaki-a-1,ponapean-sapak-1,,,,1,12748,
1-9-6-1-279-POc-paki-a-1-1,1-9-6-1-279-POc-paki-a-1,sengseng-pak-1,,,,1,9963,
1-9-6-1-279-POc-paki-a-1-2,1-9-6-1-279-POc-paki-a-1,motu-baki-1,,,,2,9964,
1-9-6-1-279-POc-paki-a-1-3,1-9-6-1-279-POc-paki-a-1,tongan-paki-1,,,,3,9965,
1-9-7-None-282-POc-ppippit-a-1-1,1-9-7-None-282-POc-ppippit-a-1,gumawana-bibi-1,,,,1,10605,
1-9-7-None-282-POc-ppippit-a-1-2,1-9-7-None-282-POc-ppippit-a-1,gumawana-vatabibi-1,,,,2,10606,
1-9-7-None-282-POc-ppippit-a-1-3,1-9-7-None-282-POc-ppippit-a-1,arosi-bibi-1,,,,3,10607,
1-9-7-None-283-PNNG-ppisak-a-1-1,1-9-7-None-283-PNNG-ppisak-a-1,mangap-bibizi-1,,,,1,12835,
1-9-7-None-283-PNNG-ppisak-a-1-2,1-9-7-None-283-PNNG-ppisak-a-1,mangap-parbibizi-1,,,,2,12836,
1-9-8-None-286-POc-piri-a-1-1,1-9-8-None-286-POc-piri-a-1,gumawana-kipili-1,,,,1,8864,
1-9-8-None-286-POc-piri-a-1-2,1-9-8-None-286-POc-piri-a-1,tolai-pir-1,,,,2,8850,
1-9-8-None-287-PEOc-piripiri-a-1-1,1-9-8-None-287-PEOc-piripiri-a-1,woleaian-piripir-1,,,,1,8868,
1-9-8-None-287-POc-piro-a-1-1,1-9-8-None-287-POc-piro-a-1,gapapaiwa-piro-1,,,,1,12891,
1-9-8-None-287-POc-piro-a-1-2,1-9-8-None-287-POc-piro-a-1,arosi-piro-1,,,,2,12892,
1-9-8-None-287-POc-piro-a-1-3,1-9-8-None-287-POc-piro-a-1,marshallese-piro-1,,,,3,12893,
1-9-8-None-287-PEOc-pilos-a-1-1,1-9-8-None-287-PEOc-pilos-a-1,mengen-bulosi-1,,,,1,12906,
1-9-8-None-287-PEOc-pilos-a-1-2,1-9-8-None-287-PEOc-pilos-a-1,nakanai-pulo-1,,,,2,12907,
1-9-8-None-287-PEOc-pilos-a-1-3,1-9-8-None-287-PEOc-pilos-a-1,meramera-pule-1,,,,3,12908,
1-9-8-None-287-PEOc-pilos-a-1-4,1-9-8-None-287-PEOc-pilos-a-1,saa-pulo-1,,,,4,12909,
1-9-8-None-287-PEOc-pilos-a-1-5,1-9-8-None-287-PEOc-pilos-a-1,lau-bulobulo-1,,,,5,12910,
1-9-8-None-287-PEOc-pilos-a-1-6,1-9-8-None-287-PEOc-pilos-a-1,ifiramele-polosia-1,,,,6,12911,
1-9-8-None-289-PWOc-buogo-a-1-1,1-9-8-None-289-PWOc-buogo-a-1,nakanai-vugo-1,,,,1,12941,
1-9-8-None-289-POc-kilis-a-1-1,1-9-8-None-289-POc-kilis-a-1,nadroga-gili-1,,,,1,12949,
1-9-8-None-289-POc-kilis-a-1-2,1-9-8-None-289-POc-kilis-a-1,bauanfijian-gili-1,,,,2,12950,
1-9-11-None-294-POc-sokot-a-1-1,1-9-11-None-294-POc-sokot-a-1,arosi-togo-1,,,,1,9622,
5-2-2-1-38-POc-tau-a-1-1,5-2-2-1-38-POc-tau-a-1,gela-tau-1,,,,1,13067,
5-2-2-2-44-POc-tamataq-a-1-1,5-2-2-2-44-POc-tamataq-a-1,mussau-taumatu-1,,,,1,13158,
5-2-2-2-45-POc-taumate-a-1-1,5-2-2-2-45-POc-taumate-a-1,mota-tamate-1,,,,1,13167,
5-2-2-2-45-POc-taumate-a-1-2,5-2-2-2-45-POc-taumate-a-1,mwotlap-tmat-1,,,,2,13168,
5-2-2-2-45-POc-taumate-a-1-3,5-2-2-2-45-POc-taumate-a-1,nokuku-temate-1,,,,3,13169,
5-2-2-2-45-POc-taumate-a-1-4,5-2-2-2-45-POc-taumate-a-1,paamese-temate-1,,,,4,13170,
5-2-2-3-46-POc-qata-a-1-1,5-2-2-3-46-POc-qata-a-1,pije-kaca-1,,,,1,13190,
5-2-2-3-46-POc-qata-a-1-2,5-2-2-3-46-POc-qata-a-1,fwai-kaya-1,,,,2,13191,
5-2-2-3-46-POc-qata-a-1-3,5-2-2-3-46-POc-qata-a-1,jawe-kaya-1,,,,3,13192,
5-2-2-3-46-POc-qata-a-1-4,5-2-2-3-46-POc-qata-a-1,nemi-kaca-1,,,,4,13193,
5-2-2-3-46-POc-qata-a-1-5,5-2-2-3-46-POc-qata-a-1,xaracuu-ka-1,,,,5,13194,
5-2-3-2-56-POc-qatapine-a-1-1,5-2-3-2-56-POc-qatapine-a-1,tongan-taahine-1,,,,1,13492,
5-2-3-2-56-POc-qatapine-a-1-2,5-2-3-2-56-POc-qatapine-a-1,rennellese-taahine-1,,,,2,13493,
5-2-3-2-56-POc-qatapine-a-1-3,5-2-3-2-56-POc-qatapine-a-1,samoan-teine-1,,,,3,13494,
5-2-4-2-62-POc-meramera-a-1-1,5-2-4-2-62-POc-meramera-a-1,misima-melumelu-1,,,,1,13557,
5-2-4-2-62-POc-meramera-a-1-2,5-2-4-2-62-POc-meramera-a-1,misima-memelona-2,,,,2,13558,
5-2-4-2-64-POc-qitik-a-1-1,5-2-4-2-64-POc-qitik-a-1,nehan-keketiki-1,,,,1,13603,
5-2-4-3-65-POc-paqoru-a-1-1,5-2-4-3-65-POc-paqoru-a-1,medebur-kaidikwaun-2,,,,1,13629,
5-2-4-3-65-POc-paqoru-a-1-2,5-2-4-3-65-POc-paqoru-a-1,mutu-erpau-1,,,,2,13630,
5-2-4-3-65-POc-paqoru-a-1-3,5-2-4-3-65-POc-paqoru-a-1,atui-ulpo-1,,,,3,13631,
5-2-4-3-65-POc-paqoru-a-1-4,5-2-4-3-65-POc-paqoru-a-1,gumawana-tubuwau-1,,,,4,13632,
5-2-4-3-65-POc-paqoru-a-1-5,5-2-4-3-65-POc-paqoru-a-1,misima-heval-1,,,,5,13633,
5-2-4-3-65-POc-paqoru-a-1-6,5-2-4-3-65-POc-paqoru-a-1,sinaugoro-fouvariu-1,,,,6,13634,
5-2-4-3-65-POc-paqoru-a-1-7,5-2-4-3-65-POc-paqoru-a-1,torau-podoauru-1,,,,7,13635,
5-2-4-3-65-POc-paqoru-a-1-8,5-2-4-3-65-POc-paqoru-a-1,monoalu-porohaulu-1,,,,8,13636,
5-2-4-3-65-POc-paqoru-a-1-9,5-2-4-3-65-POc-paqoru-a-1,bugotu-luvaolu-1,,,,9,13637,
5-2-4-3-65-POc-paqoru-a-1-10,5-2-4-3-65-POc-paqoru-a-1,gela-vaolu-1,,,,10,13638,
5-2-4-3-65-POc-paqoru-a-1-11,5-2-4-3-65-POc-paqoru-a-1,areare-manehaoru-1,,,,11,13639,
5-2-4-3-65-POc-paqoru-a-1-12,5-2-4-3-65-POc-paqoru-a-1,areare-kenihaoru-1,,,,12,13640,
5-2-4-3-65-POc-paqoru-a-1-13,5-2-4-3-65-POc-paqoru-a-1,ulawa-kenihaolu-1,,,,13,13641,
5-2-4-3-65-POc-paqoru-a-1-14,5-2-4-3-65-POc-paqoru-a-1,lewo-yaruviulala-1,,,,14,13642,
5-2-4-3-65-POc-paqoru-a-1-15,5-2-4-3-65-POc-paqoru-a-1,bauanfijian-auravou-1,,,,15,13643,
5-2-4-3-65-POc-paqoru-a-1-16,5-2-4-3-65-POc-paqoru-a-1,wayan-saravou-1,,,,16,13644,
5-2-4-6-69-POc-marap-a-1-1,5-2-4-6-69-POc-marap-a-1,pncv-tamaraai-1,,,,1,13717,
5-2-4-6-69-POc-marap-a-1-2,5-2-4-6-69-POc-marap-a-1,lehali-tamaj-1,,,,2,13718,
5-2-4-6-69-POc-marap-a-1-3,5-2-4-6-69-POc-marap-a-1,mota-tamaraai-1,,,,3,13719,
5-2-4-6-69-POc-marap-a-1-4,5-2-4-6-69-POc-marap-a-1,mwotlap-tamay-1,,,,4,13720,
5-2-4-6-69-POc-marap-a-1-5,5-2-4-6-69-POc-marap-a-1,lakon-tama-1,,,,5,13721,
5-2-4-6-69-POc-marap-a-1-6,5-2-4-6-69-POc-marap-a-1,ambae-tamaraai-1,,,,6,13722,
5-2-4-6-69-POc-marap-a-1-7,5-2-4-6-69-POc-marap-a-1,marshallese-mor-1,,,,7,13723,
5-2-5-2-70-POc-jamu-a-1-1,5-2-5-2-70-POc-jamu-a-1,manam-amuna-1,,,,1,13754,
5-3-2-1-79-PPn-tino-a-1-1,5-3-2-1-79-PPn-tino-a-1,bugotu-tono-1,,,,1,13853,
5-3-2-1-79-PPn-tino-a-1-2,5-3-2-1-79-PPn-tino-a-1,gela-tono-1,,,,2,13854,
5-3-3-3-82-POc-draraq-a-1-1,5-3-3-3-82-POc-draraq-a-1,roviana-ehara-1,,,,1,14012,
5-3-3-3-82-POc-draraq-a-1-2,5-3-3-3-82-POc-draraq-a-1,gela-ara-1,,,,2,14013,
5-3-3-4-85-POc-tuqan-a-1-1,5-3-3-4-85-POc-tuqan-a-1,gela-tua-1,,,,1,14071,
5-3-3-4-85-POc-tuqan-a-1-2,5-3-3-4-85-POc-tuqan-a-1,westguadalcanal-tua-1,,,,2,14072,
5-3-3-4-85-POc-tuqan-a-1-3,5-3-3-4-85-POc-tuqan-a-1,talise-tua-1,,,,3,14073,
5-3-3-4-85-POc-tuqan-a-1-4,5-3-3-4-85-POc-tuqan-a-1,birao-tua-1,,,,4,14074,
5-3-3-4-85-POc-tuqan-a-1-5,5-3-3-4-85-POc-tuqan-a-1,lengo-tua-1,,,,5,14075,
5-3-3-4-85-POc-tuqan-a-1-6,5-3-3-4-85-POc-tuqan-a-1,arosi-uwa-1,,,,6,14076,
5-3-3-4-85-POc-tuqan-a-1-7,5-3-3-4-85-POc-tuqan-a-1,bauro-auwa-1,,,,7,14077,
5-3-3-4-85-POc-tuqan-a-1-8,5-3-3-4-85-POc-tuqan-a-1,fagani-auwa-1,,,,8,14078,
5-3-3-4-88-POc-suri-a-1-1,5-3-3-4-88-POc-suri-a-1,nyindrou-druwi-1,,,,1,14128,
5-3-3-4-88-POc-suri-a-1-2,5-3-3-4-88-POc-suri-a-1,barim-tura-1,,,,2,14129,
5-3-3-4-88-POc-suri-a-1-3,5-3-3-4-88-POc-suri-a-1,lukep-tura-1,,,,3,14130,
5-3-3-4-88-POc-suri-a-1-4,5-3-3-4-88-POc-suri-a-1,malasanga-tura-1,,,,4,14131,
5-3-3-4-88-POc-suri-a-1-5,5-3-3-4-88-POc-suri-a-1,mangap-tiro-1,,,,5,14132,
5-3-3-4-88-POc-suri-a-1-6,5-3-3-4-88-POc-suri-a-1,dawawa-turia-1,,,,6,14133,
5-3-3-4-88-POc-suri-a-1-7,5-3-3-4-88-POc-suri-a-1,gapapaiwa-tuira-1,,,,7,14134,
5-3-3-4-88-POc-suri-a-1-8,5-3-3-4-88-POc-suri-a-1,sinaugoro-turia-1,,,,8,14135,
5-3-3-4-88-POc-suri-a-1-9,5-3-3-4-88-POc-suri-a-1,motu-turia-1,,,,9,14136,
5-3-3-4-88-POc-suri-a-1-10,5-3-3-4-88-POc-suri-a-1,doura-kuria-1,,,,10,14137,
5-3-3-4-88-POc-suri-a-1-11,5-3-3-4-88-POc-suri-a-1,carolinian-s-1,,,,11,14138,
5-3-3-4-88-POc-suri-a-1-12,5-3-3-4-88-POc-suri-a-1,woleaian-s-1,,,,12,14139,
5-3-3-6-91-POc-kiras-a-1-1,5-3-3-6-91-POc-kiras-a-1,lau-kida-1,,,,1,14199,
5-3-3-7-95-POc-papata-a-1-1,5-3-3-7-95-POc-papata-a-1,mwotlap-pas-1,,,,1,14312,
5-3-3-7-95-POc-papata-a-1-2,5-3-3-7-95-POc-papata-a-1,mota-pasa-1,,,,2,14313,
5-3-3-7-95-POc-papata-a-1-3,5-3-3-7-95-POc-papata-a-1,lenakel-apa-1,,,,3,14314,
5-3-3-7-95-POc-papata-a-1-4,5-3-3-7-95-POc-papata-a-1,kwamera-apa-1,,,,4,14315,
5-3-3-9-98-POc-urat-a-1-1,5-3-3-9-98-POc-urat-a-1,rotuman-uaua-1,,,,1,14441,
5-3-3-9-100-POc-waroc-a-1-1,5-3-3-9-100-POc-waroc-a-1,pncv-karo-1,,,,1,14478,
5-3-3-9-100-POc-waroc-a-1-2,5-3-3-9-100-POc-waroc-a-1,maewo-ao-1,,,,2,14479,
5-3-3-9-100-POc-waroc-a-1-3,5-3-3-9-100-POc-waroc-a-1,ambae-karohuwe-1,,,,3,14480,
5-3-4-2-104-POc-ppatuk-a-1-1,5-3-4-2-104-POc-ppatuk-a-1,numbami-watu-1,,,,1,14568,
5-3-4-2-104-POc-ppatuk-a-1-2,5-3-4-2-104-POc-ppatuk-a-1,gela-vatula-1,,,,2,14569,
5-3-4-2-104-POc-ppatuk-a-1-3,5-3-4-2-104-POc-ppatuk-a-1,protocentralmicronesian-fatuku-1,,,,3,14570,
5-3-4-2-104-POc-ppatuk-a-1-4,5-3-4-2-104-POc-ppatuk-a-1,kiribati-teatu-1,,,,4,14571,
5-3-4-2-104-POc-ppatuk-a-1-5,5-3-4-2-104-POc-ppatuk-a-1,puloannian-ax-1,,,,5,14572,
5-3-4-2-104-POc-ppatuk-a-1-6,5-3-4-2-104-POc-ppatuk-a-1,sonsorolese-faduku-1,,,,6,14573,
5-3-4-2-107-POc-pau-a-1-1,5-3-4-2-107-POc-pau-a-1,gumawana-bobou-1,,,,1,14667,
5-3-4-2-107-POc-pau-a-1-2,5-3-4-2-107-POc-pau-a-1,roro-pau-1,,,,2,14668,
5-3-4-2-107-POc-pau-a-1-3,5-3-4-2-107-POc-pau-a-1,kuni-bau-1,,,,3,14669,
5-3-4-3-108-POc-raqe-a-1-1,5-3-4-3-108-POc-raqe-a-1,mussau-patilaka-1,,,,1,14698,
5-3-4-3-108-POc-raqe-a-1-2,5-3-4-3-108-POc-raqe-a-1,lamasong-patlak-2,,,,2,14699,
5-3-4-3-108-POc-raqe-a-1-3,5-3-4-3-108-POc-raqe-a-1,madak-patlakuat-1,,,,3,14700,
5-3-4-3-108-POc-raqe-a-1-4,5-3-4-3-108-POc-raqe-a-1,bugotu-lae-1,,,,4,14701,
5-3-4-3-109-POc-drama-a-1-1,5-3-4-3-109-POc-drama-a-1,maposbuang-daba-1,,,,1,14726,
5-3-4-3-109-POc-drama-a-1-2,5-3-4-3-109-POc-drama-a-1,kilivila-daba-1,,,,2,14727,
5-3-4-3-109-POc-drama-a-1-3,5-3-4-3-109-POc-drama-a-1,gumawana-daba-1,,,,3,14728,
5-3-4-4-110-POc-qutok-a-1-1,5-3-4-4-110-POc-qutok-a-1,saa-uto-1,,,,1,14763,
5-3-4-4-110-POc-qutok-a-1-2,5-3-4-4-110-POc-qutok-a-1,areare-oso-1,,,,2,14764,
5-3-4-4-110-POc-qutok-a-1-3,5-3-4-4-110-POc-qutok-a-1,oroha-oso-1,,,,3,14765,
5-3-4-4-110-POc-qutok-a-1-4,5-3-4-4-110-POc-qutok-a-1,tikopia-kuto-1,,,,4,14766,
5-3-4-6-113-POc-manawa-a-1-1,5-3-4-6-113-POc-manawa-a-1,bauanfijian-manamana-1,,,,1,14843,
5-3-4-7-114-POc-nako-a-1-1,5-3-4-7-114-POc-nako-a-1,nakanai-lagu-1,,,,1,14878,
5-3-4-8-116-POc-papara-a-1-1,5-3-4-8-116-POc-papara-a-1,sobei-popa-1,,,,1,14917,
5-3-4-8-116-POc-babarli-a-1-1,5-3-4-8-116-POc-babarli-a-1,manam-papaki-1,,,,1,14930,
5-3-4-8-116-POc-babarli-a-1-2,5-3-4-8-116-POc-babarli-a-1,pcepn-papaaria-1,,,,2,14931,
5-3-4-8-116-POc-babarli-a-1-3,5-3-4-8-116-POc-babarli-a-1,maori-paparia-1,,,,3,14932,
5-3-4-8-116-POc-babarli-a-1-4,5-3-4-8-116-POc-babarli-a-1,tahitian-paparia-1,,,,4,14933,
5-3-4-8-116-POc-babarli-a-1-5,5-3-4-8-116-POc-babarli-a-1,tuamotuan-paparia-1,,,,5,14934,
5-3-4-8-116-POc-babarli-a-1-6,5-3-4-8-116-POc-babarli-a-1,hawaiian-papalina-1,,,,6,14935,
5-3-4-9-120-PEOc-pinupinunimata-a-1-1,5-3-4-9-120-PEOc-pinupinunimata-a-1,motu-matakopi-1,,,,1,15035,
5-3-4-9-120-PEOc-pinupinunimata-a-1-2,5-3-4-9-120-PEOc-pinupinunimata-a-1,wedau-mataopi-1,,,,2,15036,
5-3-4-9-120-PEOc-pinupinunimata-a-1-3,5-3-4-9-120-PEOc-pinupinunimata-a-1,dobu-mataapaapara-1,,,,3,15037,
5-3-4-9-120-PEOc-pinupinunimata-a-1-4,5-3-4-9-120-PEOc-pinupinunimata-a-1,tolai-pilpilnamata-1,,,,4,15038,
5-3-4-9-120-PEOc-pinupinunimata-a-1-5,5-3-4-9-120-PEOc-pinupinunimata-a-1,roviana-pokopokomata-1,,,,5,15039,
5-3-4-9-120-PEOc-pinupinunimata-a-1-6,5-3-4-9-120-PEOc-pinupinunimata-a-1,kwaio-fefeluima-1,,,,6,15040,
5-3-4-9-120-PEOc-pinupinunimata-a-1-7,5-3-4-9-120-PEOc-pinupinunimata-a-1,tamambo-buroimata-1,,,,7,15041,
5-3-4-9-120-PEOc-pinupinunimata-a-1-8,5-3-4-9-120-PEOc-pinupinunimata-a-1,tongan-laumata-1,,,,8,15042,
5-3-4-9-120-PEOc-pinupinunimata-a-1-9,5-3-4-9-120-PEOc-pinupinunimata-a-1,niuean-laumata-1,,,,9,15043,
5-3-4-11-124-POc-balrusu-a-1-1,5-3-4-11-124-POc-balrusu-a-1,lou-pursu-1,,,,1,15145,
5-3-4-11-124-POc-balrusu-a-1-2,5-3-4-11-124-POc-balrusu-a-1,sowa-basu-1,,,,2,15146,
5-3-4-11-124-POc-balrusu-a-1-3,5-3-4-11-124-POc-balrusu-a-1,araki-alsu-1,,,,3,15147,
5-3-4-11-124-POc-balrusu-a-1-4,5-3-4-11-124-POc-balrusu-a-1,aore-kalsu-1,,,,4,15148,
5-3-4-11-124-POc-balrusu-a-1-5,5-3-4-11-124-POc-balrusu-a-1,lendamboi-nagars-1,,,,5,15149,
5-3-4-11-124-POc-balrusu-a-1-6,5-3-4-11-124-POc-balrusu-a-1,nisvai-nagursu-1,,,,6,15150,
5-3-4-12-127-POc-bibiri-a-1-1,5-3-4-12-127-POc-bibiri-a-1,matukar-bru-1,,,,1,15238,
5-3-4-12-127-POc-bibiri-a-1-2,5-3-4-12-127-POc-bibiri-a-1,roviana-beru-1,,,,2,15239,
5-3-4-12-128-POc-papaq-a-1-1,5-3-4-12-128-POc-papaq-a-1,molima-vava-1,,,,1,15264,
5-3-4-12-128-POc-papaq-a-1-2,5-3-4-12-128-POc-papaq-a-1,nakanai-sivava-1,,,,2,15265,
5-3-4-12-131-POc-nipo-a-1-1,5-3-4-12-131-POc-nipo-a-1,minaveha-niho-1,,,,1,15360,
5-3-4-12-133-POc-para-a-1-1,5-3-4-12-133-POc-para-a-1,lou-area-1,,,,1,15401,
5-3-4-12-133-POc-para-a-1-2,5-3-4-12-133-POc-para-a-1,minigir-pala-1,,,,2,15402,
5-3-4-12-133-POc-para-a-1-3,5-3-4-12-133-POc-para-a-1,tolai-palaie-1,,,,3,15403,
5-3-4-12-134-POc-bati-a-1-1,5-3-4-12-134-POc-bati-a-1,lala-asiasi-1,,,,1,15432,
5-3-4-13-136-POc-kumi-a-1-1,5-3-4-13-136-POc-kumi-a-1,bali-umi-1,,,,1,15523,
5-3-4-13-136-POc-kumi-a-1-2,5-3-4-13-136-POc-kumi-a-1,rotuman-kumkumu-1,,,,2,15524,
5-3-4-14-140-PPn-korokoro-a-1-1,5-3-4-14-140-PPn-korokoro-a-1,loniu-kolu-1,,,,1,15639,
5-3-4-14-140-PPn-korokoro-a-1-2,5-3-4-14-140-PPn-korokoro-a-1,nakanai-golu-1,,,,2,15640,
5-3-4-14-140-PPn-korokoro-a-1-3,5-3-4-14-140-PPn-korokoro-a-1,nakanai-barigolu-1,,,,3,15641,
5-3-4-14-140-PPn-korokoro-a-1-4,5-3-4-14-140-PPn-korokoro-a-1,karaeast-koloma-1,,,,4,15642,
5-3-4-14-140-PPn-korokoro-a-1-5,5-3-4-14-140-PPn-korokoro-a-1,roviana-korokorona-1,,,,5,15643,
5-3-5-1-141-POc-takuru-a-1-1,5-3-5-1-141-POc-takuru-a-1,wuvulu-uku-1,,,,1,15670,
5-3-5-3-143-POc-qapara-a-1-1,5-3-5-3-143-POc-qapara-a-1,mussau-papapa-1,,,,1,15709,
5-3-5-3-143-POc-qapara-a-1-2,5-3-5-3-143-POc-qapara-a-1,kove-wala-1,,,,2,15710,
5-3-5-6-146-PSES-garogaro-a-1-1,5-3-5-6-146-PSES-garogaro-a-1,bola-karo-1,,,,1,15779,
5-3-5-6-146-PSES-garogaro-a-1-2,5-3-5-6-146-PSES-garogaro-a-1,maringe-gagaro-1,,,,2,15780,
5-3-5-6-147-POc-ragerage-a-1-1,5-3-5-6-147-POc-ragerage-a-1,halia-likiliki-1,,,,1,15790,
5-3-5-6-147-POc-ragerage-a-1-2,5-3-5-6-147-POc-ragerage-a-1,teop-rikirikii-1,,,,2,15791,
5-3-5-6-147-POc-ragerage-a-1-3,5-3-5-6-147-POc-ragerage-a-1,banoni-ririki-1,,,,3,15792,
5-3-5-6-147-PPn-kasokaso-a-1-1,5-3-5-6-147-PPn-kasokaso-a-1,mwotlap-naaah-1,,,,1,15801,
5-3-5-6-147-PPn-kasokaso-a-1-2,5-3-5-6-147-PPn-kasokaso-a-1,tongan-kahoki-1,,,,2,15802,
5-3-5-9-150-POc-kapa-a-1-1,5-3-5-9-150-POc-kapa-a-1,lou-kopu-1,,,,1,15920,
5-3-5-9-150-POc-kapa-a-1-2,5-3-5-9-150-POc-kapa-a-1,ponapean-kapet-1,,,,2,15921,
5-3-5-12-155-POc-bisi-a-1-1,5-3-5-12-155-POc-bisi-a-1,barok-biti-1,,,,1,15975,
5-3-5-12-155-POc-bisi-a-1-2,5-3-5-12-155-POc-bisi-a-1,patpatar-biti-1,,,,2,15976,
5-3-5-12-155-POc-bisi-a-1-3,5-3-5-12-155-POc-bisi-a-1,tolai-biti-1,,,,3,15977,
5-3-5-12-155-POc-bboto-a-1-1,5-3-5-12-155-POc-bboto-a-1,mangap-putu-1,,,,1,15989,
5-3-5-12-155-POc-bboto-a-1-2,5-3-5-12-155-POc-bboto-a-1,siar-pututu-1,,,,2,15990,
5-3-5-13-159-POc-tole-a-1-1,5-3-5-13-159-POc-tole-a-1,nakanai-tiri-1,,,,1,16095,
5-3-5-13-159-POc-tole-a-1-2,5-3-5-13-159-POc-tole-a-1,woleaian-tora-1,,,,2,16096,
5-3-5-13-159-POc-tole-a-1-3,5-3-5-13-159-POc-tole-a-1,bauanfijian-tele-1,,,,3,16097,
5-3-6-3-164-POc-mauri-a-1-1,5-3-6-3-164-POc-mauri-a-1,nakanai-meru-1,,,,1,16263,
5-3-6-3-164-POc-mauri-a-1-2,5-3-6-3-164-POc-mauri-a-1,lenakel-mu-1,,,,2,16264,
5-3-6-5-168-POc-paqal-a-1-1,5-3-6-5-168-POc-paqal-a-1,arosi-pa-1,,,,1,16396,
5-3-6-8-177-PWOc-kappa-a-1-1,5-3-6-8-177-PWOc-kappa-a-1,lau-kakau-1,,,,1,16637,
5-3-6-8-177-PWOc-kappa-a-1-2,5-3-6-8-177-PWOc-kappa-a-1,arosi-kakau-1,,,,2,16638,
5-3-6-8-177-PWOc-kappa-a-1-3,5-3-6-8-177-PWOc-kappa-a-1,areare-karukapi-1,,,,3,16639,
5-3-7-2-182-PWOc-busaq-a-1-1,5-3-7-2-182-PWOc-busaq-a-1,kia-busaka-1,,,,1,16724,
5-3-7-3-182-POc-paraq-a-1-1,5-3-7-3-182-POc-paraq-a-1,bariai-boroio-1,,,,1,16738,
5-3-7-3-183-POc-qatemaraqan-a-1-1,5-3-7-3-183-POc-qatemaraqan-a-1,rotuman-mamaa-1,,,,1,16760,
5-3-7-3-183-POc-qatemaraqan-a-1-2,5-3-7-3-183-POc-qatemaraqan-a-1,hawaiian-akemakani-1,,,,2,16761,
5-3-7-4-184-POc-toba-a-1-1,5-3-7-4-184-POc-toba-a-1,neveei-netabaa-1,,,,1,16785,
5-3-7-4-184-POc-toba-a-1-2,5-3-7-4-184-POc-toba-a-1,naman-dabaxa-1,,,,2,16786,
5-3-7-4-184-POc-toba-a-1-3,5-3-7-4-184-POc-toba-a-1,larevat-tabxa-1,,,,3,16787,
5-3-7-4-184-POc-toba-a-1-4,5-3-7-4-184-POc-toba-a-1,tirax-tbax-1,,,,4,16788,
5-3-7-4-186-POc-manawa-a-1-1,5-3-7-4-186-POc-manawa-a-1,wedau-manawa-1,,,,1,16843,
5-3-7-4-186-POc-manawa-a-1-2,5-3-7-4-186-POc-manawa-a-1,gapapaiwa-manawa-1,,,,2,16844,
5-3-7-4-186-POc-manawa-a-1-3,5-3-7-4-186-POc-manawa-a-1,kiribati-temanawa-1,,,,3,16845,
5-3-8-3-199-POc-orok-a-1-1,5-3-8-3-199-POc-orok-a-1,bing-urur-1,,,,1,17141,
5-3-8-3-199-POc-orok-a-1-2,5-3-8-3-199-POc-orok-a-1,molima-nelu-1,,,,2,17142,
5-3-8-3-199-POc-orok-a-1-3,5-3-8-3-199-POc-orok-a-1,dobu-nelu-1,,,,3,17143,
5-3-8-3-199-POc-orok-a-1-4,5-3-8-3-199-POc-orok-a-1,wedau-nerubai-1,,,,4,17144,
5-3-8-3-199-POc-orok-a-1-5,5-3-8-3-199-POc-orok-a-1,minaveha-nenu-1,,,,5,17145,
5-3-8-3-199-POc-orok-a-1-6,5-3-8-3-199-POc-orok-a-1,motu-kuru-1,,,,6,17146,
5-4-2-1-212-PPn-ola-a-1-1,5-4-2-1-212-PPn-ola-a-1,gela-vola-1,,,,1,17463 17464,
5-4-2-1-212-PPn-ola-a-1-2,5-4-2-1-212-PPn-ola-a-1,rotuman-ora-1,,,,2,17465,
5-4-2-2-216-POc-qait-a-1-1,5-4-2-2-216-POc-qait-a-1,yabem-gasi-1,,,,1,17599,
5-4-2-2-216-POc-qait-a-1-2,5-4-2-2-216-POc-qait-a-1,kove-ahe-2,,,,2,17600,
5-4-2-2-217-PEOc-pais-a-1-1,5-4-2-2-217-PEOc-pais-a-1,sye-evis-1,,,,1,17625,
5-4-2-2-217-PEOc-pais-a-1-2,5-4-2-2-217-PEOc-pais-a-1,anejom-ihis-1,,,,2,17626,
