ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Description,Sic,Doubt,Morpheme_Gloss,Kinship_Gloss
kapingamarangi-tete-1,,kapingamarangi,arothronstellatusstarrytoadfish,tētē,tētē,t ē t ē,,,,,^ t ē t ē $,default,"_Arothron stellatus_, starry toadfish",false,false,,
tokelauan-tete-1,,tokelauan,arothronmeleagrisguineafowlpuffer,tētē,tētē,t ē t ē,,,,,^ t ē t ē $,default,"_Arothron meleagris_, guineafowl puffer",false,false,,
hawaiian-keke-1,,hawaiian,arothronhispidus,kēkē,kēkē,k ē k ē,,,,,^ k ē k ē $,default,_Arothron hispidus_,false,false,,
roro-tee-1,,roro,jellyfish,teʔe,teʔe,t e ʔ e,,,,,^ t e ʔ e $,default,jellyfish,false,false,,
chuukese-sekun-1,,chuukese,canthigastersppsmoothpuffers,sekun,sekun,s e k u n,,,,,^ s e k u n $,default,"_Canthigaster_ spp., smooth puffers",false,false,,
proc-bakare-1,,proc,porcupinefish,bʷakaRe,bʷakaRe,bʷ a k a ʀ e,,,,,^ bʷ a k a R e $,proc,porcupine fish,false,false,,
mota-paare-1,,mota,urchinfish,pʷaɣare,pʷaɣare,pʷ a ɣ a r e,,,,,^ pʷ a ɣ a r e $,default,urchin fish,false,false,,
veraa-paar-1,,veraa,diodonspp,pʷaɣar,pʷaɣar,pʷ a ɣ a r,,,,,^ pʷ a ɣ a r $,default,_Diodon_ spp.,false,false,,
mwotlap-napay-1,,mwotlap,diodonholocanthusporcupinefish,(na-)pʷɣay,pʷɣay,pʷ ɣ a y,,,,,^ pʷ ɣ a y $,default,"_Diodon holocanthus_, porcupine fish",false,false,,
namakir-baka-1,,namakir,spinypuffer,bʷaka,bʷaka,bʷ a k a,,,,,^ bʷ a k a $,default,spiny puffer,false,false,,
nguna-pakae-1,,nguna,diodonhystrixspinypuffer,pʷakae,pʷakae,pʷ a k a e,,,,,^ pʷ a k a e $,default,"_Diodon hystrix_, spiny puffer",false,false,,
kwamera-pei-1,,kwamera,spinypuffer,pʷei,pʷei,pʷ e i,,,,,^ pʷ e i $,default,spiny puffer,false,false,,
anejom-nopai-1,,anejom,diodonhystrixporcupinefish,no-pʷɣai,no-pʷɣai,n o pʷ ɣ a i,,,,,^ n o - pʷ ɣ a i $,default,"_Diodon hystrix_, porcupinefish",false,false,,
satawalese-pkre-1,,satawalese,pleuranacanthussceleratuspuffer,pɔkœre(ŋ),pɔkœre,p ɔ k œ r e,,,,,^ p ɔ k œ r e $,default,"_Pleuranacanthus sceleratus_, puffer",false,false,,
halia-burukari-1,,halia,southernpuffer,burukari,burukari,b u r u k a r i,,,,,^ b u r u k a r i $,default,southern puffer,false,false,,
pan-biras-1,,pan,roefisheggs,biRaS,biRaS,b i ʀ a,,Blust1995,,,^ b i R a S $,pan,"roe, fish eggs",false,false,,
poc-bira-1,,poc,roefisheggs,biRa,biRa,b i ʀ a,,,,,^ b i R a $,poc,"roe, fish eggs",false,false,,
lukep-bira-1,,lukep,crayfisheggs,bira,bira,b i r a,,,,,^ b i r a $,default,crayfish eggs,false,false,,
dobu-bila-1,,dobu,fishroe,bila,bila,b i l a,,,,,^ b i l a $,default,fish roe,false,false,,
tawala-bile-1,,tawala,roe,bile,bile,b i l e,,,,,^ b i l e $,default,roe,false,false,,
tubetube-bilena-1,,tubetube,fishinternals,bile(na),bile,b i l e,,,,,^ b i l e $,default,fish internals,false,false,,
gapapaiwa-bire-1,,gapapaiwa,roe,bire,bire,b i r e,,,,,^ b i r e $,default,roe,false,false,,
hula-pila-1,,hula,roe,pila,pila,p i l a,,,,,^ p i l a $,default,roe,false,false,,
tolai-bira-1,,tolai,fat,bira,bira,b i r a,,,,,^ b i r a $,default,fat,false,false,,
marovo-bira-1,,marovo,fisheggs,bira,bira,b i r a,,,,,^ b i r a $,default,fish eggs,false,false,,
roviana-birana-1,,roviana,thehardroeoffish,bira(na),bira,b i r a,,,,,^ b i r a $,default,the hard roe of fish,false,false,,
gela-bila-1,,gela,organofafish,bila,bila,b i l a,,,,,^ b i l a $,default,organ of a fish,false,false,,
longgu-bilana-1,,longgu,fisheggs,bila(na),bila,b i l a,,,,,^ b i l a $,default,fish eggs,false,false,,
lau-bila-1,,lau,roeoffishyolkofegg,bila,bila,b i l a,,,,,^ b i l a $,default,"roe of fish, yolk of egg",false,false,,
kwaio-bilana-1,,kwaio,roe,bila(na),bila,b i l a,,,,,^ b i l a $,default,roe,false,false,,
saa-pilena-1,,saa,roeoffishyolkofeggtospawn,pile(na),pile,p i l e,,,,,^ p i l e $,default,"roe of fish, yolk of egg; to spawn",false,false,,
areare-pirana-1,,areare,roeoffish,pira(na),pira,p i r a,,,,,^ p i r a $,default,roe of fish,false,false,,
arosi-birana-1,,arosi,roeofafishyolkofanegg,bira(na),bira,b i r a,,,,,^ b i r a $,default,"roe of a fish, yolk of an egg",false,false,,
kiribati-bia-1,,kiribati,growthtumorglandknobexcresencefishovaries,bia,bia,b i a,,,,,^ b i a $,default,"growth, tumor, gland, knob, excresence, fish ovaries",false,false,,
marshallese-pia-1,,marshallese,fishroe,pia,pia,p i a,,,,,^ p i a $,default,fish roe,false,false,,
mangap-barana-1,,mangap,fishroe,barā(na),barā,b a r ā,,,,,^ b a r ā $,default,fish roe,false,false,,
wayan-via-1,,wayan,fisheggsroe,via,via,v i a,,,,,^ v i a $,default,"fish eggs, roe",false,false,,
pmp-hasa-1,,pmp,gills,hasaŋ,hasaŋ,h a s a ŋ,,Zorc1994,,,^ h a s a ŋ $,pmp,gills,false,false,,
poc-qasa-1,,poc,gills,qasaŋ,qasaŋ,q a s a ŋ,,,,,^ q a s a ŋ $,poc,gills,false,false,,
mussau-asae-1,,mussau,internalgills,asaŋe,asaŋe,a s a ŋ e,,,,,^ a s a ŋ e $,default,internal gills,false,false,,
andra-asea-1,,andra,gills,aseŋa,aseŋa,a s e ŋ a,,,,,^ a s e ŋ a $,default,gills,false,false,,
gitua-asana-1,,gitua,gills,asana,asana,a s a n a,,,,,^ a s a n a $,default,gills,false,false,,
lukep-kaana-1,,lukep,gills,kaŋana,kaŋana,k a ŋ a n a,,,,,^ k a ŋ a n a $,default,gills,false,false,,
yabem-asa-1,,yabem,gills,(ŋ)asaŋ,asaŋ,a s a ŋ,,,,,^ a s a ŋ $,default,gills,false,false,,
ali-sase-1,,ali,gills,(s)aseŋ,aseŋ,a s e ŋ,,,,,^ a s e ŋ $,default,gills,false,false,,
kaiep-lasa-1,,kaiep,gills,(l)asaŋ,asaŋ,a s a ŋ,,,,,^ a s a ŋ $,default,gills,false,false,,
motu-lada-1,,motu,gills,lada,lada,l a d a,,,,,^ l a d a $,default,gills,false,false,,
nalik-isa-1,,nalik,gills,isaŋ,isaŋ,i s a ŋ,,,,,^ i s a ŋ $,default,gills,false,false,,
tabar-aca-1,,tabar,gills,aca,aca,a c a,,,,,^ a c a $,default,gills,false,false,,
madak-mase-1,,madak,gills,(m)aseŋ,aseŋ,a s e ŋ,,,,,^ a s e ŋ $,default,gills,false,false,,
halia-wesaa-1,,halia,gills,(w)esaŋa,esaŋa,e s a ŋ a,,,,,^ e s a ŋ a $,default,gills,false,false,,
taiof-nesa-1,,taiof,gills,n-esaŋ,n-esaŋ,n e s a ŋ,,,,,^ n - e s a ŋ $,default,gills,false,false,,
babatana-jajaa-1,,babatana,gills,(j)ajaŋa,ajaŋa,a j a ŋ a,,,,,^ a j a ŋ a $,default,gills,false,false,,
marovo-asaa-1,,marovo,gills,asaŋa,asaŋa,a s a ŋ a,,,,,^ a s a ŋ a $,default,gills,false,false,,
roviana-asaa-1,,roviana,gills,asaŋa,asaŋa,a s a ŋ a,,,,,^ a s a ŋ a $,default,gills,false,false,,
gela-sasaa-1,,gela,none,(s)asaŋa,asaŋa,a s a ŋ a,,,,,^ a s a ŋ a $,default,,false,false,,
lengo-see-1,,lengo,gills,seŋe,seŋe,s e ŋ e,,,,,^ s e ŋ e $,default,gills,false,false,,
lou-lisan-1,,lou,redinnergillsofafish,lisa-n,lisa-n,l i s a n,,,,,^ l i s a - n $,default,red inner gills of a fish,false,false,,
saa-laasi-1,,saa,gills,laŋasi,laŋasi,l a ŋ a s i,,,,,^ l a ŋ a s i $,default,gills,false,false,,
arosi-raasi-1,,arosi,gills,raŋasi,raŋasi,r a ŋ a s i,,,,,^ r a ŋ a s i $,default,gills,false,false,,
poc-koro-1,,poc,gills,koro,koro,k o r o,,,,,^ k o r o $,poc,gills,false,false,,
vitu-korokoro-1,,vitu,gills,koro-koro,koro-koro,k o r o k o r o,,,,,^ k o r o - k o r o $,default,gills,false,false,,
bulu-kolokolo-1,,bulu,gills,kolo-kolo,kolo-kolo,k o l o k o l o,,,,,^ k o l o - k o l o $,default,gills,false,false,,
kiribati-o-1,,kiribati,gills,ō,ō,ō,,,,,^ ō $,default,gills,false,false,,
marshallese-or-1,,marshallese,gills,oṛ,oṛ,o ṛ,,,,,^ o ṛ $,default,gills,false,false,,
chuukese-wor-1,,chuukese,gills,wōr,wōr,w ō r,,,,,^ w ō r $,default,gills,false,false,,
woleaian-wozo-1,,woleaian,gills,woẓo,woẓo,w o ẓ o,,,,,^ w o ẓ o $,default,gills,false,false,,
poc-gara-1,,poc,gills,gara,gara,g a r a,,,,,^ g a r a $,poc,gills,false,false,,
mindiri-gargara-1,,mindiri,gills,gar-gara(ŋ),gar-gara,g a r g a r a,,,,,^ g a r - g a r a $,default,gills,false,false,,
megiar-gigaren-1,,megiar,gills,(gi)gare(n),gare,g a r e,,,,,^ g a r e $,default,gills,false,false,,
takia-gigaren-1,,takia,gills,(gi)gare(n),gare,g a r e,,,,,^ g a r e $,default,gills,false,false,,
lala-alaala-1,,lala,gills,ala-ala,ala-ala,a l a a l a,,,,,^ a l a - a l a $,default,gills,false,false,,
ambae-galavana-1,,ambae,gills,gala(vana),gala,g a l a,,,,,^ g a l a $,default,gills,false,false,,
nyelayu-yarar-1,,nyelayu,gills,yāra(r),yāra,y ā r a,,,,,^ y ā r a $,default,gills,false,false,,
kilivila-garena-1,,kilivila,gills,gare(na),gare,g a r e,,,,,^ g a r e $,default,gills,false,false,,
pan-qusanap-1,,pan,scaleoffish,quSaNap,quSaNap,q u a a p,,Blust1995,,,^ q u S a N a p $,pan,scale of fish,false,false,,
poc-qunapi-1,,poc,fishscale,qunap[i],qunap,q u n a p,,Dempwolff1938,,,^ q u n a p $,poc,fishscale,false,false,,
mussau-unei-1,,mussau,fishscale,unei,unei,u n e i,,,,,^ u n e i $,default,fishscale,false,false,,
seimat-uli-1,,seimat,fishscale,uli,uli,u l i,,,,,^ u l i $,default,fishscale,false,false,,
tuam-anavu-1,,tuam,fishscale,anavu,anavu,a n a v u,,,,,^ a n a v u $,default,fishscale,false,false,,
malai-anuvu-1,,malai,fishscale,anuvu,anuvu,a n u v u,,,,,^ a n u v u $,default,fishscale,false,false,,
gitua-anap-1,,gitua,fishscale,anap,anap,a n a p,,,,,^ a n a p $,default,fishscale,false,false,,
mindiri-kunapin-1,,mindiri,fishscale,kunapi(n),kunapi,k u n a p i,,,,,^ k u n a p i $,default,fishscale,false,false,,
wogeo-una-1,,wogeo,fishscale,una,una,u n a,,,,,^ u n a $,default,fishscale,false,false,,
duau-kunaha-1,,duau,fishscale,kunaha,kunaha,k u n a h a,,,,,^ k u n a h a $,default,fishscale,false,false,,
diodio-kanava-1,,diodio,fishscale,kʷanava,kʷanava,kʷ a n a v a,,,,,^ kʷ a n a v a $,default,fishscale,false,false,,
iduna-kanava-1,,iduna,fishscale,kʷanava,kʷanava,kʷ a n a v a,,,,,^ kʷ a n a v a $,default,fishscale,false,false,,
tawala-wenawa-1,,tawala,fishscale,(we)nawa,nawa,n a w a,,,,,^ n a w a $,default,fishscale,false,false,,
misima-ununa-1,,misima,fishscale,(un)una,una,u n a,,,,,^ u n a $,default,fishscale,false,false,,
maopa-unavi-1,,maopa,fishscale,unavi,unavi,u n a v i,,,,,^ u n a v i $,default,fishscale,false,false,,
hula-una-1,,hula,none,ɣuna,ɣuna,ɣ u n a,,,,,^ ɣ u n a $,default,,false,false,,
motu-una-1,,motu,none,una,una,u n a,,,,,^ u n a $,default,,false,false,,
roro-una-1,,roro,fishscale,una,una,u n a,,,,,^ u n a $,default,fishscale,false,false,,
lavongai-kunep-1,,lavongai,none,kunep,kunep,k u n e p,,,,,^ k u n e p $,default,,false,false,,
tigak-kunap-1,,tigak,fishscale,kunap,kunap,k u n a p,,,,,^ k u n a p $,default,fishscale,false,false,,
karawest-kunaf-1,,karawest,fishscale,kunaf,kunaf,k u n a f,,,,,^ k u n a f $,default,fishscale,false,false,,
tiang-kuna-1,,tiang,fishscale,kuna,kuna,k u n a,,,,,^ k u n a $,default,fishscale,false,false,,
bola-ona-1,,bola,fishscale,ɣona,ɣona,ɣ o n a,,,,,^ ɣ o n a $,default,fishscale,false,false,,
lau-unafana-1,,lau,fishscale,unafa(na),unafa,u n a f a,,,,,^ u n a f a $,default,fishscale,false,false,,
kwaio-unauna-1,,kwaio,none,una-una,una-una,u n a u n a,,,,,^ u n a - u n a $,default,,false,false,,
saa-unehaa-1,,saa,fishorsnakescales,uneha(ʔa),uneha,u n e h a,,,,,^ u n e h a $,default,fish or snake scales,false,false,,
arosi-una-1,,arosi,none,una,una,u n a,,,,,^ u n a $,default,,false,false,,
sye-nievi-1,,sye,fishscale,niŋevi-,niŋevi-,n i ŋ e v i,,,,,^ n i ŋ e v i - $,default,fishscale,false,false,,
anejom-ninehe-1,,anejom,fishscale,ninehe-,ninehe-,n i n e h e,,,,,^ n i n e h e - $,default,fishscale,false,false,,
rotuman-una-1,,rotuman,fishscale,una,una,u n a,,,,,^ u n a $,default,fishscale,false,false,,
wayan-una-1,,wayan,fishscale,una,una,u n a,,,,,^ u n a $,default,fishscale,false,false,,
ppn-quna-1,,ppn,fishscaleturtleshell,quna,quna,q u n a,,,,,^ q u n a $,ppn,"fish scale, turtle shell",false,false,,
niuean-una-1,,niuean,turtleshell,una,una,u n a,,,,,^ u n a $,default,turtle shell,false,false,,
tongan-unouno-1,,tongan,fishscalesturtleshell,ʔuno-ʔuno,ʔuno-ʔuno,ʔ u n o ʔ u n o,,,,,^ ʔ u n o - ʔ u n o $,default,"fish scales, turtle shell",false,false,,
samoan-una-1,,samoan,none,una,una,u n a,,,,,^ u n a $,default,,false,false,,
pukapukan-unawi-1,,pukapukan,fishscales,unawi,unawi,u n a w i,,,,,^ u n a w i $,default,fish scales,false,false,,
tikopia-unafi-1,,tikopia,fishscales,unafi,unafi,u n a f i,,,,,^ u n a f i $,default,fish scales,false,false,,
hawaiian-unahi-1,,hawaiian,fishscales,unahi,unahi,u n a h i,,,,,^ u n a h i $,default,fish scales,false,false,,
sinaugoro-cunave-1,,sinaugoro,fishscales,cunave,cunave,c u n a v e,,,,,^ c u n a v e $,default,fish scales,false,false,,
niuean-hinafi-1,,niuean,fishscalestoscaleafish,hinafi,hinafi,h i n a f i,,,,,^ h i n a f i $,default,"fish scales, to scale a fish",false,false,,
pmp-panij-1,,pmp,wing,panij,panij,p a n i j,,Blust1995;Dempwolff1938,,,^ p a n i j $,pmp,wing,false,false,,
poc-banic-1,,poc,armhandwingfinprobablypectoral,banic,banic,b a n i c,,,,,^ b a n i c $,poc,"arm, hand, wing, fin (probably pectoral)",false,false,,
seimat-paun-1,,seimat,pectoralfin,paun,paun,p a u n,,,,,^ p a u n $,default,pectoral fin,false,false,,
wuvulu-pani-1,,wuvulu,hand,pani-,pani-,p a n i,,,,,^ p a n i - $,default,hand,false,false,,
aua-pani-1,,aua,handfin,pani-,pani-,p a n i,,,,,^ p a n i - $,default,"hand, fin",false,false,,
kaniet-pani-1,,kaniet,winghandfin,pani,pani,p a n i,,,,,^ p a n i $,default,"wing, hand, fin",false,false,,
nyindrou-banin-1,,nyindrou,wing,bani-n,bani-n,b a n i n,,,,,^ b a n i - n $,default,wing,false,false,,
pak-benin-1,,pak,fin,beni-n,beni-n,b e n i n,,,,,^ b e n i - n $,default,fin,false,false,,
nauna-pin-1,,nauna,wing,pin,pin,p i n,,,,,^ p i n $,default,wing,false,false,,
mondropolon-panin-1,,mondropolon,wing,pani-n,pani-n,p a n i n,,,,,^ p a n i - n $,default,wing,false,false,,
drehet-peni-1,,drehet,wing,peni-ŋ,peni-ŋ,p e n i ŋ,,,,,^ p e n i - ŋ $,default,wing,false,false,,
gedaged-banin-1,,gedaged,finwing,bani-n,bani-n,b a n i n,,,,,^ b a n i - n $,default,"fin, wing",false,false,,
takia-bani-1,,takia,forelegshandarm,bani-,bani-,b a n i,,,,,^ b a n i - $,default,"forelegs, hand, arm",false,false,,
kairiru-panin-1,,kairiru,fin,panin,panin,p a n i n,,,,,^ p a n i n $,default,fin,false,false,,
tumleo-pain-1,,tumleo,fin,pain,pain,p a i n,,,,,^ p a i n $,default,fin,false,false,,
wampur-banit-1,,wampur,wing,bani-t,bani-t,b a n i t,,,,,^ b a n i - t $,default,wing,false,false,,
maposbuang-banis-1,,maposbuang,finwing,bani-s,bani-s,b a n i s,,,,,^ b a n i - s $,default,"fin, wing",false,false,,
gumawana-panepanena-1,,gumawana,fishfinsbirdswing,pane-pane(na),pane-pane,p a n e p a n e,,,,,^ p a n e - p a n e $,default,"fish fins, bird’s wing",false,false,,
balawaia-vane-1,,balawaia,wingfin,vane,vane,v a n e,,,,,^ v a n e $,default,"wing, fin",false,false,,
motu-hani-1,,motu,finwing,hani,hani,h a n i,,,,,^ h a n i $,default,"fin, wing",false,false,,
mekeo-papani-1,,mekeo,winglikeobjectinclfins,pa-pani,pa-pani,p a p a n i,,,,,^ p a - p a n i $,default,"wing-like object, incl. fins",false,false,,
vitu-baniti-1,,vitu,wingupperarm,baniti-,baniti-,b a n i t i,,,,,^ b a n i t i - $,default,"wing, upper arm",false,false,,
mota-paneipaniu-1,,mota,handandarmwingpectoralfinpigsshoulder,"panei, paniu",panei,p a n e i,,,,,^ p a n e i $,default,"hand and arm, wing, pectoral fin, pig’s shoulder",false,false,,
merlav-bani-1,,merlav,wing,bani,bani,b a n i,,,,,^ b a n i $,default,wing,false,false,,
atchin-namben-1,,atchin,wingsailarmlet,na-mben,na-mben,n a m b e n,,,,,^ n a - m b e n $,default,"wing, sail, armlet",false,false,,
iaai-benin-1,,iaai,handarmfin,beñi-n,beñi-n,b e ɲ i n,,,,,^ b e ñ i - n $,default,"hand, arm, fin",false,false,,
iaai-labenin-1,,iaai,wing,la-beñi-n,la-beñi-n,l a b e ɲ i n,,,,,^ l a - b e ñ i - n $,default,wing,false,false,,
marshallese-pa-1,,marshallese,armhandwingfin,pā,pā,p ā,,,,,^ p ā $,default,"arm, hand, wing, fin",false,false,,
carolinian-ppan-1,,carolinian,pectoralfinandattachedboneoffish,ppʷan,ppʷan,p pʷ a n,,,,,^ p pʷ a n $,default,pectoral fin and attached bone of fish,false,false,,
ulithian-pal-1,,ulithian,ventralfinhand,pal,pal,p a l,,,,,^ p a l $,default,ventral fin; hand,false,false,,
peoc-kabakaba-1,,peoc,toflapthewings,kaba-kaba,kaba-kaba,k a b a <<->> k a b a,,,,,^ k a b a <-> k a b a $,peoc,to flap the wings,false,false,,
lau-abaaba-1,,lau,toflapthewings,ʔaba-ʔaba,ʔaba-ʔaba,ʔ a b a ʔ a b a,,,,,^ ʔ a b a - ʔ a b a $,default,to flap the wings,false,false,,
ppn-kapakapa-1,,ppn,lateralfins,kapa-kapa,kapa-kapa,k a p a <<->> k a p a,,,,,^ k a p a <-> k a p a $,ppn,lateral fins,false,false,,
tongan-kapakapa-1,,tongan,flapthewingssidefin,kapa-kapa,kapa-kapa,k a p a k a p a,,,,,^ k a p a - k a p a $,default,"flap the wings, side fin",false,false,,
rennellese-kapakapa-1,,rennellese,flippersasofturtlestingraywhalebaseoffishfins,kapa-kapa,kapa-kapa,k a p a k a p a,,,,,^ k a p a - k a p a $,default,"flippers, as of turtle, stingray, whale; base of fish fins",false,false,,
samoan-apaapa-1,,samoan,fin,ʔapa-ʔapa,ʔapa-ʔapa,ʔ a p a ʔ a p a,,,,,^ ʔ a p a - ʔ a p a $,default,fin,false,false,,
pukapukan-kapakapa-1,,pukapukan,finoffishwingofbirdclawofturtlearmofbaby,kapa-kapa,kapa-kapa,k a p a k a p a,,,,,^ k a p a - k a p a $,default,"fin of fish, wing of bird, claw of turtle, arm of baby",false,false,,
tikopia-kapakapa-1,,tikopia,pectoralfinstoflapofwings,kapa-kapa,kapa-kapa,k a p a k a p a,,,,,^ k a p a - k a p a $,default,"pectoral fins; to flap, of wings",false,false,,
tokelauan-kapakapa-1,,tokelauan,ofsharksstingrayturtleetclateralfinflippers,kapa-kapa,kapa-kapa,k a p a k a p a,,,,,^ k a p a - k a p a $,default,"of sharks, stingray, turtle etc., lateral fin, flippers",false,false,,
tinputz-keva-1,,tinputz,fishfins,kevā,kevā,k e v ā,,,,,^ k e v ā $,default,fish fins,false,false,,
tongan-kapoa-1,,tongan,backfin,kapo(ŋa),kapo,k a p o,,,,,^ k a p o $,default,back fin,false,false,,
pmp-kapikapi-1,,pmp,fin,kapi-kapi,kapi-kapi,k a p i <<->> k a p i,,,,,^ k a p i <-> k a p i $,pmp,fin,false,false,,
poc-kapikapi-1,,poc,pectoralfins,kapi-kapi,kapi-kapi,k a p i <<->> k a p i,,,,,^ k a p i <-> k a p i $,poc,pectoral fins,false,false,,
labu-hi-1,,labu,fishfin,hi,hi,h i,,,,,^ h i $,default,fish fin,false,false,,
marovo-kapikapi-1,,marovo,pectoralfins,kapi-kapi,kapi-kapi,k a p i k a p i,,,,,^ k a p i - k a p i $,default,pectoral fins,false,false,,
poc-talia-1,,poc,pectoralfins,taliŋa,taliŋa,t a l i ŋ a,,,,,^ t a l i ŋ a $,poc,pectoral fins,false,false,,
mussau-utalia-1,,mussau,externalgills,(ū-)taliŋa,taliŋa,t a l i ŋ a,,,,,^ t a l i ŋ a $,default,external gills,false,false,,
motu-taia-1,,motu,gillfinsoffish,taia,taia,t a i a,,,,,^ t a i a $,default,gill fins of fish,false,false,,
kwaio-alianaia-1,,kwaio,fishfin,aliŋa(na-iʔa),aliŋa,a l i ŋ a,,,,,^ a l i ŋ a $,default,fish fin,false,false,,
mwotlap-dele-1,,mwotlap,pectoralfins,delŋe,delŋe,d e l ŋ e,,,,,^ d e l ŋ e $,default,pectoral fins,false,false,,
rotuman-falia-1,,rotuman,pectoralfins,faliŋa,faliŋa,f a l i ŋ a,,,,,^ f a l i ŋ a $,default,pectoral fins,false,false,,
pmp-sirik-1,,pmp,dorsalfin,siRik,siRik,s i ʀ i k,,,,,^ s i R i k $,pmp,dorsal fin,false,false,,
poc-siriko-1,,poc,fishfin,siRiko,siRiko,s i ʀ i k o,,,,,^ s i R i k o $,poc,fish fin,false,false,,
nakanai-silikoliko-1,,nakanai,fins,siliko-liko,siliko-liko,s i l i k o l i k o,,,,,^ s i l i k o - l i k o $,default,fins,false,false,,
uripiv-siki-1,,uripiv,fin,siki,siki,s i k i,,,,,^ s i k i $,default,fin,false,false,,
wayan-sikosilo-1,,wayan,fin,siko-silo,siko-silo,s i k o s i l o,,,,,^ s i k o - s i l o $,default,fin,false,false,,
ponapean-sike-1,,ponapean,topandbottomfinsofafish,sike,sike,s i k e,,,,,^ s i k e $,default,top and bottom fins of a fish,false,false,,
pmic-ii-1,,pmic,dorsalfin,iŋi,iŋi,i ŋ i,,Benderetal2003,,,^ i ŋ i $,pmic,dorsal fin,false,false,,
sonsorolese-ii-1,,sonsorolese,genericfin,iŋi,iŋi,i ŋ i,,,,,^ i ŋ i $,default,generic fin,false,false,,
sonsorolese-iirivaro-1,,sonsorolese,ventralfin,iŋi ri varo,iŋi ri varo,i ŋ i + r i + v a r o,,,,,^ i ŋ i + r i + v a r o $,default,ventral fin,false,false,,
sonsorolese-iiriwaor-1,,sonsorolese,dorsalfin,iŋi ri waor,iŋi ri waor,i ŋ i + r i + w a o r,,,,,^ i ŋ i + r i + w a o r $,default,dorsal fin,false,false,,
woleaian-ii-1,,woleaian,finoffish,īŋi,īŋi,ī ŋ i,,,,,^ ī ŋ i $,default,fin of fish,false,false,,
mortlockese-yi-1,,mortlockese,dorsalfin,yīŋ,yīŋ,y ī ŋ,,,,,^ y ī ŋ $,default,dorsal fin,false,false,,
carolinian-iil-1,,carolinian,dorsalfin,iŋi(l),iŋi,i ŋ i,,,,,^ i ŋ i $,default,dorsal fin,false,false,,
puluwatese-yi-1,,puluwatese,dorsalfin,yīŋ,yīŋ,y ī ŋ,,,,,^ y ī ŋ $,default,dorsal fin,false,false,,
pwoc-siorra-1,,pwoc,fishfin,"sio(R,r)a",sioa,s i o a,,,,,^ s i o a $,pwoc,fish fin,false,false,,
kilivila-siola-1,,kilivila,fin,siola,siola,s i o l a,,,,,^ s i o l a $,default,fin,false,false,,
babatana-sisioro-1,,babatana,finsoffish,si-sioro,si-sioro,s i s i o r o,,,,,^ s i - s i o r o $,default,fins of fish,false,false,,
pmp-kempu-1,,pmp,abdomenbelly,kempuŋ,kempuŋ,k e m p u ŋ,,Dempwolff1938,,,^ k e m p u ŋ $,pmp,"abdomen, belly",false,false,,
poc-kobu-1,,poc,middlewaistbelly,kobu(ŋ),kobu,k o b u,,,,,^ k o b u $,poc,"middle, waist, belly",false,false,,
gela-obu-1,,gela,themiddle,obu,obu,o b u,,,,,^ o b u $,default,the middle,false,false,,
saa-upuupu-1,,saa,middlewaistaswelling,upu-upu,upu-upu,u p u u p u,,,,,^ u p u - u p u $,default,"middle, waist, a swelling",false,false,,
arosi-ubuna-1,,arosi,middle,ubu(na),ubu,u b u,,,,,^ u b u $,default,middle,false,false,,
ppn-kopu-1,,ppn,fishgullet,kōpū,kōpū,k ō p ū,,,,,^ k ō p ū $,ppn,fish gullet,false,false,,
tongan-kopu-1,,tongan,fishgullet,kōpū,kōpū,k ō p ū,,,,,^ k ō p ū $,default,fish gullet,false,false,,
