ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Description,Sic,Doubt,Morpheme_Gloss,Kinship_Gloss
lukep-dum-1,,lukep,triggerfishleatherjacket,dum,dum,d u m,,,,,^ d u m $,default,"triggerfish, leatherjacket",false,false,,
motu-dumu-1,,motu,kotriggerfish,dumu,dumu,d u m u,,,,,^ d u m u $,default,k.o. triggerfish,false,false,,
tamambo-jumu-1,,tamambo,kobigfishwithstrongskin,jumu,jumu,j u m u,,,,,^ j u m u $,default,k.o. big fish with strong skin,false,false,,
namakir-him-1,,namakir,triggerfish,him,him,h i m,,,,,^ h i m $,default,triggerfish,false,false,,
anejom-neom-1,,anejom,rhinecanthussptriggerfish,ne-θomʷ,ne-θomʷ,n e θ o mʷ,,,,,^ n e - θ o mʷ $,default,"_Rhinecanthus_ sp., triggerfish",false,false,,
iaai-wajimu-1,,iaai,balistessp,(wa)jimü,jimü,j i m ü,,,,,^ j i m ü $,default,_Balistes_ sp.,false,false,,
pcp-cumu-1,,pcp,balistoideitriggerfish,cumu,cumu,c u m u,,Geraghty1994,,,^ c u m u $,pcp,"Balistoidei, triggerfish",false,false,,
rotuman-sumi-1,,rotuman,leatherjacket,sumi,sumi,s u m i,,,,,^ s u m i $,default,leather jacket,false,false,,
bauanfijian-sumusumu-1,,bauanfijian,fishliketheporcupinefishbutwithnopricklestetrodonspp,sumu-sumu,sumu-sumu,s u m u s u m u,,,,,^ s u m u - s u m u $,default,"fish like the porcupine fish, but with no prickles. _Tetrodon_ spp.",false,false,,
wayan-um-1,,wayan,genericforbalistidaeandsomeorallmonacanthidae,ðum,ðum,ð u m,,,,,^ ð u m $,default,generic for Balistidae and some or all Monacanthidae,false,false,,
kadavu-umu-1,,kadavu,balistesandcantherhinessppsmallerthangau,ðumu,ðumu,ð u m u,,,,,^ ð u m u $,default,"_Balistes_ and _Cantherhines_ spp., smaller than _gau_",false,false,,
ppn-sumu-1,,ppn,balistidae,sumu,sumu,s u m u,,Hooper1994,,,^ s u m u $,ppn,Balistidae,false,false,,
tongan-humu-1,,tongan,kofish,humu,humu,h u m u,,,,,^ h u m u $,default,k.o. fish,false,false,,
niuatoputapu-humu-1,,niuatoputapu,balistidaerhinecanthusaculeatus,humu,humu,h u m u,,,,,^ h u m u $,default,"Balistidae, _Rhinecanthus aculeatus_",false,false,,
niuean-humu-1,,niuean,triggerfish,humu,humu,h u m u,,,,,^ h u m u $,default,triggerfish,false,false,,
eastuvean-humu-1,,eastuvean,balistesspp,humu,humu,h u m u,,,,,^ h u m u $,default,_Balistes_ spp.,false,false,,
samoan-sumu-1,,samoan,triggerfishofgenerabalistesandbalistapus,sumu,sumu,s u m u,,,,,^ s u m u $,default,triggerfish of genera _Balistes_ and _Balistapus_,false,false,,
tokelauan-humu-1,,tokelauan,triggerfish,humu,humu,h u m u,,,,,^ h u m u $,default,triggerfish,false,false,,
tikopia-sumu-1,,tikopia,triggerfishandrelatedtypesbalistidaeandmonocanthidae,sumu,sumu,s u m u,,,,,^ s u m u $,default,"triggerfish and related types, Balistidae and Monocanthidae",false,false,,
hawaiian-humuhumu-1,,hawaiian,triggerfishgeneric,humu-humu,humu-humu,h u m u h u m u,,,,,^ h u m u - h u m u $,default,triggerfish (generic),false,false,,
poc-bubu-1,,poc,balistestaxontriggerfish,bubu,bubu,b u b u,,,,,^ b u b u $,poc,"_Balistes_ taxon, triggerfish",false,false,,
titan-bup-1,,titan,triggerfishbalistidae,bupʷ,bupʷ,b u pʷ,,,,,^ b u pʷ $,default,"triggerfish, Balistidae",false,false,,
seimat-pup-1,,seimat,koreeffishwithonelargethornonthebackandseveralbythetailgoodtoeat,pup,pup,p u p,,,,,^ p u p $,default,"k.o. reef fish with one large thorn on the back and several by the tail, good to eat",false,false,,
mangap-bubu-1,,mangap,kofish,bubu,bubu,b u b u,,,,,^ b u b u $,default,k.o. fish,false,false,,
manam-bubu-1,,manam,triggerfish,bubu,bubu,b u b u,,,,,^ b u b u $,default,triggerfish,false,false,,
gedaged-bub-1,,gedaged,pseudobalistesflavimarginatus,bub,bub,b u b,,Mueller1985,,,^ b u b $,default,_Pseudobalistes flavimarginatus_,false,false,,
takia-bub-1,,takia,pseudobalistesflavimarginatus,bub,bub,b u b,,Mueller1985,,,^ b u b $,default,_Pseudobalistes flavimarginatus_,false,false,,
ubir-fofo-1,,ubir,kofish,fofo,fofo,f o f o,,,,,^ f o f o $,default,k.o. fish,false,false,,
sursurunga-bobo-1,,sursurunga,triggerfish,bobo,bobo,b o b o,,,,,^ b o b o $,default,triggerfish,false,false,,
lihir-bombo-1,,lihir,balistoidesviridescenspseudobalistesflavimarginatuslargertriggerfishes,bombo,bombo,b o m b o,,,,,^ b o m b o $,default,"_Balistoides viridescens_, _Pseudobalistes flavimarginatus_, larger triggerfishes",false,false,,
lihir-bum-1,,lihir,balistopusundulatusorangelinedtriggerfishanotoriousbaitstealer,bum,bum,b u m,,,,,^ b u m $,default,"_Balistopus undulatus_, orange-lined triggerfish, a notorious bait-stealer",false,false,,
ramoaaina-bubu-1,,ramoaaina,kofish,bubu,bubu,b u b u,,,,,^ b u b u $,default,k.o. fish,false,false,,
teop-bobo-1,,teop,sometriggerfishspp,bobo,bobo,b o b o,,,,,^ b o b o $,default,some triggerfish spp.,false,false,,
lau-bubu-1,,lau,triggerfish,bubu,bubu,b u b u,,,,,^ b u b u $,default,triggerfish,false,false,,
kwaio-bubu-1,,kwaio,reeftriggerfish,bubu,bubu,b u b u,,,,,^ b u b u $,default,reef triggerfish,false,false,,
areare-pupu-1,,areare,smallfish,pupu,pupu,p u p u,,,,,^ p u p u $,default,small fish,false,false,,
arosi-bubu-1,,arosi,kofishbalistes,bubu,bubu,b u b u,,,,,^ b u b u $,default,"k.o. fish, _Balistes_",false,false,,
bauro-pupu-1,,bauro,balistoidesviridescens,pupu,pupu,p u p u,,,,,^ p u p u $,default,_Balistoides viridescens_,false,false,,
veraa-bum-1,,veraa,balistidae,bum,bum,b u m,,,,,^ b u m $,default,Balistidae,false,false,,
satawalese-pup-1,,satawalese,triggerfishgeneric,pʷūpʷ,pʷūpʷ,pʷ ū pʷ,,,,,^ pʷ ū pʷ $,default,triggerfish (generic),false,false,,
kiribati-pupu-1,,kiribati,genericfortriggerfish,pʷupʷu,pʷupʷu,pʷ u pʷ u,,,,,^ pʷ u pʷ u $,default,generic for triggerfish,false,false,,
chuukese-pup-1,,chuukese,familynamefortriggerfishes,pʷūpʷ,pʷūpʷ,pʷ ū pʷ,,,,,^ pʷ ū pʷ $,default,family name for triggerfishes,false,false,,
carolinian-bub-1,,carolinian,triggerfishbalistidae,bʷūbʷ,bʷūbʷ,bʷ ū bʷ,,,,,^ bʷ ū bʷ $,default,"triggerfish, Balistidae",false,false,,
mokilese-pup-1,,mokilese,triggerfish,pʷupʷ,pʷupʷ,pʷ u pʷ,,,,,^ pʷ u pʷ $,default,triggerfish,false,false,,
ponapean-pup-1,,ponapean,leatherjacket,pʷūpʷ,pʷūpʷ,pʷ ū pʷ,,Christian1899,,,^ pʷ ū pʷ $,default,leatherjacket,false,false,,
poc-barubaru-1,,poc,balistestaxontriggerfish,[bʷaRu]bʷaRu,bʷaRu,bʷ a ʀ u,,,,,^ bʷ a R u $,poc,"_Balistes_ taxon, triggerfish",false,false,,
sinaugoro-balu-1,,sinaugoro,balistoidesconspicillumbigspottedtriggerfish,balu,balu,b a l u,,,,,^ b a l u $,default,"_Balistoides conspicillum_, big-spotted triggerfish",false,false,,
motu-barubaru-1,,motu,triggerfishgeneralterm,baru-baru,baru-baru,b a r u b a r u,,,,,^ b a r u - b a r u $,default,"triggerfish, general term",false,false,,
lala-balubalu-1,,lala,koreeffish,balu-balu,balu-balu,b a l u b a l u,,,,,^ b a l u - b a l u $,default,k.o. reef fish,false,false,,
roro-paruparu-1,,roro,kofish,paru-paru,paru-paru,p a r u p a r u,,,,,^ p a r u - p a r u $,default,k.o. fish,false,false,,
lihir-pialpial-1,,lihir,odontusnigerredtoothtriggerfish,pial-pial,pial-pial,p i a l p i a l,,,,,^ p i a l - p i a l $,default,"Odontus niger, redtooth triggerfish",false,false,,
marovo-barubaru-1,,marovo,smalltriggerfishprobrhinecanthusacideatus,baru-baru,baru-baru,b a r u b a r u,,,,,^ b a r u - b a r u $,default,"small triggerfish, prob. _Rhinecanthus acideatus_",false,false,,
longgu-balubalu-1,,longgu,balistoidesviridescens,balu-balu,balu-balu,b a l u b a l u,,,,,^ b a l u - b a l u $,default,_Balistoides viridescens_,false,false,,
langalanga-balubalu-1,,langalanga,balistoidesviridescens,balu-balu,balu-balu,b a l u b a l u,,,,,^ b a l u - b a l u $,default,_Balistoides viridescens_,false,false,,
arosi-bububarubaru-1,,arosi,alargespofbalistes,(bubu)baru-baru,baru-baru,b a r u b a r u,,,,,^ b a r u - b a r u $,default,a large sp. of _Balistes_,false,false,,
kahua-paruparu-1,,kahua,balistoidesviridescens,paru-paru,paru-paru,p a r u p a r u,,,,,^ p a r u - p a r u $,default,_Balistoides viridescens_,false,false,,
dorig-parpar-1,,dorig,balistoidesviridiscensbalistoidesconspicillum,pʷar-pʷar,pʷar-pʷar,pʷ a r pʷ a r,,,,,^ pʷ a r - pʷ a r $,default,"Balistoides viridiscens, _Balistoides conspicillum_",false,false,,
namakir-burubar-1,,namakir,triggerfish,buru-bar,buru-bar,b u r u b a r,,,,,^ b u r u - b a r $,default,triggerfish,false,false,,
southefate-parpor-1,,southefate,triggerfish,pʷar-pʷor,pʷar-pʷor,pʷ a r pʷ o r,,,,,^ pʷ a r - pʷ o r $,default,triggerfish,false,false,,
anejom-napou-1,,anejom,kotriggerfish,na-pʷou,na-pʷou,n a pʷ o u,,,,,^ n a - pʷ o u $,default,k.o. triggerfish,false,false,,
nelemwa-fa-1,,nelemwa,balistessp,fʷa,fʷa,fʷ a,,,,,^ fʷ a $,default,_Balistes_ sp.,false,false,,
nadroga-gau-1,,nadroga,largebalistidae,gʷau,gʷau,gʷ a u,,,,,^ gʷ a u $,default,large Balistidae,false,false,,
laueasternfijian-gau-1,,laueasternfijian,largebalistidae,gau,gau,g a u,,,,,^ g a u $,default,large Balistidae,false,false,,
kadavu-gau-1,,kadavu,balistesspplargerthancumu,gau,gau,g a u,,,,,^ g a u $,default,"_Balistes_ spp., larger than cumu.",false,false,,
titan-palus-1,,titan,triggerfish,pʷalus,pʷalus,pʷ a l u s,,,,,^ pʷ a l u s $,default,triggerfish,false,false,,
penchal-pulot-1,,penchal,triggerfishbalistidae,pulot,pulot,p u l o t,,,,,^ p u l o t $,default,"triggerfish, Balistidae",false,false,,
drehet-palap-1,,drehet,archerfish3040cmwithalternatingblackandwhitetrianglepattern,pʷalap,pʷalap,pʷ a l a p,,,,,^ pʷ a l a p $,default,"archerfish, 30-40 cm with alternating black and white triangle pattern",false,false,,
chuukese-pnn-1,,chuukese,balistoidesviridescensmoustachetriggerfishtitantriggerfish,pʷɨnɨ-ɨnɨ,pʷɨnɨ-ɨnɨ,pʷ ɨ n ɨ ɨ n ɨ,,,,,^ pʷ ɨ n ɨ - ɨ n ɨ $,default,"_Balistoides viridescens_, moustache triggerfish, Titan triggerfish",false,false,,
satawalese-pn-1,,satawalese,pseudobalistesfuscusbrowntriggerfish,pœ̄n,pœ̄n,p œ̄ n,,,,,^ p œ̄ n $,default,"_Pseudobalistes fuscus_, brown triggerfish",false,false,,
poc-liolio-1,,poc,pseudobalistesfuscusbrowntriggerfish,lio-lio,lio-lio,l i o <<->> l i o,,,,,^ l i o <-> l i o $,poc,"_Pseudobalistes fuscus_, brown triggerfish",false,false,,
marovo-makotolilio-1,,marovo,kolargetriggerfish,(makoto) li-lio,li-lio,l i l i o,,,,,^ l i - l i o $,default,k.o. large triggerfish,false,false,,
nehan-lio-1,,nehan,triggerfishgeneric,lio,lio,l i o,,,,,^ l i o $,default,triggerfish (generic),false,false,,
ponapean-lioli-1,,ponapean,largedarkbluespeciesofleatherjacket,lio-li,lio-li,l i o l i,,Christian1899,,,^ l i o - l i $,default,large dark blue species of leatherjacket,false,false,,
mokilese-lioli-1,,mokilese,yellowspottedtriggerfish,lio-li,lio-li,l i o l i,,,,,^ l i o - l i $,default,yellow-spotted triggerfish,false,false,,
kiribati-nuonuo-1,,kiribati,fishwithpoisonousdartsontailbalistesfuscus,nuo-nuo,nuo-nuo,n u o n u o,,,,,^ n u o - n u o $,default,"fish with poisonous darts on tail, _Balistes fuscus_",false,false,,
rotuman-liolio-1,,rotuman,largeleatherjacketcalledwhenyoungsumfea,lio-lio,lio-lio,l i o l i o,,,,,^ l i o - l i o $,default,"large leatherjacket, called when young _sum fea_",false,false,,
poc-bareu-1,,poc,ostracionboxfish,bʷaReu,bʷaReu,bʷ a ʀ e u,,,,,^ bʷ a R e u $,poc,"_Ostracion_, boxfish",false,false,,
misima-baleloga-1,,misima,choerodonanchoragoanchortrunkfish,bʷale(loga),bʷale,bʷ a l e,,,,,^ bʷ a l e $,default,"_Choerodon anchorago_, anchor trunkfish",false,false,,
lau-kaleu-1,,lau,kofish,kʷaleu,kʷaleu,kʷ a l e u,,,,,^ kʷ a l e u $,default,k.o. fish,false,false,,
proc-barobaro-1,,proc,ostracionboxfish,bʷar(o)-bʷar(o),bʷar-bʷar,bʷ a r <<->> bʷ a r,,,,,^ bʷ a r <-> bʷ a r $,proc,"_Ostracion_, boxfish",false,false,,
mwotlap-napaypay-1,,mwotlap,ostracionmeleagriswhitespottedboxfish,na-pʷay-pʷay,na-pʷay-pʷay,n a pʷ a y pʷ a y,,,,,^ n a - pʷ a y - pʷ a y $,default,"_Ostracion meleagris_, white-spotted boxfish",false,false,,
uripiv-dapurpur-1,,uripiv,ostracionboxfish,(da)pur-pur,pur-pur,p u r p u r,,,,,^ p u r - p u r $,default,"_Ostracion_, boxfish",false,false,,
pcp-gaogao-1,,pcp,ostracion,gʷao-gʷao,gʷao-gʷao,gʷ a o <<->> gʷ a o,,Geraghty1994,,,^ gʷ a o <-> gʷ a o $,pcp,_Ostracion_,false,false,,
rotuman-kaokao-1,,rotuman,kofishwhenyoungcalledmod,kao-kao,kao-kao,k a o k a o,,,,,^ k a o - k a o $,default,"k.o. fish. When young, called _mod_",false,false,,
wayan-gaga-1,,wayan,genericforboxfish,gʷā-gʷā,gʷā-gʷā,gʷ ā gʷ ā,,,,,^ gʷ ā - gʷ ā $,default,generic for boxfish,false,false,,
poc-toqa-1,,poc,kofishwithtoxicfleshprobablyostracion,toqa,toqa,t o q a,,,,,^ t o q a $,poc,"k.o. fish with toxic flesh, probably _Ostracion_",false,false,,
iduna-sisitoa-1,,iduna,pufferfish,(sisi)toʔa,toʔa,t o ʔ a,,,,,^ t o ʔ a $,default,pufferfish,false,false,,
pfij-toa-1,,pfij,ostracion,toa,toa,t o a,,Geraghty1994,,,^ t o a $,pfij,_Ostracion_,false,false,,
bauanfijian-toa-1,,bauanfijian,aroundfishlikethesumusumutrunkfishorostraciidae,toa,toa,t o a,,,,,^ t o a $,default,"a round fish like the _sumu-sumu_, trunkfish or Ostraciidae",false,false,,
poc-moa-1,,poc,boxfish,moa,moa,m o a,,,,,^ m o a $,poc,boxfish,false,false,,
marovo-moaidere-1,,marovo,ostracionsppboxfish,moa (idere),moa,m o a,,,,,^ m o a $,default,"_Ostracion_ spp., boxfish",false,false,,
pncv-matoqu-1,,pncv,boxfish,mʷa(toqu),mʷa,mʷ a,,,,,^ mʷ a $,pncv,boxfish,false,false,,
paamese-umatou-1,,paamese,boxfish,(u)ma(tou),ma,m a,,,,,^ m a $,default,boxfish,false,false,,
namakir-mamatoq-1,,namakir,boxfish,mʷa-mʷa(toq),mʷa-mʷa,mʷ a mʷ a,,,,,^ mʷ a - mʷ a $,default,boxfish,false,false,,
nguna-matou-1,,nguna,boxfish,mʷa(tou),mʷa,mʷ a,,,,,^ mʷ a $,default,boxfish,false,false,,
pcp-moamoa-1,,pcp,ostracion,moa(moa),moa,m o a,,Geraghty1994,,,^ m o a $,pcp,_Ostracion_,false,false,,
rotuman-moa-1,,rotuman,youngkaokao,moa,moa,m o a,,,,,^ m o a $,default,young kao-kao,false,false,,
ppn-moamoa-1,,ppn,ostraciidaeboxfish,moa-moa,moa-moa,m o a <<->> m o a,,Hooper1994,,,^ m o a <-> m o a $,ppn,"Ostraciidae, boxfish",false,false,,
tongan-momoa-1,,tongan,cowfish,mō-moa,mō-moa,m ō m o a,,,,,^ m ō - m o a $,default,cowfish,false,false,,
pukapukan-moamoa-1,,pukapukan,ostracionorlactoriacowfishspp,moa-moa,moa-moa,m o a m o a,,,,,^ m o a - m o a $,default,_Ostracion_ or _Lactoria_ (cowfish) spp.,false,false,,
tokelauan-moamoa-1,,tokelauan,ostracionorlactoriaspp,moa-moa,moa-moa,m o a m o a,,,,,^ m o a - m o a $,default,_Ostracion_ or _Lactoria__ spp.,false,false,,
rennellese-moamoa-1,,rennellese,genericforboxfishcoffinfishtrunkfishcowfish,moa-moa,moa-moa,m o a m o a,,,,,^ m o a - m o a $,default,"generic for boxfish, coffinfish, trunkfish, cowfish",false,false,,
samoan-moamoa-1,,samoan,trunkfishgeneraostracion,moa-moa,moa-moa,m o a m o a,,,,,^ m o a - m o a $,default,"trunkfish, genera _Ostracion_",false,false,,
hawaiian-moa-1,,hawaiian,kotrunkfishpahu,moa,moa,m o a,,,,,^ m o a $,default,"k.o. trunkfish, _pahu_",false,false,,
pmp-tarutum-1,,pmp,porcupinefishdiodonsp,"taRutu[m,ŋ]",taRutu,t a ʀ u t u,,,,,^ t a R u t u $,pmp,"porcupinefish, _Diodon_ sp.",false,false,,
poc-tarutum-1,,poc,diodonsppporcupinefish,"taRutu(m,ŋ)",taRutu,t a ʀ u t u,,,,,^ t a R u t u $,poc,"_Diodon_ spp., porcupinefish",false,false,,
nakanai-talitu-1,,nakanai,pufferfishblowfish,talitu,talitu,t a l i t u,,,,,^ t a l i t u $,default,"pufferfish, blowfish",false,false,,
lihir-tarut-1,,lihir,diodonsppporcupinefishesgeneric,tarut,tarut,t a r u t,,,,,^ t a r u t $,default,"_Diodon_ spp., porcupinefishes (generic)",false,false,,
patpatar-tarut-1,,patpatar,frenchporcupinefish,tarut,tarut,t a r u t,,,,,^ t a r u t $,default,French porcupinefish,false,false,,
lau-au-1,,lau,porcupinefish,au,au,a u,,,,,^ a u $,default,porcupinefish,false,false,,
mota-terit-1,,mota,diodonspp,terit,terit,t e r i t,,,,,^ t e r i t $,default,_Diodon_ spp.,false,false,,
dorig-trit-1,,dorig,diodonholocanthusdiodonliturosus,trit,trit,t r i t,,,,,^ t r i t $,default,"_Diodon holocanthus_, _Diodon liturosus_",false,false,,
uripiv-daut-1,,uripiv,porcupinefish,daut,daut,d a u t,,,,,^ d a u t $,default,porcupinefish,false,false,,
nelemwa-dot-1,,nelemwa,porcupinefish,dot,dot,d o t,,,,,^ d o t $,default,porcupinefish,false,false,,
iaai-kat-1,,iaai,porcupinefish,kāt,kāt,k ā t,,,,,^ k ā t $,default,porcupinefish,false,false,,
pmic-tautu-1,,pmic,porcupinefish,tautu,tautu,t a u t u,,Benderetal2003,,,^ t a u t u $,pmic,porcupine fish,false,false,,
kiribati-tauti-1,,kiribati,pufferfishdiodon,tauti,tauti,t a u t i,,,,,^ t a u t i $,default,"puffer fish, _Diodon_",false,false,,
puluwatese-hw-1,,puluwatese,largegrowthstageofediblelongspinedpufferfish,hə̄wɨ,hə̄wɨ,h ə̄ w ɨ,,,,,^ h ə̄ w ɨ $,default,large growth stage of edible long-spined puffer fish,false,false,,
ponapean-sey-1,,ponapean,porcupinefishsoursopannonamuricata,sey,sey,s e y,,,,,^ s e y $,default,"porcupine fish; soursop, _Annona muricata_",false,false,,
mokilese-joy-1,,mokilese,porcupinefish,joy,joy,j o y,,,,,^ j o y $,default,porcupine fish,false,false,,
pcp-tautu-1,,pcp,diodonsp,tautu,tautu,t a u t u,,Geraghty1990,,,^ t a u t u $,pcp,_Diodon_ sp.,false,false,,
rotuman-faufu-1,,rotuman,fishwhichinflatesitselfwhencaughtcoveredwithspikeslikeaporcupine,faufu,faufu,f a u f u,,,,,^ f a u f u $,default,fish which inflates itself when caught: covered with spikes like a porcupine,false,false,,
ppn-tautu-1,,ppn,diodonsppporcupinefish,tautu,tautu,t a u t u,,Hooper1994,,,^ t a u t u $,ppn,"_Diodon_ spp., porcupine fish",false,false,,
niuatoputapu-toutu-1,,niuatoputapu,adultgrowthstageofporcupinefish,toutu,toutu,t o u t u,,,,,^ t o u t u $,default,adult growth stage of porcupinefish,false,false,,
eastuvean-tautu-1,,eastuvean,diodontidaenodistinctionofgeneraorspecies,tautu,tautu,t a u t u,,,,,^ t a u t u $,default,Diodontidae (no distinction of genera or species),false,false,,
rennellese-tautu-1,,rennellese,generalnameforballoonfishporcupinefish,tautu,tautu,t a u t u,,,,,^ t a u t u $,default,general name for balloon fish (porcupine fish),false,false,,
samoan-tautu-1,,samoan,fishdiodonspwithverysharpspines,tautu,tautu,t a u t u,,,,,^ t a u t u $,default,"fish, _Diodon_ sp., with very sharp spines",false,false,,
tokelauan-tautu-1,,tokelauan,diodonsp,tautu,tautu,t a u t u,,,,,^ t a u t u $,default,_Diodon_ sp.,false,false,,
tikopia-tautu-1,,tikopia,diodonsp,tautu,tautu,t a u t u,,,,,^ t a u t u $,default,_Diodon_ sp.,false,false,,
poc-potopoto-1,,poc,pufferfishporcupinefish,[poto]poto,poto,p o t o,,,,,^ p o t o $,poc,"pufferfish, porcupinefish",false,false,,
titan-bulipotopoto-1,,titan,porcupinefish,(buli)poto-poto,poto-poto,p o t o p o t o,,,,,^ p o t o - p o t o $,default,porcupinefish,false,false,,
marovo-poto-1,,marovo,genericforallboxfishandpufferfish,poto,poto,p o t o,,,,,^ p o t o $,default,generic for all boxfish and pufferfish,false,false,,
maringe-popoto-1,,maringe,kopufferfishorblowfishsuchasarothron,pʰo-poto,pʰo-poto,pʰ o p o t o,,,,,^ pʰ o - p o t o $,default,"k.o. pufferfish or blowfish, such as _Arothron_",false,false,,
mwotlap-wtwt-1,,mwotlap,arothronhispidusporcupinefish,wʊt-wʊt,wʊt-wʊt,w ʊ t w ʊ t,,,,,^ w ʊ t - w ʊ t $,default,"_Arothron hispidus_, porcupinefish",false,false,,
dorig-vtvt-1,,dorig,arothronnigropunctatus,vʊt-vʊt,vʊt-vʊt,v ʊ t v ʊ t,,,,,^ v ʊ t - v ʊ t $,default,_Arothron nigropunctatus_,false,false,,
ambae-totorowoto-1,,ambae,porcupinefish,(totoro) woto,woto,w o t o,,,,,^ w o t o $,default,porcupinefish,false,false,,
wayan-voto-1,,wayan,spikeorspinesofafishpricklethorn,voto,voto,v o t o,,,,,^ v o t o $,default,"spike or spines of a fish; prickle, thorn",false,false,,
ppn-foto-1,,ppn,barbofstingray,foto,foto,f o t o,,,,,^ f o t o $,ppn,barb of stingray,false,false,,
poc-boeboe-1,,poc,pufferfish,bʷoe-bʷoe,bʷoe-bʷoe,bʷ o e <<->> bʷ o e,,,,,^ bʷ o e <-> bʷ o e $,poc,pufferfish,false,false,,
tabar-pupui-1,,tabar,pufferfish,pu-pui,pu-pui,p u p u i,,,,,^ p u - p u i $,default,pufferfish,false,false,,
gela-boebote-1,,gela,genericpufferfishtetradontidae,boe-bote,boe-bote,b o e b o t e,,,,,^ b o e - b o t e $,default,"generic pufferfish, Tetradontidae",false,false,,
longgu-boesina-1,,longgu,diodonhystrixporcupinefish,boe (sina),boe,b o e,,,,,^ b o e $,default,"_Diodon hystrix_, porcupinefish",false,false,,
toabaita-boeniasi-1,,toabaita,arothronhispiduspufferfish,boe (ni asi),boe,b o e,,,,,^ b o e $,default,"_Arothron hispidus_, pufferfish",false,false,,
langalanga-boe-1,,langalanga,arothronhispidus,boe,boe,b o e,,,,,^ b o e $,default,_Arothron hispidus_,false,false,,
lau-boe-1,,lau,toadfish,boe,boe,b o e,,,,,^ b o e $,default,toadfish,false,false,,
areare-poe-1,,areare,pufferfish,poe,poe,p o e,,,,,^ p o e $,default,puffer fish,false,false,,
saa-poe-1,,saa,porcupinefish,poe,poe,p o e,,,,,^ p o e $,default,porcupine fish,false,false,,
arosi-boe-1,,arosi,kofishverypoisonous,boe,boe,b o e,,,,,^ b o e $,default,"k.o. fish, very poisonous",false,false,,
pncv-buebue-1,,pncv,pufferfish,bue-bue,bue-bue,b u e <<->> b u e,,Clark2009[87],,,^ b u e <-> b u e $,pncv,pufferfish,false,false,,
lewo-puepue-1,,lewo,kofishsometimespoisoncanpuffitselfup,pue-pue,pue-pue,p u e p u e,,,,,^ p u e - p u e $,default,"k.o. fish, sometimes poison, can puff itself up",false,false,,
namakir-buebu-1,,namakir,spinelesspuffer,bue-bu,bue-bu,b u e b u,,,,,^ b u e - b u $,default,spineless puffer,false,false,,
southefate-punopun-1,,southefate,tetradontidaepufferfish,pʷu(nopun),pʷu,pʷ u,,,,,^ pʷ u $,default,"Tetradontidae, pufferfish",false,false,,
anejom-nupupou-1,,anejom,pufferfish,(nu)pupou,pupou,p u p o u,,,,,^ p u p o u $,default,pufferfish,false,false,,
fwai-fureha-1,,fwai,arothronmeleagris,fū(rehâ),fū,f ū,,,,,^ f ū $,default,_Arothron meleagris_,false,false,,
nemi-purea-1,,nemi,arothronmeleagris,pʰū(reŋa),pʰū,pʰ ū,,,,,^ pʰ ū $,default,_Arothron meleagris_,false,false,,
wayan-bute-1,,wayan,genericforsometetraodontidaesmalltomoderatesizedpuffers,bū(tē),bū,b ū,,,,,^ b ū $,default,"generic for some Tetraodontidae, small to moderate-sized puffers",false,false,,
poc-buli-1,,poc,pufferfish,buli,buli,b u l i,,,,,^ b u l i $,poc,pufferfish,false,false,,
titan-buli-1,,titan,pufferleatherjacket,buli,buli,b u l i,,,,,^ b u l i $,default,"puffer, leatherjacket",false,false,,
loniu-pili-1,,loniu,toadfishorpuffer,pʷili,pʷili,pʷ i l i,,,,,^ pʷ i l i $,default,toadfish or puffer,false,false,,
kiribati-buni-1,,kiribati,tetraodontidae,buni,buni,b u n i,,,,,^ b u n i $,default,Tetraodontidae,false,false,,
manam-bulai-1,,manam,pufferfish,bulai,bulai,b u l a i,,,,,^ b u l a i $,default,pufferfish,false,false,,
takia-bului-1,,takia,pufferfish,bului,bului,b u l u i,,,,,^ b u l u i $,default,pufferfish,false,false,,
bing-bululuy-1,,bing,toadfish,bulu(luy),bulu,b u l u,,,,,^ b u l u $,default,toadfish,false,false,,
pcp-jexejexe-1,,pcp,arothron,jexejexe,jexejexe,j e x e j e x e,,Geraghty1994,,,^ j e x e j e x e $,pcp,_Arothron_,false,false,,
wayan-sekeseke-1,,wayan,canthigastermargaritataocellatedpuffer,seke-seke,seke-seke,s e k e s e k e,,,,,^ s e k e - s e k e $,default,"_Canthigaster margaritata_, ocellated puffer",false,false,,
ppn-teqeteqe-1,,ppn,arothronandcanthigasterspppufferfish,teqe-teqe,teqe-teqe,t e q e <<->> t e q e,,Hooper1994,,,^ t e q e <-> t e q e $,ppn,"_Arothron_ and _Canthigaster_ spp., pufferfish",false,false,,
tongan-teetee-1,,tongan,kofishthatinflatesitselfwhencaught,teʔe-teʔe,teʔe-teʔe,t e ʔ e t e ʔ e,,,,,^ t e ʔ e - t e ʔ e $,default,k.o. fish that inflates itself when caught,false,false,,
rennellese-teetee-1,,rennellese,toadfishballoonfishpuffers,teʔe-teʔe,teʔe-teʔe,t e ʔ e t e ʔ e,,,,,^ t e ʔ e - t e ʔ e $,default,"toadfish, balloonfish, puffers",false,false,,
samoan-tete-1,,samoan,immatureglobefish,tētē,tētē,t ē t ē,,,,,^ t ē t ē $,default,immature globe fish,false,false,,
